institution_name,province,campus_accreditation,acc_score,cost_per_year,cluster_lokasi_lvl1,cluster_institusi_lvl2
STKIP DARUSSALAM CILACAP,JAWA TENGAH,BAIK,1.0,6400000.0,,
UNIVERSITAS SATU NUSA LAMPUNG,LAMPUNG,BAIK,1.0,6400000.0,,
STKIP AHLUSSUNNAH,SUMATERA BARAT,BAIK,1.0,6400000.0,,
SEKOLAH TINGGI ILMU EKONOMI TRI BHAKTI,JAWA BARAT,BAIK SEKALI,3.0,6400000.0,,
INSTITUT SAINS DAN BISNIS ATMA LUHUR,BANGKA BELITUNG,B,2.0,6400000.0,,
STIKES MARENDENG MAJENE,SULAWESI BARAT,BAIK,1.0,6400000.0,,
STKIP PARIS BARANTAI,KALIMANTAN SELATAN,BAIK,1.0,6400000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI SATYA NEGARA,SUMATERA SELATAN,BAIK SEKALI,3.0,6400000.0,,
SEKOLAH TINGGI ILMU EKONOMI NUSANTARA SANGATTA,KALIMANTAN TIMUR,BAIK,1.0,6400000.0,,
UNIVERSITAS MUHAMMADIYAH ENREKANG,SULAWESI SELATAN,BAIK SEKALI,3.0,6400000.0,,
SEKOLAH TINGGI ILMU EKONOMI HIDAYATULLAH DEPOK,JAWA BARAT,BAIK,1.0,6400000.0,,
STIKES ASSYIFA ACEH,ACEH,BAIK,1.0,6400000.0,,
STMIK PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,1.0,6400000.0,,
UNIVERSITAS ISLAM KADIRI,JAWA TIMUR,B,2.0,6387500.0,1.0,3.0
UNIVERSITAS PANCASAKTI,SULAWESI SELATAN,BAIK,1.0,6350000.0,,
SEKOLAH TINGGI ILMU EKONOMI OEMATHONIS,NUSA TENGGARA TIMUR,BAIK,1.0,6350000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN CITRA BAKTI,NUSA TENGGARA TIMUR,BAIK,1.0,6320000.0,,
STKIP YPUP MAKASSAR,SULAWESI SELATAN,BAIK,1.0,6300000.0,,
SEKOLAH TINGGI ILMU HUKUM TAMBUN BUNGAI,KALIMANTAN TENGAH,BAIK,1.0,6300000.0,,
UNIVERSITAS SERAMBI MEKKAH,ACEH,BAIK,1.0,6300000.0,,
SEKOLAH TINGGI ILMU EKONOMI YPUP MAKASSAR,SULAWESI SELATAN,BAIK,1.0,6300000.0,,
UNIVERSITAS BINANIAGA INDONESIA,JAWA BARAT,BAIK,1.0,6275000.0,,
UNIVERSITAS PAWYATAN DAHA,JAWA TIMUR,BAIK,1.0,6275000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI WIJAYA MULYA,JAWA TENGAH,BAIK,1.0,6270000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA MANGGALIA,JAWA TENGAH,BAIK,1.0,6270000.0,,
SEKOLAH TINGGI ILMU PERTANIAN BERAU,KALIMANTAN TIMUR,BAIK,1.0,6267000.0,,
INSTITUT TEKNOLOGI DAN BISNIS YADIKA PASURUAN,JAWA TIMUR,BAIK,1.0,6265000.0,1.0,1.0
INSTITUT TEKNOLOGI DAN BISNIS WIDYA GAMA LUMAJANG,JAWA TIMUR,BAIK,1.0,6250000.0,1.0,1.0
SEKOLAH TINGGI MARITIM YOGYAKARTA,D.I. YOGYAKARTA,TERAKREDITASI,0.0,6250000.0,,
STKIP HAMZAR,NUSA TENGGARA BARAT,BAIK,1.0,6250000.0,,
UNIVERSITAS BINA INSANI,JAWA BARAT,B,2.0,6250000.0,,
SEKOLAH TINGGI TEKNOLOGI WASTUKANCANA,JAWA BARAT,BAIK,1.0,6250000.0,,
UNIVERSITAS PEJUANG REPUBLIK INDONESIA,SULAWESI SELATAN,BAIK,1.0,6250000.0,,
SEKOLAH TINGGI ILMU EKONOMI EKA PRASETYA,SUMATERA UTARA,BAIK SEKALI,3.0,6250000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,D.I. YOGYAKARTA,B,2.0,6250000.0,,
UNIVERSITAS NUSA NIPA,NUSA TENGGARA TIMUR,BAIK SEKALI,3.0,6220000.0,,
STKIP PGRI SAMPANG,JAWA TIMUR,BAIK,1.0,6215000.0,1.0,1.0
STMIK PROFESIONAL MAKASSAR,SULAWESI SELATAN,BAIK,1.0,6200000.0,,
UNIVERSITAS MUHAMMADIYAH BREBES,JAWA TENGAH,BAIK,1.0,6200000.0,,
UNIVERSITAS QOMARUDDIN,JAWA TIMUR,BAIK,1.0,6200000.0,1.0,1.0
SEKOLAH TINGGI ILMU KESEHATAN GUNUNG MARIA TOMOHON,SULAWESI UTARA,BAIK,1.0,6200000.0,,
SEKOLAH TINGGI ILMU HUKUM BIAK-PAPUA,PAPUA,BAIK SEKALI,3.0,6200000.0,,
UNIVERSITAS BHINNEKA PGRI,JAWA TIMUR,B,2.0,6175000.0,1.0,3.0
UNIVERSITAS BALI DWIPA,BALI,BAIK,1.0,12350000.0,,
UNIVERSITAS MUHAMMADIYAH TAPANULI SELATAN,SUMATERA UTARA,B,2.0,6166000.0,,
UNIVERSITAS BUMIGORA,NUSA TENGGARA BARAT,BAIK SEKALI,3.0,6160000.0,,
INSTITUT FILSAFAT DAN TEKNOLOGI KREATIF LEDALERO,NUSA TENGGARA TIMUR,B,2.0,6150000.0,,
STIKES MUHAMMADIYAH TEGAL,JAWA TENGAH,BAIK,1.0,6150000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MULIA DARMA,SUMATERA UTARA,BAIK,1.0,6150000.0,,
INSTITUT BISNIS DAN EKONOMI INDONESIA,KALIMANTAN BARAT,BAIK,1.0,6143000.0,,
IKIP PGRI WATES,D.I. YOGYAKARTA,BAIK SEKALI,3.0,6140000.0,,
UNIVERSITAS MUHAMMADIYAH JAMBI,JAMBI,BAIK SEKALI,3.0,6110000.0,,
UNIVERSITAS HAJI SUMATERA UTARA,SUMATERA UTARA,BAIK SEKALI,3.0,6100000.0,,
SEKOLAH TINGGI ILMU EKONOMI MULIA DARMA PRATAMA,SUMATERA SELATAN,BAIK,1.0,6100000.0,,
SEKOLAH TINGGI ILMU EKONOMI BOEDI OETOMO,KALIMANTAN BARAT,BAIK,1.0,6087000.0,,
STMIK IKMI CIREBON,JAWA BARAT,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI SENI RUPA DAN DESAIN VISI INDONESIA,D.I. YOGYAKARTA,B,2.0,6050000.0,,
UNIVERSITAS MAJALENGKA,JAWA BARAT,B,2.0,6025000.0,,
UNIVERSITAS ADZKIA,SUMATERA BARAT,B,2.0,8300000.0,,
STKIP NASIONAL,SUMATERA BARAT,BAIK,1.0,6000000.0,,
UNIVERSITAS STELLA MARIS SUMBA,NUSA TENGGARA TIMUR,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI PEMUDA,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
STIKES WIDYA HUSADA MEDAN,SUMATERA UTARA,BAIK,1.0,6000000.0,,
STISIP GUNA NUSANTARA,JAWA BARAT,BAIK,1.0,6000000.0,,
UNIVERSITAS MUSLIM MAROS,SULAWESI SELATAN,BAIK SEKALI,3.0,6000000.0,,
UNIVERSITAS COKROAMINOTO MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,3.0,6000000.0,,
UNIVERSITAS PASIFIK MOROTAI,MALUKU UTARA,BAIK,1.0,6000000.0,,
UNIVERSITAS ISKANDAR MUDA,ACEH,BAIK,1.0,6000000.0,,
UNIVERSITAS DARUSSALAM AMBON,MALUKU,BAIK SEKALI,3.0,6000000.0,,
SEKOLAH TINGGI ILMU HUKUM SUNAN GIRI,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
UNIVERSITAS PEPABRI MAKASSAR,SULAWESI SELATAN,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU KESEHATAN SENTRAL,SUMATERA UTARA,BAIK,1.0,6000000.0,,
UNIVERSITAS TEKNOLOGI SURABAYA,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
UNIVERSITAS SIBER ASIA,DKI JAKARTA,BAIK SEKALI,3.0,6000000.0,,
STIKES MUHAMMADIYAH LHOKSEUMAWE,ACEH,BAIK,1.0,6000000.0,,
UNIVERSITAS DOKTOR HUSNI INGRATUBUN PAPUA,PAPUA,B,2.0,6000000.0,,
STIKES DARMAIS PADANGSIDIMPUAN,SUMATERA UTARA,BAIK,1.0,6000000.0,,
INSTITUT TEKNOLOGI ALBERTH FOENAY,NUSA TENGGARA TIMUR,BAIK,1.0,6000000.0,,
UNIVERSITAS NAHDLATUL ULAMA SIDOARJO,JAWA TIMUR,BAIK SEKALI,3.0,6000000.0,1.0,3.0
UNIVERSITAS W R SUPRATMAN,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
SEKOLAH TINGGI TEKNOLOGI IMMANUEL,SUMATERA UTARA,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI MARS,SUMATERA UTARA,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BINA HARAPAN CELEBES,SULAWESI SELATAN,BAIK,1.0,6000000.0,,
UNIVERSITAS ISLAM RADEN RAHMAT,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
UNIVERSITAS SOERJO,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
STMIK KRISTEN NEUMANN INDONESIA,SUMATERA UTARA,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KALIREJO LAMPUNG,LAMPUNG,BAIK,1.0,6000000.0,,
UNIVERSITAS MUHAMMADIYAH BANTEN,BANTEN,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU KESEHATAN SIHAT BEURATA BANDA ACEH,ACEH,BAIK,1.0,6000000.0,,
UNIVERSITAS KRISTEN INDONESIA TORAJA,SULAWESI SELATAN,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,SUMATERA SELATAN,BAIK,1.0,6000000.0,,
INSTITUT PERTANIAN MALANG,JAWA TIMUR,BAIK,1.0,6000000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI SATRIA,JAWA TENGAH,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU HUKUM AWANG LONG,KALIMANTAN TIMUR,BAIK SEKALI,3.0,6000000.0,,
UNIVERSITAS MUSLIM INDONESIA,SULAWESI SELATAN,UNGGUL,5.0,6000000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NABIRE,PAPUA,BAIK,1.0,6000000.0,,
UNIVERSITAS PUANGRIMAGGALATUNG,SULAWESI SELATAN,BAIK SEKALI,3.0,6000000.0,,
UNIVERSITAS SUBANG,JAWA BARAT,BAIK SEKALI,3.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI BISMA LEPISI,JAWA BARAT,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI TEKNOLOGI INDUSTRI DAN FARMASI BOGOR,JAWA BARAT,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI BISNIS INDONESIA,DKI JAKARTA,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU KESEHATAN FLORA,SUMATERA UTARA,BAIK,1.0,6000000.0,,
UNIVERSITAS BALE BANDUNG,JAWA BARAT,BAIK SEKALI,3.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI FAJAR,JAWA BARAT,BAIK,1.0,6000000.0,,
INSTITUT TEKNOLOGI DAN BISNIS CARNEGIE,SUMATERA UTARA,BAIK,1.0,6000000.0,,
SEKOLAH TINGGI ILMU EKONOMI NASIONAL BANJARMASIN,KALIMANTAN SELATAN,BAIK,1.0,5980000.0,,
SEKOLAH TINGGI ILMU EKONOMI GICI,JAWA BARAT,BAIK,1.0,5950000.0,,
UNIVERSITAS TOMAKAKA,SULAWESI BARAT,BAIK,1.0,5920000.0,,
SEKOLAH TINGGI ILMU EKONOMI CENDEKIA KARYA UTAMA,JAWA TENGAH,B,2.0,5900000.0,,
AMIK JABAL GHAFUR,ACEH,TIDAK TERAKREDITASI,0.0,5900000.0,,
SEKOLAH TINGGI ILMU KESEHATAN BALA KESELAMATAN PALU,SULAWESI TENGAH,BAIK,1.0,5900000.0,,
INSTITUT TEKNOLOGI KELING KUMANG,KALIMANTAN BARAT,BAIK,1.0,5900000.0,,
UNIVERSITAS TEKNOLOGI INDONESIA,BALI,BAIK,1.0,5900000.0,,
UNIVERSITAS MULIA,KALIMANTAN TIMUR,BAIK,1.0,5900000.0,,
SEKOLAH TINGGI ILMU EKONOMI MIFTAHUL HUDA,JAWA BARAT,BAIK,1.0,5900000.0,,
SEKOLAH TINGGI ILMU KESEHATAN MALAHAYATI MEDAN,SUMATERA UTARA,BAIK,1.0,5900000.0,,
SEKOLAH TINGGI ILMU KESEHATAN JABAL GHAFUR,ACEH,BAIK,1.0,5900000.0,,
UNIVERSITAS GAJAH PUTIH,ACEH,BAIK,1.0,5900000.0,,
SEKOLAH TINGGI TEKNOLOGI STIKMA INTERNASIONAL,JAWA TIMUR,BAIK,1.0,5900000.0,1.0,1.0
UNIVERSITAS NUSANTARA MANADO,SULAWESI UTARA,BAIK,1.0,5835000.0,,
UNIVERSITAS PELITA BANGSA,JAWA BARAT,BAIK,1.0,5800000.0,,
STIE MADANI BALIKPAPAN,KALIMANTAN TIMUR,BAIK,1.0,5800000.0,,
UNIVERSITAS BANDAR LAMPUNG,LAMPUNG,B,2.0,5800000.0,,
UNIVERSITAS KATOLIK INDONESIA SANTU PAULUS RUTENG,NUSA TENGGARA TIMUR,B,2.0,5800000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA GAMA,JAWA TIMUR,BAIK,1.0,5800000.0,1.0,1.0
UNIVERSITAS BINA SARANA INFORMATIKA,DKI JAKARTA,UNGGUL,5.0,5760000.0,,
STMIK BINA MULIA,SULAWESI TENGAH,BAIK,1.0,5750000.0,,
SEKOLAH TINGGI ILMU EKONOMI IBMT,JAWA TIMUR,BAIK,1.0,5750000.0,1.0,1.0
IKIP WIDYA DARMA,JAWA TIMUR,BAIK,1.0,5750000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,1.0,5750000.0,,
STMIK PPKIA PRADNYA PARAMITA,JAWA TIMUR,B,2.0,5750000.0,1.0,3.0
UNIVERSITAS EKASAKTI,SUMATERA BARAT,B,2.0,5750000.0,,
SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,SULAWESI SELATAN,BAIK,1.0,5750000.0,,
INSTITUT TEKNOLOGI DAN BISNIS SABDA SETIA,KALIMANTAN BARAT,BAIK,1.0,5750000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI AMUNTAI,KALIMANTAN SELATAN,BAIK SEKALI,3.0,5730000.0,,
UNIVERSITAS QUALITY BERASTAGI,SUMATERA UTARA,BAIK,1.0,5700000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PGRI ARUNGBINANG KEBUMEN,JAWA TENGAH,BAIK,1.0,5700000.0,,
STMIK KAPUTAMA,SUMATERA UTARA,B,2.0,5700000.0,,
UNIVERSITAS ISLAM JEMBER,JAWA TIMUR,BAIK,1.0,5700000.0,1.0,1.0
SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU,SUMATERA UTARA,BAIK,1.0,5700000.0,,
STKIP MUHAMMADIYAH BLORA,JAWA TENGAH,BAIK,1.0,5700000.0,,
UNIVERSITAS LABUHANBATU,SUMATERA UTARA,B,2.0,13500000.0,,
UNIVERSITAS KRISTEN PAPUA,PAPUA BARAT,BAIK,1.0,5625000.0,,
UNIVERSITAS MUHAMMADIYAH MAUMERE,NUSA TENGGARA TIMUR,BAIK,1.0,5610000.0,,
STKIP PGRI LUMAJANG,JAWA TIMUR,B,2.0,5600000.0,1.0,3.0
SEKOLAH TINGGI ILMU EKONOMI EBEN HAEZER MANADO,SULAWESI UTARA,BAIK,1.0,5600000.0,,
SEKOLAH TINGGI ILMU EKONOMI ISTI EKATANA UPAWEDA,D.I. YOGYAKARTA,BAIK,1.0,5600000.0,,
SEKOLAH TINGGI ILMU PERTANIAN MUJAHIDIN TOLI-TOLI,SULAWESI TENGAH,BAIK,1.0,5600000.0,,
UNIVERSITAS YAPIS PAPUA,PAPUA,TERAKREDITASI,0.0,5600000.0,,
UNIVERSITAS DEZTRON INDONESIA,SUMATERA UTARA,BAIK,1.0,5600000.0,,
SEKOLAH TINGGI ILMU PERTANIAN SRIWIGAMA,SUMATERA SELATAN,BAIK,1.0,5600000.0,,
UNIVERSITAS BUMI PERSADA,ACEH,BAIK,1.0,5600000.0,,
STIA ABDUL AZIS KATALOKA,MALUKU,BAIK,1.0,5568750.0,,
UNIVERSITAS ISLAM BATIK,JAWA TENGAH,B,2.0,5550000.0,,
UNIVERSITAS PANCA MARGA,JAWA TIMUR,BAIK,1.0,5550000.0,1.0,1.0
UNIVERSITAS DELI SUMATERA,SUMATERA UTARA,BAIK,1.0,5500000.0,,
UNIVERSITAS MUHAMMADIYAH BONE,SULAWESI SELATAN,BAIK SEKALI,3.0,5500000.0,,
SEKOLAH TINGGI ILMU KESEHATAN KARYA KESEHATAN,SULAWESI TENGGARA,BAIK,1.0,5500000.0,,
SEKOLAH TINGGI ILMU EKONOMI BINA KARYA,SUMATERA UTARA,B,2.0,5500000.0,,
SEKOLAH TINGGI ILMU EKONOMI BUDI PERTIWI,JAWA BARAT,BAIK,1.0,5500000.0,,
SEKOLAH TINGGI TEKNOLOGI PRATAMA ADI,JAWA BARAT,BAIK,1.0,5400000.0,,
INSTITUT TEKNOLOGI DAN BISNIS ARUNGPALAKKA,SULAWESI SELATAN,TIDAK TERAKREDITASI,0.0,5400000.0,,
UNIVERSITAS SAPTA MANDIRI,KALIMANTAN SELATAN,BAIK,1.0,5400000.0,,
UNIVERSITAS SJAKHYAKIRTI,SUMATERA SELATAN,B,2.0,5400000.0,,
UNIVERSITAS PGRI BANYUWANGI,JAWA TIMUR,BAIK,1.0,5400000.0,1.0,1.0
UNIVERSITAS MUHAMMADIYAH SINJAI,SULAWESI SELATAN,BAIK SEKALI,3.0,5400000.0,,
SEKOLAH TINGGI ILMU EKONOMI EKADHARMA INDONESIA,JAWA BARAT,BAIK,1.0,5400000.0,,
INSTITUT PENDIDIKAN TAPANULI SELATAN,SUMATERA UTARA,B,2.0,5373000.0,,
UNIVERSITAS KATOLIK WEETEBULA,NUSA TENGGARA TIMUR,BAIK SEKALI,3.0,5370000.0,,
STKIP ABDI WACANA WAMENA,PAPUA,BAIK,1.0,5350000.0,,
SEKOLAH TINGGI ILMU PEMERINTAHAN ABDI NEGARA,DKI JAKARTA,BAIK,1.0,5350000.0,,
SEKOLAH TINGGI ILMU EKONOMI JAYAKUSUMA,DKI JAKARTA,BAIK,1.0,5350000.0,,
UNIVERSITAS PANCASAKTI TEGAL,JAWA TENGAH,UNGGUL,5.0,5300000.0,,
UNIVERSITAS GRAHA KARYA MUARA BULIAN,JAMBI,BAIK,1.0,5300000.0,,
UNIVERSITAS MAHKOTA TRICOM UNGGUL,SUMATERA UTARA,TERAKREDITASI,0.0,5300000.0,,
UNIVERSITAS PGRI KALIMANTAN,KALIMANTAN SELATAN,B,2.0,5275000.0,,
UNIVERSITAS PIGNATELLI TRIPUTRA,JAWA TENGAH,BAIK,1.0,5250000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA KOMPUTER UYELINDO KUPANG,NUSA TENGGARA TIMUR,B,2.0,5250000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI ADABIAH,SUMATERA BARAT,BAIK,1.0,5250000.0,,
UNIVERSITAS DUMOGA KOTAMOBAGU,SULAWESI UTARA,BAIK,1.0,5250000.0,,
AMIK MAPAN TANGERANG,BANTEN,BAIK,1.0,5250000.0,,
SEKOLAH TINGGI ILMU EKONOMI KESUMANEGARA,JAWA TIMUR,BAIK,1.0,5250000.0,1.0,1.0
UNIVERSITAS AL HIKMAH JEPARA,JAWA TENGAH,BAIK,1.0,5245000.0,,
UNIVERSITAS AL-KHAIRIYAH,BANTEN,BAIK,1.0,5235000.0,,
SEKOLAH TINGGI TEKNIK PATI,JAWA TENGAH,BAIK,1.0,5200000.0,,
UNIVERSITAS WERISAR,PAPUA BARAT,BAIK,1.0,5200000.0,,
UNIVERSITAS TEKNOLOGI SULAWESI,SULAWESI SELATAN,BAIK,1.0,5200000.0,,
UNIVERSITAS GUNUNG KIDUL,D.I. YOGYAKARTA,BAIK,1.0,5200000.0,,
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKOM SURAKARTA,JAWA TENGAH,BAIK,1.0,5160000.0,,
STKIP HERMON TIMIKA,PAPUA,BAIK,1.0,5160000.0,,
UNIVERSITAS SAINS ISLAM AL MAWADDAH WARRAHMAH KOLAKA,SULAWESI TENGGARA,BAIK,1.0,5160000.0,,
SEKOLAH TINGGI BAHASA ASING PRAYOGA,SUMATERA BARAT,BAIK,1.0,5150000.0,,
STMIK ANTAR BANGSA,BANTEN,BAIK,1.0,5100000.0,,
SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,JAWA TENGAH,B,2.0,5100000.0,,
STKIP PELITA NUSANTARA BUTON,SULAWESI TENGGARA,BAIK,1.0,5100000.0,,
UNIVERSITAS TEKNOLOGI MATARAM,NUSA TENGGARA BARAT,BAIK SEKALI,3.0,5064000.0,,
SEKOLAH TINGGI FILSAFAT THEOLOGIA INDONESIA TIMUR,SULAWESI SELATAN,BAIK,1.0,5050000.0,,
AMIK PURNAMA NIAGA,JAWA BARAT,BAIK,1.0,5050000.0,,
INSTITUT TEKNOLOGI DAN BISNIS ADIAS,JAWA TENGAH,BAIK,1.0,5050000.0,,
APIKES IRIS,SUMATERA BARAT,BAIK,1.0,5050000.0,,
SEKOLAH TINGGI ILMU EKONOMI JAYA NEGARA TAMANSISWA,JAWA TIMUR,BAIK,1.0,5050000.0,1.0,1.0
UNIVERSITAS TRIBUANA KALABAHI,NUSA TENGGARA TIMUR,BAIK,1.0,5040000.0,,
UNIVERSITAS MERANGIN,JAMBI,BAIK SEKALI,3.0,5020000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL MAKSUM,SUMATERA UTARA,BAIK,1.0,5000000.0,,
UNIVERSITAS MUHAMMADIYAH PURWOREJO,JAWA TENGAH,B,2.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI OTTOW & GEISSLER SERUI,PAPUA,BAIK,1.0,5000000.0,,
INSTITUT BISNIS MUHAMMADIYAH BEKASI,JAWA BARAT,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI TEKNOLOGI INFORMATIKA SONY SUGEMA,JAWA BARAT,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA,SULAWESI TENGGARA,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN SERAM RAYA,MALUKU,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI YPHB,ACEH,BAIK,1.0,5000000.0,,
STKIP ISLAM SABILAL MUHTADIN BANJARMASIN,KALIMANTAN SELATAN,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI AL-ANWAR,JAWA TIMUR,BAIK,1.0,5000000.0,1.0,1.0
UNIVERSITAS ARYASATYA DEO MURI,NUSA TENGGARA TIMUR,BAIK,1.0,5000000.0,,
STISIP SYAMSUL ULUM,JAWA BARAT,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI AMA,JAWA TENGAH,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI ISKANDAR THANI,ACEH,BAIK,1.0,5000000.0,,
STISIP MERDEKA MANADO,SULAWESI UTARA,BAIK,1.0,5000000.0,,
UNIVERSITAS AISYIYAH YOGYAKARTA,D.I. YOGYAKARTA,UNGGUL,5.0,5000000.0,,
SEKOLAH TINGGI ILMU HUKUM AL-BANNA,ACEH,BAIK,1.0,5000000.0,,
UNIVERSITAS ASAHAN,SUMATERA UTARA,B,2.0,5000000.0,,
SEKOLAH TINGGI ILMU KOMPUTER 22 JANUARI KENDARI,SULAWESI TENGGARA,BAIK,1.0,5000000.0,,
INSTITUT KESEHATAN DAN BISNIS ST. FATIMAH MAMUJU,SULAWESI BARAT,BAIK,1.0,5000000.0,,
UNIVERSITAS DARUL MA`ARIF,JAWA BARAT,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI INDONESIA MAKASSAR,SULAWESI SELATAN,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU PERTANIAN YASHAFA,ACEH,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI PIONER MANADO,SULAWESI UTARA,BAIK,1.0,5000000.0,,
UNIVERSITAS MA'SOEM,JAWA BARAT,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU ADMINISTRASI PELITA NUSANTARA,ACEH,BAIK,1.0,5000000.0,,
INSTITUT RAHMANIYAH SEKAYU,SUMATERA SELATAN,BAIK,1.0,5000000.0,,
STKIP PARACENDEKIA N W SUMBAWA,NUSA TENGGARA BARAT,BAIK,1.0,5000000.0,,
INSTITUT SAINS DAN TEKNOLOGI ESA TRINITA,SULAWESI UTARA,BAIK,1.0,5000000.0,,
INSTITUT TEKNOLOGI DAN BISNIS NUSANTARA,LAMPUNG,BAIK,1.0,5000000.0,,
UNIVERSITAS MUSLIM BUTON,SULAWESI TENGGARA,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN KUMALA LAMPUNG METRO,LAMPUNG,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU EKONOMI WIDYA PERSADA,DKI JAKARTA,BAIK,1.0,5000000.0,,
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA KALIMANTAN,KALIMANTAN TENGAH,BAIK,1.0,5000000.0,,
SEKOLAH TINGGI ILMU PERTANIAN BELITANG,SUMATERA SELATAN,BAIK,1.0,5000000.0,,
STIKS TAMALANREA MAKASSAR,SULAWESI SELATAN,BAIK,1.0,5000000.0,,
STMIK METHODIST BINJAI,SUMATERA UTARA,BAIK,1.0,5000000.0,,
STMIK BINA PATRIA,JAWA TENGAH,BAIK,1.0,5000000.0,,
UNIVERSITAS MANDIRI,JAWA BARAT,BAIK,1.0,5000000.0,,
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA SRIWIJAYA SUMATERA SELATAN,SUMATERA SELATAN,BAIK,1.0,5000000.0,,
UNIVERSITAS ISLAM SUMATERA BARAT,SUMATERA BARAT,BAIK,1.0,5000000.0,,
UNIVERSITAS MUHAMMADIYAH BERAU,KALIMANTAN TIMUR,BAIK SEKALI,3.0,5000000.0,,
INSTITUT TEKNOLOGI DAN BISNIS TUBAN,JAWA TIMUR,BAIK,1.0,5000000.0,1.0,1.0
SEKOLAH TINGGI ILMU EKONOMI PPI,BANTEN,B,2.0,4950000.0,,
SEKOLAH TINGGI ILMU EKONOMI SAMARINDA,KALIMANTAN TIMUR,BAIK,1.0,4950000.0,,
UNIVERSITAS SATYA WIYATA MANDALA,PAPUA,BAIK,1.0,4950000.0,,
AMIK TOMAKAKA,SULAWESI BARAT,BAIK,1.0,4920000.0,,
SEKOLAH TINGGI ILMU MARITIM INDONESIA TERNATE,MALUKU UTARA,BAIK,1.0,4900000.0,,
