cluster,cluster_name,institution_name,institution_code,body_type,link,province,campus_accreditation,banpt_code,rank,institution_code,student_amount,lecturer_amount,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SUGENG HARTONO,364,SWASTA,-,JAWA TENGAH,BAIK,banpt-1312,,364,-1.0,-1.0,8100000.0,8100000.0,8100000.0,16200000.0,16200000.0,16200000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES HUSADA BORNEO,365,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-4021,,365,-1.0,-1.0,8100000.0,1950000.0,14250000.0,16200000.0,3900000.0,28500000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI INDONESIA JAKARTA,366,SWASTA,-,D.K.I. JAKARTA,BAIK SEKALI,banpt-1890,,366,-1.0,-1.0,8081250.0,8081250.0,8081250.0,16162500.0,16162500.0,16162500.0
4,Perguruan Tinggi Premium & Prestisius,STIKES KARYA PUTRA BANGSA TULUNGAGUNG,367,SWASTA,-,JAWA TIMUR,BAIK,banpt-3995,,367,-1.0,-1.0,8075000.0,7550000.0,8600000.0,16150000.0,15100000.0,17200000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS GUNADARMA,368,SWASTA,https://rencanamu.id/cari-kampus/universitas-gunadarma,JAWA BARAT,A,banpt-2307,16,368,37611.0,37611.0,8050000.0,8050000.0,64400000.0,16100000.0,16100000.0,64400000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU FARMASI PADANG,369,SWASTA,-,SUMATERA BARAT,BAIK SEKALI,banpt-1624,,369,-1.0,-1.0,8050000.0,6600000.0,9500000.0,16100000.0,13200000.0,19000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT BISNIS DAN INFORMATIKA KESATUAN,370,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-kesatuan,JAWA BARAT,B,banpt-3325,,370,3106.0,114.0,8000000.0,6000000.0,10000000.0,16000000.0,12000000.0,20000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,371,SWASTA,https://rencanamu.id/cari-kampus/institut-ilmu-sosial-dan-ilmu-politik-jakarta,D.K.I. JAKARTA,BAIK,banpt-1496,,371,3798.0,3798.0,8000000.0,8000000.0,53960000.0,16000000.0,16000000.0,53960000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES BORNEO CENDEKIA MEDIKA,372,SWASTA,-,KALIMANTAN TENGAH,BAIK SEKALI,banpt-1889,,372,-1.0,-1.0,8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI TEKNOLOGI TERPADU NURUL FIKRI,373,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-terpadu-nurul-fikri,JAWA BARAT,C,banpt-3200,,373,372.0,43.0,8000000.0,6500000.0,14000000.0,16000000.0,13000000.0,28000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI FARMASI MAHAGANESHA,374,SWASTA,-,BALI,BAIK,banpt-3921,,374,-1.0,-1.0,8000000.0,7500000.0,8500000.0,16000000.0,15000000.0,17000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI MANAJEMEN ASURANSI TRISAKTI,375,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-asuransi-trisakti,D.K.I. JAKARTA,BAIK SEKALI,banpt-1320,,375,523.0,28.0,8000000.0,8000000.0,14526500.0,16000000.0,16000000.0,29053000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KRISTEN DUTA WACANA,376,SWASTA,https://campus.quipper.com/directory/universitas-kristen-duta-wacana,DI YOGYAKARTA,A,banpt-2144,106,376,4420.0,153.0,8000000.0,8000000.0,40800000.0,16000000.0,16000000.0,40800000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN BINALITA SUDAMA,377,SWASTA,-,SUMATERA UTARA,BAIK,banpt-3539,,377,-1.0,-1.0,8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS AHMAD DAHLAN,378,SWASTA,https://campus.quipper.com/directory/universitas-ahmad-dahlan,DI YOGYAKARTA,A,banpt-2503,48,378,24507.0,742.0,8000000.0,8000000.0,22000000.0,16000000.0,16000000.0,22000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN HOLISTIK,379,SWASTA,-,JAWA BARAT,BAIK,banpt-2867,,379,-1.0,-1.0,8000000.0,7000000.0,9000000.0,16000000.0,14000000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN RS PROF. DR. J.A. LATUMETEN,380,SWASTA,-,MALUKU,BAIK,banpt-183,,380,-1.0,-1.0,8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS WIDYA NUSANTARA,381,SWASTA,-,SULAWESI TENGAH,BAIK SEKALI,banpt-391,,381,-1.0,-1.0,7875000.0,1750000.0,14000000.0,15750000.0,3500000.0,28000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUHAMMADIYAH PALOPO,382,SWASTA,-,SULAWESI SELATAN,BAIK SEKALI,banpt-1570,338,382,-1.0,-1.0,7800000.0,750000.0,14850000.0,15600000.0,1500000.0,29700000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS BHAMADA SLAWI,383,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-1696,,383,-1.0,-1.0,7755000.0,3150000.0,12360000.0,15510000.0,6300000.0,24720000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MUHAMMADIYAH ACEH,384,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-aceh,ACEH,BAIK SEKALI,banpt-1930,237,384,5808.0,168.0,7752500.0,7000000.0,13500000.0,15505000.0,14000000.0,27000000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES SUAKA INSAN,385,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-2007,,385,-1.0,-1.0,7750000.0,2400000.0,13100000.0,15500000.0,4800000.0,26200000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KATOLIK SOEGIJAPRANATA,386,SWASTA,https://rencanamu.id/cari-kampus/universitas-katolik-soegijapranata,JAWA TENGAH,A,banpt-2589,77,386,5069.0,5069.0,7750000.0,7750000.0,62000000.0,15500000.0,15500000.0,62000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SAHID,387,SWASTA,https://campus.quipper.com/directory/universitas-sahid,D.K.I. JAKARTA,UNGGUL,banpt-63,340,387,4148.0,127.0,7725000.0,4850000.0,10600000.0,15450000.0,9700000.0,21200000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,388,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-kepanjen,JAWA TIMUR,BAIK SEKALI,banpt-1697,,388,598.0,31.0,7725000.0,3950000.0,11500000.0,15450000.0,7900000.0,23000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ISLAM BALITAR,389,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-balitar,JAWA TIMUR,B,banpt-1814,399,389,-1.0,-1.0,7687500.0,250000.0,15125000.0,15375000.0,500000.0,30250000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK,390,SWASTA,-,JAWA BARAT,BAIK,banpt-1239,,390,-1.0,-1.0,7650000.0,4500000.0,10800000.0,15300000.0,9000000.0,21600000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS HALMAHERA,391,SWASTA,-,MALUKU UTARA,BAIK SEKALI,banpt-3607,532,391,-1.0,-1.0,7630000.0,960000.0,14300000.0,15260000.0,1920000.0,28600000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES MAMBA UL ULUM SURAKARTA,392,SWASTA,-,JAWA TENGAH,B,banpt-2122,,392,-1.0,-1.0,7625000.0,1000000.0,14250000.0,15250000.0,2000000.0,28500000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,393,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-12,,393,-1.0,-1.0,7612500.0,400000.0,14825000.0,15225000.0,800000.0,29650000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES BHAKTI MULIA,394,SWASTA,https://campus.quipper.com/directory/stikes-bhakti-mulia,JAWA TIMUR,BAIK,banpt-2009,,394,169.0,19.0,7600000.0,6500000.0,13200000.0,15200000.0,13000000.0,26400000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS NAZHATUT THULLAB AL-MUAFA SAMPANG,395,SWASTA,-,JAWA TIMUR,BAIK,banpt-1297,,395,-1.0,-1.0,7600000.0,850000.0,14350000.0,15200000.0,1700000.0,28700000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS TEKNOLOGI AKBA MAKASSAR,396,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-2879,,396,-1.0,-1.0,7595000.0,200000.0,14990000.0,15190000.0,400000.0,29980000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,397,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-3272,,397,-1.0,-1.0,7580000.0,300000.0,14860000.0,15160000.0,600000.0,29720000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS MARITIM AMNI,398,SWASTA,-,JAWA TENGAH,BAIK SEKALI,banpt-3091,,398,-1.0,-1.0,7550000.0,100000.0,15000000.0,15100000.0,200000.0,30000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,399,SWASTA,-,JAWA TIMUR,BAIK,banpt-1935,,399,-1.0,-1.0,7525000.0,4650000.0,10400000.0,15050000.0,9300000.0,20800000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES WIRA MEDIKA BALI,400,SWASTA,-,BALI,BAIK SEKALI,banpt-671,,400,-1.0,-1.0,7500000.0,1.0,15000000.0,15000001.0,2.0,30000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN PAMENTAS,401,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-698,,401,-1.0,-1.0,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI BAHASA ASING JIA,402,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-bahasa-asing-jia,JAWA BARAT,BAIK,banpt-2090,,402,700.0,30.0,7500000.0,7500000.0,11775000.0,15000000.0,15000000.0,23550000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT KESEHATAN INDONESIA,403,SWASTA,https://campus.quipper.com/directory/institut-kesehatan-indonesia,DKI JAKARTA,BAIK,banpt-3093,,403,230.0,42.0,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN CIANJUR,404,SWASTA,-,JAWA BARAT,BAIK,banpt-1354,,404,-1.0,-1.0,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KEPERAWATAN PPNI JAWA BARAT,405,SWASTA,-,JAWA BARAT,TERAKREDITASI,banpt-151,,405,-1.0,-1.0,7500000.0,7000000.0,8000000.0,15000000.0,14000000.0,16000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ALIFAH PADANG,406,SWASTA,-,SUMATERA BARAT,BAIK SEKALI,banpt-170,,406,-1.0,-1.0,7500000.0,1000000.0,14000000.0,15000000.0,2000000.0,28000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI HUKUM BANDUNG,407,SWASTA,https://rencanamu.id/cari-kampus/sekolah-tinggi-hukum-bandung,JAWA BARAT,A,banpt-3968,,407,1611.0,39.0,7500000.0,7500000.0,50000000.0,15000000.0,15000000.0,50000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN KESDAM IV / DIPONEGORO,408,SWASTA,-,JAWA TENGAH,BAIK,banpt-1758,,408,-1.0,-1.0,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,409,SWASTA,https://rencanamu.id/cari-kampus/sekolah-tinggi-manajemen-risiko-dan-asuransi,D.K.I. JAKARTA,C,banpt-2411,,409,273.0,273.0,7500000.0,5500000.0,9500000.0,15000000.0,11000000.0,19000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PEMBANGUNAN PANCA BUDI,410,SWASTA,https://campus.quipper.com/directory/universitas-pembangunan-panca-budi,SUMATERA UTARA,B,banpt-1214,256,410,14508.0,288.0,7500000.0,7500000.0,18500000.0,15000000.0,15000000.0,18500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ISLAM SYEKH YUSUF,411,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-syekh-yusuf,BANTEN,B,-,,411,4229.0,4229.0,7500000.0,7500000.0,60000000.0,15000000.0,15000000.0,60000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PEMBANGUNAN JAYA,412,SWASTA,-,BANTEN,BAIK SEKALI,banpt-1691,217,412,-1.0,-1.0,7480000.0,1000000.0,13960000.0,14960000.0,2000000.0,27920000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,413,SWASTA,-,JAMBI,BAIK SEKALI,banpt-2495,,413,-1.0,-1.0,7475000.0,2950000.0,12000000.0,14950000.0,5900000.0,24000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS DARWAN ALI,414,SWASTA,-,KALIMANTAN TENGAH,BAIK,banpt-3749,523,414,-1.0,-1.0,7447500.0,675000.0,14220000.0,14895000.0,1350000.0,28440000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES RAFLESIA,415,SWASTA,-,JAWA BARAT,BAIK,banpt-944,,415,-1.0,-1.0,13935000.0,13000000.0,14870000.0,27870000.0,26000000.0,29740000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KATOLIK DARMA CENDIKA,416,SWASTA,https://campus.quipper.com/directory/universitas-katolik-darma-cendika,JAWA TIMUR,B,banpt-492,400,416,912.0,63.0,7387500.0,4800000.0,14175000.0,14775000.0,9600000.0,28350000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI JAMBATAN BULAN,417,SWASTA,-,PAPUA,BAIK,banpt-972,,417,-1.0,-1.0,7315000.0,2350000.0,12280000.0,14630000.0,4700000.0,24560000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,418,SWASTA,https://campus.quipper.com/directory/institut-teknologi-adhi-tama-surabaya,JAWA TIMUR,BAIK SEKALI,banpt-4020,,418,7493.0,165.0,7300000.0,7300000.0,7600000.0,14600000.0,14600000.0,14600000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI PARIWISATA INDONESIA,419,SWASTA,-,JAWA TENGAH,B,banpt-2749,,419,-1.0,-1.0,7250000.0,250000.0,14250000.0,14500000.0,500000.0,28500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS IMELDA MEDAN,420,SWASTA,-,SUMATERA UTARA,BAIK SEKALI,banpt-865,,420,-1.0,-1.0,7250000.0,2000000.0,12500000.0,14500000.0,4000000.0,25000000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES PANAKKUKANG,421,SWASTA,-,SULAWESI SELATAN,BAIK,banpt-3294,,421,-1.0,-1.0,7250000.0,2000000.0,12500000.0,14500000.0,4000000.0,25000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT BISNIS NUSANTARA,422,SWASTA,https://campus.quipper.com/directory/institut-bisnis-nusantara,D.K.I. JAKARTA,BAIK,banpt-1918,,422,2084.0,87.0,7236250.0,6990000.0,39240000.0,14472500.0,13980000.0,39240000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PGRI ADI BUANA,423,SWASTA,https://campus.quipper.com/directory/universitas-pgri-adi-buana-unipa-surabaya,JAWA TIMUR,BAIK SEKALI,banpt-746,219,423,8175.0,363.0,7225000.0,6350000.0,8100000.0,14450000.0,12700000.0,16200000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI PARIWISATA AMBARRUKMO YOGYAKARTA,424,SWASTA,https://rencanamu.id/cari-kampus/sekolah-tinggi-pariwisata-ambarrukmo-yogyakarta,D.I. YOGYAKARTA,B,banpt-55,,424,2736.0,2736.0,7225000.0,1500000.0,14250000.0,14450000.0,3000000.0,28500000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS SARJANAWIYATA TAMANSISWA,425,SWASTA,https://campus.quipper.com/directory/universitas-sarjanawiyata-tamansiswa,D.I. YOGYAKARTA,B,banpt-1224,121,425,11009.0,320.0,7215001.0,6000000.0,14430002.0,14430003.0,12000000.0,28860004.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN SAMBAS,426,SWASTA,-,KALIMANTAN BARAT,BAIK,banpt-2429,,426,-1.0,-1.0,7200000.0,3500000.0,10900000.0,14400000.0,7000000.0,21800000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN NANI HASANUDDIN,427,SWASTA,-,SULAWESI SELATAN,B,banpt-224,,427,-1.0,-1.0,7187500.0,1875000.0,12500000.0,14375000.0,3750000.0,25000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS PGRI MAHADEWA INDONESIA,428,SWASTA,-,BALI,B,banpt-3772,,428,-1.0,-1.0,7175000.0,850000.0,13500000.0,14350000.0,1700000.0,27000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN MAYAPADA,429,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-1210,,429,-1.0,-1.0,7150000.0,3750000.0,10550000.0,14300000.0,7500000.0,21100000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI MEDIA KOMUNIKASI TRISAKTI,430,SWASTA,-,D.K.I. JAKARTA,BAIK,banpt-2961,,430,-1.0,-1.0,7150000.0,600000.0,13700000.0,14300000.0,1200000.0,27400000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES KUSUMA BANGSA,431,SWASTA,-,NUSA TENGGARA BARAT,BAIK,banpt-2086,,431,-1.0,-1.0,7150000.0,5825000.0,8475000.0,14300000.0,11650000.0,16950000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS TRIBHUWANA TUNGGA DEWI,432,SWASTA,https://rencanamu.id/cari-kampus/universitas-tribhuwana-tungga-dewi,JAWA TIMUR,C,banpt-2162,223,432,6903.0,6903.0,7125000.0,2500000.0,11750000.0,14250000.0,5000000.0,23500000.0
4,Perguruan Tinggi Premium & Prestisius,IKIP PGRI BOJONEGORO,433,SWASTA,-,JAWA TIMUR,BAIK,banpt-4013,,433,-1.0,-1.0,7090000.0,4200000.0,9980000.0,14180000.0,8400000.0,19960000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI PERPAJAKAN INDONESIA,434,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-perpajakan-indonesia,D.K.I. JAKARTA,B,banpt-2256,,434,864.0,25.0,7075000.0,3000000.0,11350000.0,14150000.0,6000000.0,22700000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS NAROTAMA,435,SWASTA,https://campus.quipper.com/directory/universitas-narotama,JAWA TIMUR,B,banpt-3318,140,435,3337.0,107.0,7050000.0,3500000.0,12000000.0,14100000.0,7000000.0,24000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS ADVENT SURYA NUSANTARA,436,SWASTA,-,SUMATERA UTARA,BAIK,banpt-297,,436,-1.0,-1.0,7050000.0,6800000.0,7300000.0,14100000.0,13600000.0,14600000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES DARUL AZHAR BATULICIN,437,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-3217,,437,-1.0,-1.0,7000000.0,1200000.0,12800000.0,14000000.0,2400000.0,25600000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT MODERN ARSITEKTUR DAN TEKNOLOGI,438,SWASTA,-,SUMATERA UTARA,BAIK,banpt-1569,,438,-1.0,-1.0,7000000.0,5000000.0,9000000.0,14000000.0,10000000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,STIKES FAATHIR HUSADA,439,SWASTA,-,BANTEN,BAIK,banpt-1380,,439,-1.0,-1.0,7000000.0,4000000.0,10000000.0,14000000.0,8000000.0,20000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS INTERNASIONAL SEMEN INDONESIA,440,SWASTA,https://campus.quipper.com/directory/universitas-internasional-semen-indonesia,JAWA TIMUR,BAIK SEKALI,banpt-34,359,440,2197.0,97.0,7000000.0,6500000.0,50000000.0,14000000.0,13000000.0,50000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN KELUARGA BUNDA JAMBI,441,SWASTA,-,JAMBI,BAIK,banpt-1721,,441,-1.0,-1.0,7000000.0,5000000.0,9000000.0,14000000.0,10000000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,442,SWASTA,-,D.K.I. JAKARTA,B,banpt-3560,,442,-1.0,-1.0,7000000.0,250000.0,13750000.0,14000000.0,500000.0,27500000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI YKPN,443,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-ykpn,D.I. YOGYAKARTA,UNGGUL,banpt-1451,,443,2725.0,76.0,7000000.0,7000000.0,17600000.0,14000000.0,14000000.0,19000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,444,SWASTA,-,KALIMANTAN TIMUR,BAIK,banpt-2026,,444,-1.0,-1.0,7000000.0,6500000.0,7500000.0,14000000.0,13000000.0,15000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI PARIWISATA SAHID SURAKARTA,445,SWASTA,-,JAWA TENGAH,B,banpt-2642,,445,-1.0,-1.0,7000000.0,5000000.0,9000000.0,14000000.0,10000000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI INDONESIA,446,SWASTA,https://campus.quipper.com/directory/institut-teknologi-indonesia,BANTEN,BAIK SEKALI,banpt-2433,,446,3590.0,99.0,7000000.0,7000000.0,39800000.0,14000000.0,14000000.0,39800000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI DAN BISNIS BINA SARANA GLOBAL,447,SWASTA,-,BANTEN,B,banpt-2488,,447,-1.0,-1.0,7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI PADANG,448,SWASTA,https://campus.quipper.com/directory/institut-teknologi-padang,SUMATERA BARAT,B,banpt-3334,,448,2919.0,83.0,7000000.0,7000000.0,8700000.0,14000000.0,14000000.0,17400000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN SAPTA BAKTI,449,SWASTA,-,BENGKULU,BAIK,banpt-122,,449,-1.0,-1.0,7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KARYA HUSADA SEMARANG,450,SWASTA,-,JAWA TENGAH,BAIK,banpt-2044,,450,-1.0,-1.0,7000000.0,3000000.0,11000000.0,14000000.0,6000000.0,22000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN NASIONAL,451,SWASTA,-,JAWA TENGAH,BAIK,banpt-3874,,451,-1.0,-1.0,6985000.0,1800000.0,12170000.0,13970000.0,3600000.0,24340000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT TEKNOLOGI DAN BISNIS STIKOM BALI,452,SWASTA,-,BALI,B,banpt-2275,,452,-1.0,-1.0,6950000.0,4900000.0,9000000.0,13900000.0,9800000.0,18000000.0
4,Perguruan Tinggi Premium & Prestisius,STKIP TAMAN SISWA BIMA,453,SWASTA,-,NUSA TENGGARA BARAT,BAIK,banpt-3114,,453,-1.0,-1.0,6950000.0,500000.0,13400000.0,13900000.0,1000000.0,26800000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN ISFI BANJARMASIN,454,SWASTA,-,KALIMANTAN SELATAN,BAIK,banpt-1874,,454,-1.0,-1.0,6925000.0,4000000.0,9850000.0,13850000.0,8000000.0,19700000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS TEKNOLOGI MUHAMMADIYAH JAKARTA,455,SWASTA,-,D.K.I. JAKARTA,BAIK SEKALI,banpt-2248,,455,-1.0,-1.0,6902500.0,4905000.0,8900000.0,13805000.0,9810000.0,17800000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,456,SWASTA,-,JAWA BARAT,BAIK SEKALI,banpt-387,,456,-1.0,-1.0,6900000.0,800000.0,13000000.0,13800000.0,1600000.0,26000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS WISNUWARDHANA,457,SWASTA,https://campus.quipper.com/directory/universitas-wisnuwardhana,JAWA TIMUR,B,banpt-2965,280,457,4661.0,164.0,6900000.0,3450000.0,13500000.0,13800000.0,6900000.0,27000000.0
4,Perguruan Tinggi Premium & Prestisius,UNIVERSITAS KEPANJEN,458,SWASTA,-,JAWA TIMUR,B,banpt-261,,458,-1.0,-1.0,6900000.0,6000000.0,7800000.0,13800000.0,12000000.0,15600000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU EKONOMI DAHANI DAHANAI BUNTOK,459,SWASTA,-,KALIMANTAN TENGAH,BAIK,banpt-422,,459,-1.0,-1.0,6875000.0,1250000.0,12500000.0,13750000.0,2500000.0,25000000.0
4,Perguruan Tinggi Premium & Prestisius,SEKOLAH TINGGI ILMU KESEHATAN INDONESIA,460,SWASTA,-,SUMATERA BARAT,BAIK,banpt-3360,,460,-1.0,-1.0,6850000.0,1200000.0,12500000.0,13700000.0,2400000.0,25000000.0
4,Perguruan Tinggi Premium & Prestisius,INSTITUT SHANTI BHUANA,461,SWASTA,-,KALIMANTAN BARAT,BAIK SEKALI,banpt-2286,,461,-1.0,-1.0,6812500.0,625000.0,13000000.0,13625000.0,1250000.0,26000000.0
