average_semester_fee,student_amount,lecturer_amount,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,BANTEN,TERAKREDITASI,3
6187935.0,2499.0,484.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,UNGGUL,SWASTA,BANTEN,TERAKREDITASI,2
6187935.0,2499.0,484.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,BANTEN,TERAKREDITASI,2
4800000.0,2449.0,125.0,FAKULTAS MANAJEMEN DAN BISNIS,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS PERTANIAN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS ILMU KESEHATAN,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS ILMU KESEHATAN,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS TEKNOLOGI INFORMASI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS MANAJEMEN DAN BISNIS,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4800000.0,2449.0,125.0,FAKULTAS TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
7725000.0,4148.0,127.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS TEKNOLOGI PANGAN & KESEHATAN,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,3
7725000.0,4148.0,127.0,FAKULTAS HUKUM,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS ILMU KOMUNIKASI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
7725000.0,4148.0,127.0,FAKULTAS TEKNOLOGI PANGAN & KESEHATAN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,UNGGUL,2
9462500.0,11856.0,346.0,FAKULTAS EKONOMI,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS EKONOMI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS FARMASI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS EKONOMI,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS PSIKOLOGI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS SASTRA,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS SASTRA,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,D.I. YOGYAKARTA,A,4
9462500.0,11856.0,346.0,FAKULTAS TEOLOGI,S1,A,SWASTA,D.I. YOGYAKARTA,A,4
7215001.0,11009.0,320.0,FAKULTAS PERTANIAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS PERTANIAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS EKONOMI,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
7215001.0,11009.0,320.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
7215001.0,11009.0,320.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
7215001.0,11009.0,320.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS EKONOMI,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
7215001.0,11009.0,320.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS PSIKOLOGI,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
7215001.0,11009.0,320.0,FAKULTAS TEKNIK,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
10800000.0,4593.0,143.0,FAKULTAS PERTANIAN,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS PERTANIAN,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS EKONOMI,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS HUKUM,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS EKONOMI,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
10800000.0,4593.0,143.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
4870000.0,19497.0,406.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNIK,S1,C,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,C,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,BAIK,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNOLOGI PERTANIAN,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS PSIKOLOGI,S1,C,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TENGAH,B,3
4870000.0,19497.0,406.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,S1,B,SWASTA,JAWA TENGAH,B,3
3150000.0,5232.0,303.0,FAKULTAS EKONOMI,S1,C,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,C,SWASTA,ACEH,BAIK,4
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,ACEH,BAIK,3
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK,SWASTA,ACEH,BAIK,4
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,ACEH,BAIK,3
3150000.0,5232.0,303.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS KESEHATAN MASYARAKAT,S1,B,SWASTA,ACEH,BAIK,3
3150000.0,5232.0,303.0,FAKULTAS TEKNIK,S1,B,SWASTA,ACEH,BAIK,3
3150000.0,5232.0,303.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS EKONOMI,S1,C,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS TEKNOLOGI PERTANIAN,S1,BAIK,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,ACEH,BAIK,2
3150000.0,5232.0,303.0,FAKULTAS TEKNOLOGI PERTANIAN,S1,BAIK,SWASTA,ACEH,BAIK,2
5262250.0,8468.0,159.0,FAKULTAS EKONOMI,S1,B,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS HUKUM,S1,BAIK,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS ILMU SOSIAL DAN POLITIK,S1,B,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS TEKNOLOGI INFORMASI,S1,C,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS EKONOMI,S1,C,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS PENDIDIKAN,S1,BAIK,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS TEKNIK,S1,C,SWASTA,BANTEN,B,3
5262250.0,8468.0,159.0,FAKULTAS TEKNOLOGI INFORMASI,S1,C,SWASTA,BANTEN,B,3
15137500.0,4757.0,157.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15137500.0,4757.0,157.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15137500.0,4757.0,157.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,SUMATERA UTARA,B,2
15137500.0,4757.0,157.0,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA UTARA,B,3
15137500.0,4757.0,157.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA UTARA,B,3
15137500.0,4757.0,157.0,FAKULTAS EKONOMI,S1,C,SWASTA,SUMATERA UTARA,B,3
15137500.0,4757.0,157.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,SUMATERA UTARA,B,2
15137500.0,4757.0,157.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,SUMATERA UTARA,B,3
2700000.0,3602.0,105.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA SELATAN,B,3
2700000.0,3602.0,105.0,FAKULTAS PERTANIAN,S1,B,SWASTA,SUMATERA SELATAN,B,3
2700000.0,3602.0,105.0,FAKULTAS EKONOMI,S1,BAIK,SWASTA,SUMATERA SELATAN,B,3
2700000.0,3602.0,105.0,FAKULTAS HUKUM,S1,B,SWASTA,SUMATERA SELATAN,B,3
2700000.0,3602.0,105.0,FAKULTAS EKONOMI,S1,BAIK,SWASTA,SUMATERA SELATAN,B,3
3000000.0,3719.0,89.0,FAKULTAS ILMU ADMINISTRASI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS ILMU ADMINISTRASI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS AGROBISNIS DAN REKAYASA PERTANIAN,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS AGROBISNIS DAN REKAYASA PERTANIAN,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS HUKUM,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS ILMU KOMUNIKASI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
3000000.0,3719.0,89.0,FAKULTAS ILMU KOMPUTER,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
19425125.0,9662.0,418.0,FAKULTAS BISNIS DAN EKONOMI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNOBIOLOGI,S1,B,SWASTA,JAWA TIMUR,A,3
19425125.0,9662.0,418.0,FAKULTAS BISNIS DAN EKONOMI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS FARMASI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS HUKUM,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS KEDOKTERAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS BISNIS DAN EKONOMI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS BISNIS DAN EKONOMI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
19425125.0,9662.0,418.0,FAKULTAS PSIKOLOGI,S1,A,SWASTA,JAWA TIMUR,A,4
19425125.0,9662.0,418.0,FAKULTAS TEKNIK,S1,A,SWASTA,JAWA TIMUR,A,2
4695000.0,5243.0,193.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TENGAH,BAIK,3
4695000.0,5243.0,193.0,FAKULTAS TEKNIK ELEKTRO DAN INFORMATIKA,S1,BAIK,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TENGAH,BAIK,3
4695000.0,5243.0,193.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TENGAH,BAIK,3
4695000.0,5243.0,193.0,FAKULTAS TEKNIK ELEKTRO DAN INFORMATIKA,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK,SWASTA,JAWA TENGAH,BAIK,2
4695000.0,5243.0,193.0,FAKULTAS BAHASA DAN SASTRA,S1,B,SWASTA,JAWA TENGAH,BAIK,3
4695000.0,5243.0,193.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,BAIK,2
18300000.0,1581.0,60.0,FAKULTAS ILMU HAYATI,S1,BAIK,SWASTA,BANTEN,BAIK,2
18300000.0,1581.0,60.0,FAKULTAS SOSIAL DAN EKONOMI,S1,B,SWASTA,BANTEN,BAIK,3
18300000.0,1581.0,60.0,FAKULTAS ILMU HAYATI,S1,BAIK,SWASTA,BANTEN,BAIK,2
12000000.0,242.0,28.0,FAKULTAS MANAJEMEN,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS TEKNIK DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS MANAJEMEN,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS TEKNIK DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS MANAJEMEN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS TEKNIK DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS TEKNIK DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
12000000.0,242.0,28.0,FAKULTAS TEKNIK DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
13000000.0,32729.0,973.0,FAKULTAS KOMUNIKASI DAN BISNIS,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS EKONOMI DAN BISNIS,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS TEKNIK ELEKTRO,S1,BAIK,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INDUSTRI KREATIF,S1,A,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INDUSTRI KREATIF,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS TEKNIK ELEKTRO,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS KOMUNIKASI DAN BISNIS,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS TEKNIK ELEKTRO,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS REKAYASA INDUSTRI,S1,BAIK,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INFORMATIKA,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS TEKNIK ELEKTRO,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS REKAYASA INDUSTRI,S1,BAIK,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INDUSTRI KREATIF,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INFORMATIKA,S1,BAIK SEKALI,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INDUSTRI KREATIF,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS ILMU TERAPAN,S1,UNGGUL,SWASTA,JAWA BARAT,UNGGUL,4
13000000.0,32729.0,973.0,FAKULTAS INFORMATIKA,S1,BAIK SEKALI,SWASTA,JAWA BARAT,UNGGUL,4
6375000.0,3011.0,92.0,"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",S1,C,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",S1,B,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",S1,B,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",S1,UNGGUL,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",S1,C,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS EKONOMI, BISNIS, DAN HUMANIORA",S1,B,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",S1,C,SWASTA,D.K.I. JAKARTA,B,3
6375000.0,3011.0,92.0,"FAKULTAS SAINS, TEKNOLOGI, DAN DESAIN",S1,C,SWASTA,D.K.I. JAKARTA,B,3
5550000.0,8110.0,8110.0,FAKULTAS EKONOMI,S1,A,SWASTA,JAWA BARAT,B,3
5550000.0,8110.0,8110.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,B,3
5550000.0,8110.0,8110.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,B,3
5550000.0,8110.0,8110.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,3
5550000.0,8110.0,8110.0,FAKULTAS BAHASA,S1,B,SWASTA,JAWA BARAT,B,3
5550000.0,8110.0,8110.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,B,3
19200000.0,7615.0,366.0,FAKULTAS EKONOMI DAN BISNIS,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS BAHASA DAN SAINS,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS BAHASA DAN SAINS,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS HUKUM,S1,A,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS KEDOKTERAN,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS KEDOKTERAN HEWAN,S1,C,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS BAHASA DAN SAINS,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS TEKNIK,S1,C,SWASTA,JAWA TIMUR,B,3
19200000.0,7615.0,366.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,JAWA TIMUR,B,3
