average_semester_fee,student_amount,lecturer_amount,faculty,edu_level,accreditation,body_type,province,campus_accreditation,klaster
3700000.0,7982.0,199.0,FAKULTAS ILMU PENDIDIKAN DAN PENGETAHUAN SOSIAL,S1,B,SWASTA,KALIMANTAN,B,3
3700000.0,7982.0,199.0,FAKULTAS MIPA DAN TEKNOLOGI,S1,B,SWASTA,KALIMANTAN,B,3
8000000.0,3106.0,114.0,BISNIS,S1,UNGGUL,SWASTA,JAWA BARAT,B,3
8000000.0,3106.0,114.0,BISNIS,S1,BAIK,SWASTA,JAWA BARAT,B,3
8000000.0,3106.0,114.0,BISNIS,S1,BAIK SEKALI,SWASTA,JAWA BARAT,B,2
8000000.0,3106.0,114.0,INFORMATIKA & PARIWISATA,S1,BAIK,SWASTA,JAWA BARAT,B,3
8000000.0,3106.0,114.0,INFORMATIKA & PARIWISATA,S1,BAIK,SWASTA,JAWA BARAT,B,3
14500000.0,2784.0,102.0,SARJANA,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
14500000.0,2784.0,102.0,SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
14500000.0,2784.0,102.0,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
14500000.0,2784.0,102.0,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
14500000.0,2784.0,102.0,SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
14500000.0,2784.0,102.0,SARJANA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
7236250.0,2084.0,87.0,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
7236250.0,2084.0,87.0,FAKULTAS KOMUNIKASI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
7236250.0,2084.0,87.0,FAKULTAS EKONOMI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
7236250.0,2084.0,87.0,FAKULTAS KOMPUTER,S1,C,SWASTA,D.K.I. JAKARTA,BAIK,3
12000000.0,4453.0,223.0,TEKNOLOGI DAN MANAJEMEN KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,FARMASI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KEDOKTERAN GIGI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KESEHATAN,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,TEKNOLOGI DAN MANAJEMEN KESEHATAN,S1,UNGGUL,SWASTA,JAWA TIMUR,UNGGUL,2
12000000.0,4453.0,223.0,KESEHATAN,S1,BAIK,SWASTA,JAWA TIMUR,UNGGUL,2
8000000.0,3798.0,3798.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,A,SWASTA,D.K.I. JAKARTA,BAIK,3
8000000.0,3798.0,3798.0,FAKULTAS ILMU KOMUNIKASI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
8000000.0,3798.0,3798.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
8000000.0,3798.0,3798.0,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,S1,B,SWASTA,D.K.I. JAKARTA,BAIK,3
5126000.0,5821.0,5821.0,FAKULTAS BISNIS DAN EKONOMI,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,3
5126000.0,5821.0,5821.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,3
5126000.0,5821.0,5821.0,FAKULTAS ILMU KOMPUTER,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,3
5126000.0,5821.0,5821.0,FAKULTAS BISNIS DAN EKONOMI,S1,B,SWASTA,LAMPUNG,BAIK SEKALI,3
5126000.0,5821.0,5821.0,FAKULTAS ILMU KOMPUTER,S1,C,SWASTA,LAMPUNG,BAIK SEKALI,2
7500000.0,230.0,42.0,KESEHATAN LINGKUNGAN,S1,B,SWASTA,DKI JAKARTA,BAIK,3
7500000.0,230.0,42.0,PSIKOLOGI,S1,BAIK,SWASTA,DKI JAKARTA,BAIK,2
3500000.0,1548.0,43.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,B,3
3500000.0,1548.0,43.0,SARJANA,S1,B,SWASTA,JAWA BARAT,B,3
3500000.0,1548.0,43.0,SARJANA,S1,B,SWASTA,JAWA BARAT,B,3
5178125.0,3374.0,111.0,PERTANIAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
5178125.0,3374.0,111.0,PERTANIAN,S1,A,SWASTA,D.I. YOGYAKARTA,B,4
5178125.0,3374.0,111.0,KEHUTANAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
5178125.0,3374.0,111.0,TEKNOLOGI PERTANIAN,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
3850000.0,371.0,67.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI VISUAL,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
3850000.0,371.0,67.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,FAKULTAS SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
3850000.0,371.0,67.0,FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI VISUAL,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
27750000.0,2994.0,120.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS FARMASI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,C,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,D.K.I. JAKARTA,B,3
27750000.0,2994.0,120.0,FAKULTAS SAINS DAN TEKNOLOGI INFORMASI,S1,C,SWASTA,D.K.I. JAKARTA,B,3
14100000.0,1049.0,72.0,DESAIN,S1,BAIK,SWASTA,JAWA TIMUR,B,2
14100000.0,1049.0,72.0,DESAIN,S1,BAIK,SWASTA,JAWA TIMUR,B,2
14100000.0,1049.0,72.0,SAINS DAN TEKNOLOGI,S1,BAIK,SWASTA,JAWA TIMUR,B,2
14100000.0,1049.0,72.0,SAINS DAN TEKNOLOGI,S1,B,SWASTA,JAWA TIMUR,B,3
14100000.0,1049.0,72.0,SAINS DAN TEKNOLOGI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,2
14100000.0,1049.0,72.0,SAINS DAN TEKNOLOGI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNOLOGI MINERAL DAN KELAUTAN,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7300000.0,7493.0,165.0,FAKULTAS TEKNIK ELEKTRO DAN TEKNIK INFORMATIKA,S1,C,SWASTA,JAWA TIMUR,BAIK SEKALI,2
6500000.0,636.0,91.0,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,2
6500000.0,636.0,91.0,FAKULTAS TEKNIK DAN DESAIN,S1,B,SWASTA,JAWA BARAT,C,3
6500000.0,636.0,91.0,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,2
6500000.0,636.0,91.0,FAKULTAS TEKNIK DAN DESAIN,S1,C,SWASTA,JAWA BARAT,C,2
4600000.0,1772.0,44.0,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
4600000.0,1772.0,44.0,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
4600000.0,1772.0,44.0,EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
4600000.0,1772.0,44.0,"SAINS, TEKNOLOGI, DAN INDUSTRI",S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
4600000.0,1772.0,44.0,"SAINS, TEKNOLOGI, DAN INDUSTRI",S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
121700000.0,924.0,924.0,TEKNIK INDUSTRI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,0
121700000.0,924.0,924.0,TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,0
7000000.0,3590.0,99.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS EKONOMI,S1,C,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,C,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS PERTANIAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
7000000.0,3590.0,99.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,BANTEN,BAIK SEKALI,2
12275000.0,5212.0,201.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,C,SWASTA,JAWA TIMUR,B,2
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNOLOGI INDUSTRI,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,3
12275000.0,5212.0,201.0,FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,S1,B,SWASTA,JAWA TIMUR,B,3
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,2
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,2
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,B,SWASTA,SUMATERA BARAT,B,3
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,BAIK,SWASTA,SUMATERA BARAT,B,3
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,2
7000000.0,2919.0,83.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,SUMATERA BARAT,B,2
6300000.0,1339.0,60.0,FAKULTAS TEKNIK INDUSTRI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,BAIK,2
6300000.0,1339.0,60.0,FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK,2
6300000.0,1339.0,60.0,FAKULTAS TEKNIK LINGKUNGAN,S1,B,SWASTA,D.I. YOGYAKARTA,BAIK,3
6300000.0,1339.0,60.0,FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,S1,BAIK,SWASTA,D.I. YOGYAKARTA,BAIK,2
7500000.0,700.0,30.0,BAHASA ASING,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
7500000.0,700.0,30.0,BAHASA ASING,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
5475000.0,348.0,15.0,SASTRA INGGRIS,S1,B,SWASTA,D.I. YOGYAKARTA,B,3
9450000.0,842.0,30.0,DESAIN,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
9450000.0,842.0,30.0,DESAIN,S1,B,SWASTA,D.K.I. JAKARTA,B,3
10225000.0,384.0,31.0,FAKULTAS ILMU FILSAFAT,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,3
10225000.0,384.0,31.0,FAKULTAS ILMU FILSAFAT,S1,UNGGUL,SWASTA,D.K.I. JAKARTA,UNGGUL,3
13035000.0,260.0,19.0,PROGRAM SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,B,3
7500000.0,1611.0,39.0,HUKUM,S1,A,SWASTA,JAWA BARAT,A,4
10000000.0,267.0,25.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
10000000.0,267.0,25.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
5500000.0,3451.0,108.0,ILMU EKONOMI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,2
5500000.0,3451.0,108.0,ILMU EKONOMI,S1,UNGGUL,SWASTA,JAWA TIMUR,B,2
4000000.0,1272.0,41.0,MANAJEMEN,S1,B,SWASTA,JAWA BARAT,BAIK,3
5050000.0,8060.0,172.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,2
5050000.0,8060.0,172.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,2
5020000.0,897.0,15.0,ILMU EKONOMI,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
5020000.0,897.0,15.0,ILMU EKONOMI,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
2550000.0,959.0,23.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,B,2
2550000.0,959.0,23.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,JAWA TENGAH,B,2
2900000.0,2045.0,49.0,ILMU EKONOMI,S1,B,SWASTA,JAWA TIMUR,BAIK,2
3125000.0,1759.0,60.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,B,2
3125000.0,1759.0,60.0,ILMU EKONOMI,S1,BAIK SEKALI,SWASTA,D.I. YOGYAKARTA,B,2
7000000.0,2725.0,76.0,AKUNTANSI,S1,A,SWASTA,D.I. YOGYAKARTA,UNGGUL,4
7000000.0,2725.0,76.0,MANAJEMEN,S1,A,SWASTA,D.I. YOGYAKARTA,UNGGUL,4
10425000.0,246.0,12.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
4500000.0,175.0,29.0,SARJANA,S1,BAIK,SWASTA,JAWA TIMUR,B,2
7725000.0,598.0,31.0,SARJANA,S1,BAIK,SWASTA,JAWA TIMUR,BAIK SEKALI,2
7725000.0,598.0,31.0,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
3375000.0,772.0,34.0,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,B,2
5850000.0,866.0,50.0,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK,2
5850000.0,866.0,50.0,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK,2
11400000.0,1005.0,48.0,ILMU KESEHATAN,S1,B,SWASTA,D.K.I. JAKARTA,B,3
11400000.0,1005.0,48.0,ILMU KESEHATAN,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
9000000.0,533.0,28.0,SARJANA,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK,2
9000000.0,533.0,28.0,SARJANA,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
9000000.0,533.0,28.0,SARJANA,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK,3
16200000.0,525.0,37.0,SARJANA,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
16200000.0,525.0,37.0,SARJANA,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
16200000.0,525.0,37.0,SARJANA,S1,A,SWASTA,D.K.I. JAKARTA,B,3
5000000.0,170.0,20.0,KEPERAWATAN,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
5500000.0,229.0,22.0,SARJANA,S1,BAIK SEKALI,SWASTA,JAWA TIMUR,BAIK SEKALI,2
6000000.0,342.0,43.0,SARJANA,S1,B,SWASTA,JAWA BARAT,BAIK,3
6000000.0,342.0,43.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
1500000.0,493.0,41.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK,2
8000000.0,523.0,28.0,MANAJEMEN ASURANSI,S1,BAIK,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
8000000.0,523.0,28.0,MANAJEMEN ASURANSI,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
875000.0,801.0,80.0,PROGRAM SARJANA,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
875000.0,801.0,80.0,PROGRAM SARJANA,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,B,3
4500000.0,511.0,14.0,MANAJEMEN,S1,BAIK,SWASTA,D.K.I. JAKARTA,B,3
10000000.0,395.0,35.0,SARJANA,S1,BAIK,SWASTA,JAWA BARAT,BAIK SEKALI,2
2000000.0,4595.0,134.0,TEKNIK,S1,B,SWASTA,DI YOGYAKARTA,BAIK,3
2000000.0,4595.0,134.0,TEKNIK,S1,B,SWASTA,DI YOGYAKARTA,BAIK,3
2000000.0,4595.0,134.0,TEKNIK,S1,B,SWASTA,DI YOGYAKARTA,BAIK,3
2000000.0,4595.0,134.0,TEKNIK,S1,B,SWASTA,DI YOGYAKARTA,BAIK,3
2000000.0,4595.0,134.0,TEKNIK,S1,B,SWASTA,DI YOGYAKARTA,BAIK,3
2200000.0,18.0,12.0,TEKNOLOGI,S1,BAIK,SWASTA,DKI JAKARTA,BAIK,2
2200000.0,18.0,12.0,TEKNOLOGI,S1,BAIK,SWASTA,DKI JAKARTA,BAIK,2
2200000.0,18.0,12.0,TEKNOLOGI,S1,BAIK,SWASTA,DKI JAKARTA,BAIK,2
8000000.0,372.0,43.0,INFORMATIKA,S1,C,SWASTA,JAWA BARAT,C,2
8000000.0,372.0,43.0,SISTEM INFORMASI,S1,B,SWASTA,JAWA BARAT,C,3
4842500.0,1212.0,32.0,SARJANA,S1,BAIK SEKALI,SWASTA,DKI JAKARTA,B,2
600000.0,684.0,63.0,SARJANA,S1,B,SWASTA,JAWA TIMUR,B,3
600000.0,684.0,63.0,SARJANA,S1,B,SWASTA,JAWA TIMUR,B,3
1600000.0,3070.0,105.0,ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,BAIK,3
37750000.0,1651.0,95.0,FAKULTAS TEKNIK,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
37750000.0,1651.0,95.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
37750000.0,1651.0,95.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
37750000.0,1651.0,95.0,FAKULTAS EKONOMI DAN BISNIS,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
37750000.0,1651.0,95.0,FAKULTAS TEKNIK,S1,BAIK SEKALI,SWASTA,JAWA BARAT,BAIK SEKALI,2
37750000.0,1651.0,95.0,FAKULTAS PERIKANAN DAN ILMU KELAUTAN,S1,B,SWASTA,JAWA BARAT,BAIK SEKALI,2
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
57490000.0,1914.0,1914.0,FAKULTAS TEKNIK DAN INFORMATIKA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS FARMASI,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS HUKUM,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS TEKNIK DAN INFORMATIKA,S1,BAIK SEKALI,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,2
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS TEKNIK DAN INFORMATIKA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS EKONOMI BISNIS & ILMU SOSIAL,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
57490000.0,1914.0,1914.0,FAKULTAS TEKNIK DAN INFORMATIKA,S1,B,SWASTA,D.K.I. JAKARTA,BAIK SEKALI,3
3500000.0,3483.0,88.0,FAKULTAS PERTANIAN,S1,B,SWASTA,JAWA TIMUR,B,3
3500000.0,3483.0,88.0,FAKULTAS KEGURUAN DAN PENDIDIKAN,S1,B,SWASTA,JAWA TIMUR,B,3
3500000.0,3483.0,88.0,FAKULTAS HUKUM,S1,B,SWASTA,JAWA TIMUR,B,3
3500000.0,3483.0,88.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA TIMUR,B,3
3500000.0,3483.0,88.0,FAKULTAS SASTRA,S1,B,SWASTA,JAWA TIMUR,B,3
13760000.0,1910.0,89.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,S1,BAIK,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS FILSAFAT,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS ILMU KEPERAWATAN,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS EKONOMI,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,S1,B,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS EKONOMI,S1,C,SWASTA,JAWA BARAT,B,3
13760000.0,1910.0,89.0,FAKULTAS TEKNOLOGI INFORMASI,S1,B,SWASTA,JAWA BARAT,B,3
