wilayah,nama_kampus,akreditasi,jumlah_prodi,biaya_tahunan,provinsi
Jabodetabek,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,Baik Sekali,3,75800000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PROF DR MOESTOPO,A,3,31000000.0,DKI Jakarta
Jabodetabek,INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,Unggul,2,51500000.0,DKI Jakarta
Jabodetabek,INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,A,2,10831250.0,DKI Jakarta
Jabodetabek,INSTITUT IPMI,Baik Sekali,2,65000000.0,DKI Jakarta
Jabodetabek,INSTITUT KESEHATAN DAN TEKNOLOGI PONDOK KARYA PEMBANGUNAN,Baik Sekali,2,25200000.0,DKI Jakarta
Jabodetabek,INSTITUT PARIWISATA TRISAKTI,Baik Sekali,2,64250000.0,DKI Jakarta
Jabodetabek,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,C,2,55500000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI FILSAFAT DRIYARKARA,Unggul,2,20450000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI BHAKTI PEMBANGUNAN,Baik Sekali,2,9870000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI BISNIS INDONESIA,Baik Sekali,2,6000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI DHARMA BUMI PUTRA,Baik Sekali,2,7075000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI IGI,Baik Sekali,2,4450000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI INDONESIA JAKARTA,Baik Sekali,2,16162500.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI KASIH BANGSA,Baik Sekali,2,7300000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI TRI DHARMA WIDYA,Baik Sekali,2,7800000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI TRIANANDRA,Baik Sekali,2,4700000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI WIDYA PERSADA,Baik Sekali,2,5000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI WIYATAMANDALA,Baik Sekali,2,10050000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI YAI,Baik Sekali,2,12100000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN PERTAMEDIKA,Baik Sekali,2,22800000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN RSPAD GATOT SOEBROTO,Baik Sekali,2,40600000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,Baik Sekali,2,32400000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN SUMBER WARAS,Baik Sekali,2,22460000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KOMUNIKASI PROFESI INDONESIA,Baik Sekali,2,8000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU PEMERINTAHAN ABDI NEGARA,Baik Sekali,2,5350000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN ASURANSI TRISAKTI,Baik Sekali,2,16000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER JAKARTA STI&K,Baik Sekali,2,1750000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN PARIWISATA DAN LOGISTIK LENTERA MONDIAL,Baik Sekali,2,12000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN PPM,Unggul,2,32250000.0,DKI Jakarta
Jabodetabek,STIE INDONESIA BANKING SCHOOL,Baik Sekali,2,24300000.0,DKI Jakarta
Jabodetabek,STIE JAKARTA INTERNATIONAL COLLEGE,Baik Sekali,2,9685000.0,DKI Jakarta
Jabodetabek,STIE UNISADHUGUNA,Baik Sekali,2,12600000.0,DKI Jakarta
Jabodetabek,TRISAKTI SCHOOL OF MANAGEMENT,A,2,26500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ARY GINANJAR,A,2,38200000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINA SARANA INFORMATIKA,A,2,5760000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINA SARANA INFORMATIKA,Unggul,2,5760000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUNDA MULIA,A,2,20500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUNDA MULIA,Unggul,2,20500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUNG KARNO,C,2,10000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS INDRAPRASTA PGRI,A,2,9150000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KALBIS,A,2,78860000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,C,2,289650000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH JAKARTA,Unggul,2,24511201.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,Unggul,2,32325000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NUSA MANDIRI,Unggul,2,23000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS RESPATI INDONESIA,Unggul,2,14400000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SATYA NEGARA INDONESIA,C,2,18250000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS YARSI,A,2,262250000.0,DKI Jakarta
Jabodetabek,INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,Unggul,1,29000000.0,DKI Jakarta
Jabodetabek,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,A,1,16000000.0,DKI Jakarta
Jabodetabek,INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,C,1,16000000.0,DKI Jakarta
Jabodetabek,INSTITUT IPMI,Unggul,1,65000000.0,DKI Jakarta
Jabodetabek,INSTITUT KESEHATAN INDONESIA,C,1,15000000.0,DKI Jakarta
Jabodetabek,INSTITUT MEDIA DIGITAL EMTEK,Baik Sekali,1,18730000.0,DKI Jakarta
Jabodetabek,INSTITUT PARIWISATA TRISAKTI,Unggul,1,64250000.0,DKI Jakarta
Jabodetabek,INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,Unggul,1,21500000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI BAHASA ASING IEC JAKARTA,Baik Sekali,1,7800000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI DESAIN LASALLE,Baik Sekali,1,19979220.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,A,1,39250000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI BPKP,Baik Sekali,1,3498000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI JAYAKUSUMA,Baik Sekali,1,5350000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI KUSUMA NEGARA,Baik Sekali,1,45000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI TRISAKTI,A,1,19780000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU EKONOMI TRISAKTI,Unggul,1,19780000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU HUKUM ADHYAKSA,Baik Sekali,1,12000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU HUKUM IBLAM,Baik Sekali,1,7625000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU HUKUM PROFESOR GAYUS LUMBUUN,Baik Sekali,1,7000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN ABDI NUSANTARA,Baik Sekali,1,26400000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN BUDI KEMULIAAN,Baik Sekali,1,85850000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN FATMAWATI,Baik Sekali,1,18950000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN IKIFA,Baik Sekali,1,27600000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN MAYAPADA,Baik Sekali,1,14300000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN PASAR REBO,Baik Sekali,1,29000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,A,1,32400000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KESEHATAN SUMBER WARAS,A,1,22460000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI ILMU KOMUNIKASI INTER STUDI,Baik Sekali,1,18900000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN IMMI,C,1,1900000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN LABORA,Baik Sekali,1,9000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,Baik Sekali,1,15000000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MANAJEMEN TRANSPORTASI MALAHAYATI,Baik Sekali,1,6400000.0,DKI Jakarta
Jabodetabek,SEKOLAH TINGGI MEDIA KOMUNIKASI TRISAKTI,Baik Sekali,1,14300000.0,DKI Jakarta
Jabodetabek,STIH LITIGASI,Baik Sekali,1,9750000.0,DKI Jakarta
Jabodetabek,STMIK KUWERA,Baik Sekali,1,12775000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AL AZHAR INDONESIA,C,1,20000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS AL-AZHAR INDONESIA,Unggul,1,19230000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BAKRIE,Unggul,1,32750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BHAKTI PERTIWI INDONESIA,Unggul,1,28000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BHAYANGKARA JAKARTA RAYA,C,1,22075000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BHAYANGKARA JAKARTA RAYA,Unggul,1,22075000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BINAWAN,A,1,23100000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BOROBUDUR,A,1,30600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS BUDI LUHUR,A,1,23000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ESA UNGGUL,C,1,31025000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ESA UNGGUL,Unggul,1,31025000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS INDONESIA MAJU,Unggul,1,12000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS ISLAM JAKARTA,C,1,12950000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS JAYABAYA,A,1,26750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS JAYABAYA,C,1,26750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS JAYABAYA,Unggul,1,26750000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KALBIS,Unggul,1,78860000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS KRISNADWIPAYANA,A,1,40500000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS LIA,A,1,12400000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MERCU BUANA,A,1,10000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MITRA BANGSA,A,1,11600000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH JAKARTA,C,1,24511201.0,DKI Jakarta
Jabodetabek,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,A,1,75800000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS NAHDLATUL ULAMA INDONESIA,A,1,31100000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PANCASILA,C,1,136680000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PARAMADINA,A,1,34550000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PRASETIYA MULYA,A,1,51000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PRASETIYA MULYA,Unggul,1,51000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS PROF DR MOESTOPO,Baik Sekali,1,31000000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SAHID,A,1,15450000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS SAHID,Unggul,1,15450000.0,DKI Jakarta
Jabodetabek,UNIVERSITAS TRILOGI,Unggul,1,12750000.0,DKI Jakarta
Jawa,UNIVERSITAS KRISTEN PETRA,A,26,28000000.0,Jawa Timur
Jawa,UNIVERSITAS SURABAYA,A,26,38850250.0,Jawa Timur
Jawa,UNIVERSITAS BINA BANGSA,Baik Sekali,25,7700077.0,Banten
Jawa,UNIVERSITAS MUHAMMADIYAH JEMBER,Baik Sekali,25,46860200.0,Jawa Timur
Jawa,UNIVERSITAS KRISTEN SATYA WACANA,Baik Sekali,21,276850001.0,Jawa Tengah
Jawa,UNIVERSITAS MUHAMMADIYAH GRESIK,Baik Sekali,21,11150000.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH MALANG,A,20,20000000.0,Jawa Timur
Jawa,UNIVERSITAS PASUNDAN,A,20,48250000.0,Jawa Barat
Jawa,UNIVERSITAS PELITA HARAPAN,Baik Sekali,20,61000000.0,Banten
Jawa,UNIVERSITAS TELKOM,Unggul,20,26000000.0,Jawa Barat
Jawa,UNIVERSITAS KOMPUTER INDONESIA,Baik Sekali,19,24950000.0,Jawa Barat
Jawa,UNIVERSITAS AHMAD DAHLAN,Baik Sekali,18,16000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS DR SOETOMO,Baik Sekali,18,17520000.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM 45 BEKASI,Baik Sekali,18,12000000.0,Jawa Barat
Jawa,UNIVERSITAS ISLAM BALITAR,Baik Sekali,18,15375000.0,Jawa Timur
Jawa,UNIVERSITAS JENDERAL ACHMAD YANI,Baik Sekali,18,21504000.0,Jawa Barat
Jawa,UNIVERSITAS MERDEKA MALANG,Baik Sekali,18,19000001.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH PURWOKERTO,Baik Sekali,18,91025000.0,Jawa Tengah
Jawa,UNIVERSITAS MUHAMMADIYAH SIDOARJO,Baik Sekali,18,48525000.0,Jawa Timur
Jawa,UNIVERSITAS NUSANTARA PGRI KEDIRI,Baik Sekali,17,7800000.0,Jawa Timur
Jawa,UNIVERSITAS TRIBHUWANA TUNGGA DEWI,Baik Sekali,17,14250000.0,Jawa Timur
Jawa,UNIVERSITAS GALUH CIAMIS,Baik Sekali,16,4250000.0,Jawa Barat
Jawa,UNIVERSITAS ISLAM INDONESIA,A,16,25000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,Baik Sekali,16,234470600.0,Jawa Timur
Jawa,UNIVERSITAS MAJALENGKA,Baik Sekali,16,6025000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH SURAKARTA,A,16,72100000.0,Jawa Tengah
Jawa,UNIVERSITAS PGRI YOGYAKARTA,Baik Sekali,16,12100000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS BAKTI INDONESIA,Baik Sekali,15,5600000.0,Jawa Timur
Jawa,UNIVERSITAS BSI BANDUNG,Baik Sekali,15,4150000.0,Jawa Barat
Jawa,UNIVERSITAS GUNADARMA,A,15,16100000.0,Jawa Barat
Jawa,UNIVERSITAS KRISTEN MARANATHA,Baik Sekali,15,52352500.0,Jawa Barat
Jawa,UNIVERSITAS KRISTEN SATYA WACANA,A,15,276850001.0,Jawa Tengah
Jawa,UNIVERSITAS PAKUAN,Baik Sekali,15,35000006.0,Jawa Barat
Jawa,UNIVERSITAS PAMULANG,Baik Sekali,15,7300000.0,Banten
Jawa,UNIVERSITAS PGRI KANJURUHAN MALANG,Baik Sekali,15,12040000.0,Jawa Timur
Jawa,UNIVERSITAS SUBANG,Baik Sekali,15,6000000.0,Jawa Barat
Jawa,UNIVERSITAS VETERAN BANGUN NUSANTARA,Baik Sekali,15,8350000.0,Jawa Tengah
Jawa,UNIVERSITAS WIJAYA KUSUMA SURABAYA,Baik Sekali,15,38400000.0,Jawa Timur
Jawa,INSTITUT TEKNOLOGI HARAPAN BANGSA,Baik Sekali,14,243400000.0,Jawa Barat
Jawa,UNIVERSITAS DR. SOETOMO,Baik Sekali,14,5100000.0,Jawa Timur
Jawa,UNIVERSITAS KADIRI,Baik Sekali,14,71250000.0,Jawa Timur
Jawa,UNIVERSITAS KATOLIK PARAHYANGAN,A,14,66400000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH SUKABUMI,Baik Sekali,14,10836000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH SURABAYA,Baik Sekali,14,142200000.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH SURAKARTA,Baik Sekali,14,72100000.0,Jawa Tengah
Jawa,UNIVERSITAS PANCASAKTI TEGAL,Baik Sekali,14,5300000.0,Jawa Tengah
Jawa,UNIVERSITAS PGRI MADIUN,Baik Sekali,14,10091000.0,Jawa Timur
Jawa,UNIVERSITAS WIRARAJA,Baik Sekali,14,9313750.0,Jawa Timur
Jawa,UNIVERSITAS DJUANDA,Baik Sekali,13,10800000.0,Jawa Barat
Jawa,UNIVERSITAS HASYIM ASY'ARI TEBUIRENG JOMBANG,Baik Sekali,13,29750000.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM MALANG,Baik Sekali,13,33550000.0,Jawa Timur
Jawa,UNIVERSITAS IVET,Baik Sekali,13,8800000.0,Jawa Tengah
Jawa,UNIVERSITAS LANGLANGBUANA,Baik Sekali,13,11500000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH CIREBON,Baik Sekali,13,8850000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH KUDUS,Baik Sekali,13,8500000.0,Jawa Tengah
Jawa,UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,Baik Sekali,13,17450000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,A,13,27000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS PGRI SEMARANG,Baik Sekali,13,16900000.0,Jawa Tengah
Jawa,UNIVERSITAS SURAKARTA,Baik Sekali,13,9390000.0,Jawa Tengah
Jawa,UNIVERSITAS TELKOM,Baik Sekali,13,26000000.0,Jawa Barat
Jawa,UNIVERSITAS 17 AGUSTUS 1945 CIREBON,Baik Sekali,12,75500000.0,Jawa Barat
Jawa,UNIVERSITAS AMIKOM YOGYAKARTA,Baik Sekali,12,10300000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS ATMA JAYA YOGYAKARTA,A,12,18000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS ISLAM 45,Baik Sekali,12,14527000.0,Jawa Barat
Jawa,UNIVERSITAS ISLAM JEMBER,Baik Sekali,12,5700000.0,Jawa Timur
Jawa,UNIVERSITAS KEBANGSAAN REPUBLIK INDONESIA,Baik Sekali,12,66200003.0,Jawa Barat
Jawa,UNIVERSITAS KUNINGAN,Baik Sekali,12,12150000.0,Jawa Barat
Jawa,UNIVERSITAS LANGLANG BUANA,Baik Sekali,12,7000000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH SEMARANG,Unggul,12,25200000.0,Jawa Tengah
Jawa,UNIVERSITAS PELITA BANGSA,Baik Sekali,12,5800000.0,Jawa Barat
Jawa,UNIVERSITAS PGRI RONGGOLAWE,Baik Sekali,12,40364875.0,Jawa Timur
Jawa,UNIVERSITAS SLAMET RIYADI,Baik Sekali,12,9340000.0,Jawa Tengah
Jawa,UNIVERSITAS SURYA,Baik Sekali,12,36600000.0,Banten
Jawa,UNIVERSITAS TEKNOLOGI YOGYAKARTA,Baik Sekali,12,12200000.0,D.I. Yogyakarta
Jawa,INSTITUT TEKNOLOGI NASIONAL MALANG,Baik Sekali,11,24550000.0,Jawa Timur
Jawa,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,Baik Sekali,11,53150000.0,Jawa Timur
Jawa,UNIVERSITAS BHAYANGKARA SURABAYA,Baik Sekali,11,35502000.0,Jawa Timur
Jawa,UNIVERSITAS BUDDHI DHARMA,Baik Sekali,11,10390000.0,Banten
Jawa,UNIVERSITAS CIPUTRA SURABAYA,Baik Sekali,11,59000000.0,Jawa Timur
Jawa,UNIVERSITAS DIAN NUSWANTORO,A,11,4000000.0,Jawa Tengah
Jawa,UNIVERSITAS ISLAM LAMONGAN,Baik Sekali,11,7500000.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM MADURA,Baik Sekali,11,9435000.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM SULTAN AGUNG,Baik Sekali,11,201750001.0,Jawa Tengah
Jawa,UNIVERSITAS JENDERAL ACHMAD YANI YOGYAKARTA,Baik Sekali,11,19000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS KATOLIK SOEGIJAPRANATA,Baik Sekali,11,15500000.0,Jawa Tengah
Jawa,UNIVERSITAS MATANA,Baik Sekali,11,22985000.0,Banten
Jawa,UNIVERSITAS MUHAMMADIYAH MAGELANG,Baik Sekali,11,29580000.0,Jawa Tengah
Jawa,UNIVERSITAS MUHAMMADIYAH SEMARANG,Baik Sekali,11,25200000.0,Jawa Tengah
Jawa,UNIVERSITAS MURIA KUDUS,Baik Sekali,11,9200000.0,Jawa Tengah
Jawa,UNIVERSITAS NGUDI WALUYO,Baik Sekali,11,31600000.0,Jawa Tengah
Jawa,UNIVERSITAS PERADABAN,Baik Sekali,11,3800000.0,Jawa Tengah
Jawa,UNIVERSITAS PGRI ARGOPURO JEMBER,Baik Sekali,11,10000000.0,Jawa Timur
Jawa,UNIVERSITAS PGRI BANYUWANGI,Baik Sekali,11,5400000.0,Jawa Timur
Jawa,UNIVERSITAS SANATA DHARMA,A,11,18925000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS SEBELAS APRIL,Baik Sekali,11,8000000.0,Jawa Barat
Jawa,UNIVERSITAS TANGERANG RAYA,Baik Sekali,11,7500000.0,Banten
Jawa,UNIVERSITAS WAHIDIYAH,Baik Sekali,11,8910000.0,Jawa Timur
Jawa,UNIVERSITAS WISNUWARDHANA,Baik Sekali,11,13800000.0,Jawa Timur
Jawa,UNIVERSITAS YUDHARTA PASURUAN,Baik Sekali,11,9050000.0,Jawa Timur
Jawa,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,Baik Sekali,10,24000000.0,Jawa Timur
Jawa,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,Baik Sekali,10,7100000.0,Jawa Timur
Jawa,UNIVERSITAS 17 AGUSTUS 1945 SEMARANG,Baik Sekali,10,11250000.0,Jawa Tengah
Jawa,UNIVERSITAS ABDURACHMAN SALEH SITUBONDO,Baik Sekali,10,7500000.0,Jawa Timur
Jawa,UNIVERSITAS ADVENT INDONESIA,Baik Sekali,10,27520000.0,Jawa Barat
Jawa,UNIVERSITAS BALE BANDUNG,Baik Sekali,10,6000000.0,Jawa Barat
Jawa,UNIVERSITAS BANTEN JAYA,Baik Sekali,10,6800000.0,Banten
Jawa,UNIVERSITAS IBRAHIMY,Baik Sekali,10,21600000.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM KADIRI,Baik Sekali,10,6387500.0,Jawa Timur
Jawa,UNIVERSITAS ISLAM NAHDLATUL ULAMA JEPARA,Baik Sekali,10,9886000.0,Jawa Tengah
Jawa,UNIVERSITAS ISLAM RADEN RAHMAT,Baik Sekali,10,6000000.0,Jawa Timur
Jawa,UNIVERSITAS KAHURIPAN KEDIRI,Baik Sekali,10,6950000.0,Jawa Timur
Jawa,UNIVERSITAS LINTAS INTERNASIONAL INDONESIA,Baik Sekali,10,61000000.0,Banten
Jawa,UNIVERSITAS MAARIF HASYIM LATIF,Baik Sekali,10,19710000.0,Jawa Timur
Jawa,UNIVERSITAS MADURA,Baik Sekali,10,10000000.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH MALANG,Baik Sekali,10,20000000.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH TANGERANG,Baik Sekali,10,68250000.0,Banten
Jawa,UNIVERSITAS NAHDLATUL ULAMA AL GHAZALI CILACAP,Baik Sekali,10,6630000.0,Jawa Tengah
Jawa,UNIVERSITAS PEMBANGUNAN JAYA,Baik Sekali,10,14960000.0,Banten
Jawa,UNIVERSITAS PEMBANGUNAN JAYA TANGERANG,Baik Sekali,10,7500000.0,Banten
Jawa,UNIVERSITAS SELAMAT SRI,Baik Sekali,10,4075000.0,Jawa Tengah
Jawa,UNIVERSITAS WIJAYA PUTRA,Baik Sekali,10,11600100.0,Jawa Timur
Jawa,UNIVERSITAS WINAYA MUKTI,Baik Sekali,10,17900000.0,Jawa Barat
Jawa,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,C,9,13000000.0,Jawa Barat
Jawa,INSTITUT TEKNOLOGI INDONESIA,Baik Sekali,9,14000000.0,Banten
Jawa,UNIVERSITAS AHMAD DAHLAN,A,9,16000000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS AKPRIND INDONESIA,Baik Sekali,9,10630000.0,D.I. Yogyakarta
Jawa,UNIVERSITAS AL-GHIFARI,Baik Sekali,9,10690000.0,Jawa Barat
Jawa,UNIVERSITAS BOJONEGORO,Baik Sekali,9,8000000.0,Jawa Timur
Jawa,UNIVERSITAS FALETEHAN,Baik Sekali,9,19200000.0,Banten
Jawa,UNIVERSITAS GAJAYANA,Baik Sekali,9,12000000.0,Jawa Timur
Jawa,UNIVERSITAS GALUH,Baik Sekali,9,12000000.0,Jawa Barat
Jawa,UNIVERSITAS GRESIK,Baik Sekali,9,17000000.0,Jawa Timur
Jawa,UNIVERSITAS HANG TUAH,Baik Sekali,9,146900000.0,Jawa Timur
Jawa,UNIVERSITAS KH. A. WAHAB HASBULLAH,Baik Sekali,9,7400000.0,Jawa Timur
Jawa,UNIVERSITAS MANDIRI,Baik Sekali,9,5000000.0,Jawa Barat
Jawa,UNIVERSITAS MUHAMMADIYAH PONOROGO,Baik Sekali,9,11200000.0,Jawa Timur
Jawa,UNIVERSITAS MUHAMMADIYAH PURWOREJO,Baik Sekali,9,5000000.0,Jawa Tengah
Jawa,UNIVERSITAS MUHAMMADIYAH SURABAYA,Unggul,9,142200000.0,Jawa Timur
Jawa,UNIVERSITAS MULTIMEDIA NUSANTARA,Baik Sekali,9,27000000.0,Banten
Jawa,UNIVERSITAS NAHDLATUL ULAMA CIREBON,Baik Sekali,9,4000146.0,Jawa Barat
Jawa,UNIVERSITAS NAHDLATUL ULAMA PURWOKERTO,Baik Sekali,9,6500000.0,Jawa Tengah
Jawa,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,Baik Sekali,9,8300000.0,Jawa Timur
Jawa,UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,Baik Sekali,9,12000000.0,D.I. Yogyakarta
