quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code,cluster_kmodes,cluster_category
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,C,849,2,Pendidikan & Keguruan
-,rencanamu-202,banpt-2226,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,B,849,0,Ekonomi & Bisnis
-,rencanamu-202,banpt-2226,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,C,849,0,Ekonomi & Bisnis
quipper-430,-,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,-,849,0,Ekonomi & Bisnis
quipper-430,-,-,-,FAKULTAS AGAMA ISLAM,KEGURUAN & PENDIDIKAN,GURU,S1,-,849,0,Ekonomi & Bisnis
-,rencanamu-202,banpt-2226,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,C,849,0,Ekonomi & Bisnis
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,C,849,2,Pendidikan & Keguruan
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,B,849,3,Hukum
-,rencanamu-202,banpt-2226,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,C,849,0,Ekonomi & Bisnis
-,-,banpt-2226,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,849,0,Ekonomi & Bisnis
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B,849,0,Ekonomi & Bisnis
-,-,banpt-2226,-,-,REKAYASA SISTEM KOMPUTER,REKAYASA PERANGKAT LUNAK,S1,BAIK,849,0,Ekonomi & Bisnis
quipper-430,rencanamu-202,banpt-2226,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,C,849,1,Teknik & Rekayasa
-,-,banpt-1195,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,TERAKREDITASI SEMENTARA,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,TEKNIK MESIN,MESIN,S1,BAIK,615,0,Ekonomi & Bisnis
-,-,banpt-1195,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK,615,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,GIZI,GIZI,S1,BAIK,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,UNGGUL,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,ILMU HUKUM,HUKUM,S1,B,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,UNGGUL,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PENDIDIKAN KIMIA,KIMIA,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,ILMU KEOLAHRAGAAN,OLAHRAGA,S1,BAIK,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,TERAKREDITASI,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PENDIDIKAN ILMU PENGETAHUAN ALAM,PENGETAHUAN ALAM,S1,B,734,0,Ekonomi & Bisnis
-,-,banpt-2271,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK SEKALI,734,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,BIOKIMIA,BIOKIMIA,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,PERPUSTAKAAN DAN SAINS INFORMASI,ILMU PERPUSTAKAAN,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,MANAJEMEN BISNIS INTERNASIONAL,MANAJEMEN BISNIS INTERNASIONAL,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,PENDIDIKAN KEPELATIHAN OLAHRAGA,OLAHRAGA,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,REKAYASA SISTEM KOMPUTER,REKAYASA PERANGKAT LUNAK,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-15,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1029,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,HUKUM,HUKUM,S1,BAIK,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,KEPERAWATAN,KEPERAWATAN,S1,B,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,229,0,Ekonomi & Bisnis
-,-,banpt-596,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,229,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS ILMU-ILMU PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,B,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,AKUAKULTUR,AKUAKULTUR,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,AKUNTANSI,AKUNTANSI,S1,B,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,-,-,FAKULTAS ILMU-ILMU PERTANIAN,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,-,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,B,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS SAINS DAN TEKNOLOGI,GEOGRAFI,GEOGRAFI,S1,BAIK SEKALI,588,5,Sains & Teknologi
-,-,banpt-2351,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,ILMU HUKUM,HUKUM,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,-,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,INFORMATIKA,S1,-,588,1,Teknik & Rekayasa
-,-,banpt-2351,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS ILMU KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,588,0,Ekonomi & Bisnis
quipper-493,-,-,-,FAKULTAS ILMU KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,-,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,ILMU KEOLAHRAGAAN,OLAHRAGA,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,PARIWISATA,PARIWISATA,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,PENDIDIKAN ILMU PENGETAHUAN ALAM,PENGETAHUAN ALAM,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS ILMU-ILMU PERTANIAN,PETERNAKAN,PETERNAKAN,S1,BAIK,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS ILMU BUDAYA,SASTRA ARAB,SASTRA ARAB,S1,B,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS ILMU BUDAYA,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,588,0,Ekonomi & Bisnis
-,-,banpt-2351,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,588,0,Ekonomi & Bisnis
quipper-493,-,banpt-2351,-,FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,588,4,Teknologi Industri
-,-,banpt-2349,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,ILMU GIZI,GIZI,S1,TERAKREDITASI UNGGUL,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,HUKUM,HUKUM,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK KIMIA,KIMIA,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,MANAJEMEN,MANAJEMEN,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK MESIN,MESIN,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,BUDIDAYA PERIKANAN,PERIKANAN,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK KONSTRUKSI PERKAPALAN,PERKAPALAN,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,PSIKOLOGI,PSIKOLOGI,S1,B,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,579,0,Ekonomi & Bisnis
-,-,banpt-2349,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,BAIK,579,0,Ekonomi & Bisnis
quipper-715,-,-,-,FAKULTAS TEKNIK,ILMU TEKNIK,,S1,-,219,1,Teknik & Rekayasa
quipper-715,rencanamu-203,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,B,219,0,Ekonomi & Bisnis
-,rencanamu-203,banpt-1903,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,A,219,0,Ekonomi & Bisnis
-,-,banpt-1903,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B,219,2,Pendidikan & Keguruan
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,A,219,1,Teknik & Rekayasa
quipper-715,-,-,-,FAKULTAS EKONOMI,ILMU EKONOMI,EKONOMI,S1,-,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B,219,1,Teknik & Rekayasa
-,-,banpt-1903,-,-,GIZI,GIZI,S1,UNGGUL,219,0,Ekonomi & Bisnis
quipper-715,-,banpt-1903,-,FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,UNGGUL,219,0,Ekonomi & Bisnis
-,rencanamu-203,-,-,-,PENDIDIKAN GURU PAUD,GURU PAUD,S1,A,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS AGAMA ISLAM,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,A,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,A,219,3,Hukum
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK INDUSTRI,INDUSTRI,S1,B,219,1,Teknik & Rekayasa
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,219,1,Teknik & Rekayasa
-,rencanamu-203,banpt-1903,-,-,KEBIDANAN,KEBIDANAN,S1,B,219,0,Ekonomi & Bisnis
-,rencanamu-203,banpt-1903,-,-,ILMU KEDOKTERAN,KEDOKTERAN,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS ILMU KEPERAWATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,A,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS KEDOKTERAN DAN KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,A,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK KIMIA,KIMIA,S1,B,219,1,Teknik & Rekayasa
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,B,219,1,Teknik & Rekayasa
-,rencanamu-203,banpt-1903,-,-,PENDIDIKAN OLAHRAGA,OLAHRAGA,S1,BAIK,219,0,Ekonomi & Bisnis
-,rencanamu-203,-,-,-,TEKNIK OTOMOTIF DAN ALAT BERAT,OTOMOTIF,S1,B,219,0,Ekonomi & Bisnis
quipper-715,-,-,-,FAKULTAS AGAMA ISLAM,PERBANKAN,PERBANKAN,S1,-,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,POLITIK,S1,A,219,0,Ekonomi & Bisnis
quipper-715,rencanamu-203,banpt-1903,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,B,219,1,Teknik & Rekayasa
quipper-715,rencanamu-203,-,-,FAKULTAS ILMU PENDIDIKAN,TEKNOLOGI PENDIDIKAN,TEKNOLOGI,S1,C,219,0,Ekonomi & Bisnis
-,-,banpt-1903,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,219,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,1071,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK,1071,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,KEHUTANAN,KEHUTANAN,S1,BAIK,1071,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,1071,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,TERAKREDITASI SEMENTARA,1071,0,Ekonomi & Bisnis
-,-,banpt-2571,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1071,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,EKONOMI,AKUNTANSI,AKUNTANSI,S1,A,96,2,Pendidikan & Keguruan
quipper-120,rencanamu-204,banpt-369,-,KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BIOLOGI,BIOLOGI,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B,96,0,Ekonomi & Bisnis
quipper-120,-,banpt-369,-,KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B,96,0,Ekonomi & Bisnis
-,rencanamu-204,-,-,-,PENDIDIKAN GURU PAUD,GURU PAUD,S1,B,96,0,Ekonomi & Bisnis
-,-,banpt-369,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,HUKUM,ILMU HUKUM,HUKUM,S1,B,96,3,Hukum
quipper-120,rencanamu-204,banpt-369,-,ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A,96,0,Ekonomi & Bisnis
-,-,banpt-369,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,96,1,Teknik & Rekayasa
-,-,banpt-369,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,ILMU KESEHATAN,KEPERAWATAN,KEPERAWATAN,S1,B,96,0,Ekonomi & Bisnis
-,-,banpt-369,-,-,TEKNIK KIMIA,KIMIA,S1,BAIK,96,0,Ekonomi & Bisnis
-,-,banpt-369,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,-,-,TEKNIK,MANAJEMEN INFORMATIKA,MANAJEMEN INFORMATIKA,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,KEGURUAN DAN ILMU PENDIDIKAN,MATEMATIKA,MATEMATIKA,S1,B,96,0,Ekonomi & Bisnis
quipper-120,-,banpt-369,-,TEKNIK,TEKNIK MESIN,MESIN,S1,BAIK SEKALI,96,0,Ekonomi & Bisnis
quipper-120,-,banpt-369,-,KEGURUAN DAN ILMU PENDIDIKAN,OLAHRAGA,OLAHRAGA,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAH,PEMERINTAHAN,S1,B,96,0,Ekonomi & Bisnis
quipper-120,-,-,-,ILMU SOSIAL DAN ILMU POLITIK,PERHOTELAN,PERHOTELAN,S1,-,96,0,Ekonomi & Bisnis
quipper-120,-,banpt-369,-,PERTANIAN,TEKNOLOGI INDUSTRI PERTANIAN,PERTANIAN,S1,BAIK,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,B,96,0,Ekonomi & Bisnis
quipper-120,rencanamu-204,banpt-369,-,TEKNIK,TEKNIK SIPIL,SIPIL,S1,B,96,5,Sains & Teknologi
-,-,banpt-369,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,96,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,549,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,549,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,549,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU KESEHATAN DAN FARMASI,FARMASI,FARMASI,S1,BAIK SEKALI,549,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,TEKNIK GEOLOGI,GEOLOGI,S1,BAIK,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,B,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,ILMU HUKUM,HUKUM,S1,B,549,3,Hukum
quipper-588,-,banpt-1744,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,549,1,Teknik & Rekayasa
-,-,banpt-1744,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU KESEHATAN DAN FARMASI,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL,549,0,Ekonomi & Bisnis
-,-,banpt-1744,-,-,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,S1,UNGGUL,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU KESEHATAN DAN FARMASI,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK MESIN,MESIN,S1,BAIK SEKALI,549,5,Sains & Teknologi
quipper-588,-,banpt-1744,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN OLAHRAGA,OLAHRAGA,S1,B,549,2,Pendidikan & Keguruan
quipper-588,-,banpt-1744,-,FAKULTAS ILMU-ILMU SOSIAL DAN HUMANIORA,PSIKOLOGI,PSIKOLOGI,S1,BAIK SEKALI,549,0,Ekonomi & Bisnis
quipper-588,-,banpt-1744,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI,549,5,Sains & Teknologi
-,-,banpt-1816,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,967,0,Ekonomi & Bisnis
-,-,banpt-1816,-,-,GIZI,GIZI,S1,BAIK SEKALI,967,0,Ekonomi & Bisnis
-,-,banpt-1816,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK,967,0,Ekonomi & Bisnis
-,-,banpt-1816,-,-,HUKUM,HUKUM,S1,BAIK,967,0,Ekonomi & Bisnis
