quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation,institution_code,cluster_kmodes,cluster_category
-,rencanamu-91,banpt-2075,-,-,ARSITEKTUR,ARSITEKTUR,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,A,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,ILMU HUKUM,HUKUM,S1,A,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,A,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,MANAJEMEN,MANAJEMEN,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,TEKNIK MESIN,MESIN,S1,A,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,ILMU PSIKOLOGI,PSIKOLOGI,S1,B,80,0,Ekonomi & Bisnis
-,-,banpt-2075,-,-,TEKNIK ROBOTIKA DAN KECERDASAN BUATAN,ROBOTIKA,S1,BAIK,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,SASTRA JEPANG,SASTRA JEPANG,S1,B,80,0,Ekonomi & Bisnis
-,rencanamu-91,banpt-2075,-,-,TEKNIK SIPIL,SIPIL,S1,B,80,0,Ekonomi & Bisnis
-,-,banpt-2075,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK,80,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,1391,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B,1391,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI,1391,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,1391,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK,1391,0,Ekonomi & Bisnis
-,-,banpt-2055,-,-,PEMANFAATAN SUMBER DAYA PERIKANAN,PERIKANAN,S1,B,1391,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,HUKUM,HUKUM,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,TEKNIK MESIN,MESIN,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1171,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK,684,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,TERAKREDITASI SEMENTARA,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,HUKUM BISNIS,HUKUM,S1,TERAKREDITASI SEMENTARA,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,SAINS PERTANIAN,PERTANIAN,S1,TERAKREDITASI SEMENTARA,1402,0,Ekonomi & Bisnis
-,-,banpt-1555,-,-,PETERNAKAN,PETERNAKAN,S1,TERAKREDITASI SEMENTARA,1402,0,Ekonomi & Bisnis
quipper-590,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-,931,0,Ekonomi & Bisnis
-,rencanamu-92,-,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B,931,0,Ekonomi & Bisnis
quipper-590,rencanamu-92,-,-,FAKULTAS PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,B,931,0,Ekonomi & Bisnis
quipper-590,rencanamu-92,-,-,FAKULTAS KEGURUAN DAN PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B,931,0,Ekonomi & Bisnis
quipper-590,rencanamu-92,-,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,B,931,3,Hukum
quipper-590,rencanamu-92,-,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,931,0,Ekonomi & Bisnis
quipper-590,rencanamu-92,-,-,FAKULTAS SASTRA,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,931,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK SEKALI,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,BIOLOGI,BIOLOGI,S1,BAIK,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,TEKNIK KELAUTAN,KELAUTAN,S1,BAIK,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,MATEMATIKA,MATEMATIKA,S1,BAIK,879,0,Ekonomi & Bisnis
-,-,banpt-226,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK,879,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,ADMINISTRASI PENDIDIKAN,ADMINISTRASI,S1,BAIK SEKALI,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,AGRIBISNIS,AGRIBISNIS,S1,B,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,BUDIDAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,BAIK,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,ILMU HUKUM,HUKUM,S1,BAIK SEKALI,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,1366,0,Ekonomi & Bisnis
-,-,banpt-1125,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK,1366,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,719,0,Ekonomi & Bisnis
-,-,banpt-1927,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,719,0,Ekonomi & Bisnis
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B,180,2,Pendidikan & Keguruan
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,BIOLOGI,BIOLOGI,S1,B,180,0,Ekonomi & Bisnis
-,-,banpt-2128,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK,180,0,Ekonomi & Bisnis
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS MATEMATIKA & ILMU PENGETAHUAN ALAM,FARMASI,FARMASI,S1,BAIK,180,0,Ekonomi & Bisnis
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS FILSAFAT,ILMU FILSAFAT,FILSAFAT,S1,B,180,0,Ekonomi & Bisnis
quipper-32,-,banpt-2128,-,FAKULTAS TEKNOLOGI INFORMASI,TEKNIK INFORMATIKA,INFORMATIKA,S1,B,180,1,Teknik & Rekayasa
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS ILMU KEPERAWATAN,KEPERAWATAN UMUM,KEPERAWATAN,S1,B,180,0,Ekonomi & Bisnis
quipper-32,rencanamu-93,banpt-2128,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B,180,0,Ekonomi & Bisnis
quipper-32,rencanamu-93,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B,180,2,Pendidikan & Keguruan
quipper-32,rencanamu-93,-,-,FAKULTAS EKONOMI,sekretariat,SEKRETARIAT,S1,C,180,0,Ekonomi & Bisnis
quipper-32,-,banpt-2128,-,FAKULTAS TEKNOLOGI INFORMASI,SISTEM INFORMASI,SISTEM INFORMASI,S1,B,180,4,Teknologi Industri
-,-,banpt-297,-,-,ILMU KOMPUTER,KOMPUTER,S1,BAIK,436,0,Ekonomi & Bisnis
-,-,banpt-297,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,436,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,PENDIDIKAN FISIKA,FISIKA,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,HUKUM BISNIS,HUKUM,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK,1078,0,Ekonomi & Bisnis
-,-,banpt-1897,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1078,0,Ekonomi & Bisnis
quipper-245,rencanamu-94,banpt-3212,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,C,177,2,Pendidikan & Keguruan
quipper-245,rencanamu-94,banpt-3212,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,C,177,1,Teknik & Rekayasa
quipper-245,-,banpt-3212,-,FAKULTAS TEKNIK,DESAIN PRODUK,DESAIN PRODUK,S1,BAIK SEKALI,177,1,Teknik & Rekayasa
quipper-245,rencanamu-94,banpt-3212,-,FAKULTAS HUKUM,HUKUM BISNIS,HUKUM,S1,C,177,3,Hukum
quipper-245,rencanamu-94,banpt-3212,-,FAKULTAS EKONOMI DAN BISNIS,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,C,177,0,Ekonomi & Bisnis
quipper-245,-,-,-,FAKULTAS TEKNIK,MANAJEMEN REKAYASA DAN KONSTRUKSI,MANAJEMEN,S1,-,177,0,Ekonomi & Bisnis
quipper-245,rencanamu-94,banpt-3212,-,FAKULTAS TEKNIK,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,C,177,1,Teknik & Rekayasa
-,rencanamu-94,-,-,-,TEKNIK SIPIL,SIPIL,S1,-,177,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS EKONOMI & BISNIS,AKUNTANSI,AKUNTANSI,S1,B,378,2,Pendidikan & Keguruan
quipper-299,-,-,-,FAKULTAS FARMASI,APOTEKER,APOTEKER,S1,-,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,A,378,2,Pendidikan & Keguruan
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,BIOLOGI,BIOLOGI,S1,A,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS EKONOMI & BISNIS,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,ELEKTRO,S1,B,378,4,Teknologi Industri
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS FARMASI,FARMASI,FARMASI,S1,A,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN FISIKA,FISIKA,S1,A,378,2,Pendidikan & Keguruan
quipper-299,-,banpt-2503,-,FAKULTAS KESEHATAN MASYARAKAT,GIZI,GIZI,S1,BAIK SEKALI,378,0,Ekonomi & Bisnis
-,-,banpt-2503,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU PAUD,GURU PAUD,S1,B,378,2,Pendidikan & Keguruan
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,B,378,2,Pendidikan & Keguruan
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS HUKUM,HUKUM,HUKUM,S1,B,378,3,Hukum
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B,378,0,Ekonomi & Bisnis
-,rencanamu-95,banpt-2503,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INFORMATIKA,INFORMATIKA,S1,A,378,1,Teknik & Rekayasa
quipper-299,-,banpt-2503,-,KEDOKTERAN,KEDOKTERAN,KEDOKTERAN,S1,BAIK SEKALI,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,KIMIA,S1,B,378,4,Teknologi Industri
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS EKONOMI & BISNIS,MANAJEMEN,MANAJEMEN,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B,378,2,Pendidikan & Keguruan
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,A,378,2,Pendidikan & Keguruan
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,A,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,SASTRA INDONESIA,SASTRA INDONESIA,S1,B,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS SASTRA BUDAYA DAN KOMUNIKASI,SASTRA INGGRIS,SASTRA INGGRIS,S1,A,378,0,Ekonomi & Bisnis
quipper-299,rencanamu-95,banpt-2503,-,FAKULTAS SAINS DAN TEKNOLOGI TERAPAN,SISTEM INFORMASI,SISTEM INFORMASI,S1,B,378,4,Teknologi Industri
quipper-299,-,banpt-2503,-,FAKULTAS TEKNOLOGI INDUSTRI,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,BAIK SEKALI,378,4,Teknologi Industri
-,-,banpt-2341,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,GIZI,GIZI,S1,UNGGUL,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,REKAYASA PERANGKAT LUNAK,REKAYASA PERANGKAT LUNAK,S1,BAIK SEKALI,189,0,Ekonomi & Bisnis
-,-,banpt-2341,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,189,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,FARMASI,FARMASI,S1,BAIK SEKALI,99,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA,99,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK,99,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK,99,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK,99,0,Ekonomi & Bisnis
-,-,banpt-294,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK,99,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,B,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,ARSITEKTUR,ARSITEKTUR,S1,B,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,BIOTEKNOLOGI,BIOTEKNOLOGI,S1,B,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,FISIOTERAPI,FISIOTERAPI,S1,UNGGUL,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK SEKALI,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK SEKALI,1238,0,Ekonomi & Bisnis
-,-,banpt-1999,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI,1238,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,PERPAJAKAN,PERPAJAKAN,S1,BAIK SEKALI,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,PSIKOLOGI,PSIKOLOGI,S1,B,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,B,530,0,Ekonomi & Bisnis
-,-,banpt-1915,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI,530,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK GEOLOGI,GEOLOGI,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK KIMIA,KIMIA,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,UNGGUL,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,TEKNIK MESIN,MESIN,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,REKAYASA SISTEM KOMPUTER,REKAYASA PERANGKAT LUNAK,S1,BAIK SEKALI,605,0,Ekonomi & Bisnis
-,-,banpt-838,-,-,STATISTIK,STATISTIK,S1,UNGGUL,605,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,BAIK,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK,1387,0,Ekonomi & Bisnis
quipper-540,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,GURU,S1,-,1387,2,Pendidikan & Keguruan
quipper-540,-,-,-,FAKULTAS AGAMA ISLAM,ILMU HUKUM,HUKUM,S1,-,1387,3,Hukum
quipper-540,-,banpt-945,-,FAKULTAS ILMU SOSIAL DAN PEMERINTAHAN,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU KOMPUTER,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI,1387,1,Teknik & Rekayasa
quipper-540,-,banpt-945,-,FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI,1387,2,Pendidikan & Keguruan
-,-,banpt-945,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU SOSIAL DAN PEMERINTAHAN,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU PERTANIAN,PETERNAKAN,PETERNAKAN,S1,B,1387,0,Ekonomi & Bisnis
quipper-540,-,banpt-945,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK,1387,4,Teknologi Industri
quipper-529,rencanamu-96,-,-,FAKUTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,B,282,2,Pendidikan & Keguruan
quipper-529,rencanamu-96,-,-,FAKULTAS SAINS DAN TEKNOLOGI,BIOLOGI,BIOLOGI,S1,A,282,5,Sains & Teknologi
quipper-529,rencanamu-96,-,-,FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK ELEKTRO,ELEKTRO,S1,B,282,5,Sains & Teknologi
quipper-529,-,-,-,FAKULTAS SAINS DAN TEKNOLOGI,GIZI,GIZI,S1,-,282,5,Sains & Teknologi
quipper-529,rencanamu-96,-,-,FAKULTAS PSIKOLOGI DAN PENDIDIKAN,PENDIDIKAN GURU PAUD,GURU PAUD,S1,C,282,0,Ekonomi & Bisnis
quipper-529,rencanamu-96,-,-,FAKULTAS ILMU SOSIAL DAN POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,B,282,0,Ekonomi & Bisnis
