institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
UNIVERSITAS WERISAR,PAPUA BARAT,BAIK,5200000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS NANI BILI NUSANTARA,PAPUA BARAT,BAIK,4000000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS PENDIDIKAN MUHAMMADIYAH SORONG,PAPUA BARAT,B,4000000.0,PAPUA BARAT - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIE OTTOW & GEISSLER FAK-FAK,PAPUA BARAT,BAIK,4000000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI BUKIT ZAITUN SORONG,PAPUA BARAT,BAIK,3800000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
STMIK KREATINDO MANOKWARI,PAPUA BARAT,BAIK,3500000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU SOSIAL TEMINABUAN,PAPUA BARAT,TIDAK TERAKREDITASI,3000000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NUUWAR,PAPUA BARAT,BAIK,1650000.0,PAPUA BARAT - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH MAMUJU,SULAWESI BARAT,BAIK,7000000.0,SULAWESI BARAT - Terjangkau (5-15 Jt) - Baik,-
STIKES MARENDENG MAJENE,SULAWESI BARAT,BAIK,6400000.0,SULAWESI BARAT - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TOMAKAKA,SULAWESI BARAT,BAIK,5920000.0,SULAWESI BARAT - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KESEHATAN DAN BISNIS ST. FATIMAH MAMUJU,SULAWESI BARAT,BAIK,5000000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
AMIK TOMAKAKA,SULAWESI BARAT,BAIK,4920000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH POLEWALI MANDAR,SULAWESI BARAT,BAIK,4800000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
STISIP BINA GENERASI POLEWALI,SULAWESI BARAT,BAIK,4800000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS WALLACEA,SULAWESI BARAT,BAIK,4800000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS AL ASYARIAH MANDAR,SULAWESI BARAT,BAIK SEKALI,4219925.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-al-asyariah-mandar
SEKOLAH TINGGI ILMU MARITIM MEGA BUANA,SULAWESI BARAT,BAIK,3600000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI YAPMAN MAJENE,SULAWESI BARAT,BAIK,3500000.0,SULAWESI BARAT - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI PELITA BUANA,SULAWESI SELATAN,BAIK,242400055.0,SULAWESI SELATAN - Sultan (> 100 Jt) - Baik,-
UNIVERSITAS BOSOWA,SULAWESI SELATAN,BAIK SEKALI,168250000.0,SULAWESI SELATAN - Sultan (> 100 Jt) - Baik,-
INSTITUT BISNIS DAN KEUANGAN NITRO,SULAWESI SELATAN,B,57900000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH BULUKUMBA,SULAWESI SELATAN,BAIK,40805000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MEGAREZKY,SULAWESI SELATAN,BAIK SEKALI,33600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT COKROAMINOTO PINRANG,SULAWESI SELATAN,BAIK,26400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH MAKASSAR,SULAWESI SELATAN,B,22600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-makassar
UNIVERSITAS INDONESIA TIMUR,SULAWESI SELATAN,BAIK SEKALI,21700000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-indonesia-timur
INSTITUT TEKNOLOGI DAN BISNIS KALLA,SULAWESI SELATAN,BAIK,20004000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH SIDENRENG RAPPANG,SULAWESI SELATAN,BAIK SEKALI,18300000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN STELLA MARIS MAKASAR,SULAWESI SELATAN,BAIK,16400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PALOPO,SULAWESI SELATAN,BAIK SEKALI,15600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS TEKNOLOGI AKBA MAKASSAR,SULAWESI SELATAN,BAIK,15190000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES PANAKKUKANG,SULAWESI SELATAN,BAIK,14500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI KESEHATAN DAN SAINS MUHAMMADIYAH SIDRAP,SULAWESI SELATAN,BAIK SEKALI,14500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN NANI HASANUDDIN,SULAWESI SELATAN,B,14375000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS KRISTEN INDONESIA PAULUS,SULAWESI SELATAN,B,13400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-kristen-indonesia-paulus
UNIVERSITAS DIPA MAKASSAR,SULAWESI SELATAN,B,13250000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI MAKASSAR BONGAYA,SULAWESI SELATAN,BAIK SEKALI,13100000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ATMA JAYA MAKASSAR,SULAWESI SELATAN,C,11200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/universitas-atma-jaya-makassar
SEKOLAH TINGGI ILMU KESEHATAN MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,10900000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ALMARISAH MADANI,SULAWESI SELATAN,BAIK SEKALI,10000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI DAN BISNIS NOBEL INDONESIA,SULAWESI SELATAN,BAIK SEKALI,9300000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS HANDAYANI MAKASSAR,SULAWESI SELATAN,BAIK,8700000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STMIK KHARISMA MAKASSAR,SULAWESI SELATAN,BAIK,8500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN FATIMA PAREPARE,SULAWESI SELATAN,BAIK,8400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT ILMU SOSIAL DAN BISNIS ANDI SAPADA,SULAWESI SELATAN,B,8000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MEGA BUANA PALOPO,SULAWESI SELATAN,BAIK SEKALI,8000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ICHSAN SIDENRENG RAPPANG,SULAWESI SELATAN,BAIK,8000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BARAMULI,SULAWESI SELATAN,BAIK,8000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSLIM INDONESIA MAKASSAR,SULAWESI SELATAN,A,7950000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-muslim-indonesia-makassar
UNIVERSITAS COKROAMINOTO PALOPO,SULAWESI SELATAN,B,7750000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo
STIKES TANAWALI TAKALAR,SULAWESI SELATAN,BAIK,7500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS FAJAR,SULAWESI SELATAN,B,7500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-fajar
UNIVERSITAS LAMAPPAPOLEONRO,SULAWESI SELATAN,B,7500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN SALEWANGANG MAROS,SULAWESI SELATAN,BAIK SEKALI,7500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STKIP VETERAN SIDRAP,SULAWESI SELATAN,BAIK,7100000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM MAKASSAR,SULAWESI SELATAN,B,7000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-islam-makassar
UNIVERSITAS WIRA BHAKTI,SULAWESI SELATAN,BAIK,6700000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN KESEHATAN TRI TUNAS NASIONAL,SULAWESI SELATAN,BAIK,6500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN GUNUNG SARI,SULAWESI SELATAN,BAIK,6400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STKIP DARUD DA WAH WAL IRSYAD PINRANG,SULAWESI SELATAN,BAIK,6400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH ENREKANG,SULAWESI SELATAN,BAIK SEKALI,6400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS PANCASAKTI,SULAWESI SELATAN,BAIK,6350000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STKIP YPUP MAKASSAR,SULAWESI SELATAN,BAIK,6300000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI YPUP MAKASSAR,SULAWESI SELATAN,BAIK,6300000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PEJUANG REPUBLIK INDONESIA,SULAWESI SELATAN,BAIK,6250000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STMIK PROFESIONAL MAKASSAR,SULAWESI SELATAN,BAIK,6200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSLIM MAROS,SULAWESI SELATAN,BAIK SEKALI,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS COKROAMINOTO MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS PEPABRI MAKASSAR,SULAWESI SELATAN,BAIK,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BINA HARAPAN CELEBES,SULAWESI SELATAN,BAIK,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISTEN INDONESIA TORAJA,SULAWESI SELATAN,BAIK,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSLIM INDONESIA,SULAWESI SELATAN,UNGGUL,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-muslim-indonesia
UNIVERSITAS PUANGRIMAGGALATUNG,SULAWESI SELATAN,BAIK SEKALI,6000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN PANRITA HUSADA BULUKUMBA,SULAWESI SELATAN,BAIK,5750000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH BONE,SULAWESI SELATAN,BAIK SEKALI,5500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
INSTITUT TEKNOLOGI DAN BISNIS ARUNGPALAKKA,SULAWESI SELATAN,TIDAK TERAKREDITASI,5400000.0,SULAWESI SELATAN - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH SINJAI,SULAWESI SELATAN,BAIK SEKALI,5400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS TEKNOLOGI SULAWESI,SULAWESI SELATAN,BAIK,5200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI FILSAFAT THEOLOGIA INDONESIA TIMUR,SULAWESI SELATAN,BAIK,5050000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI INDONESIA MAKASSAR,SULAWESI SELATAN,BAIK,5000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKS TAMALANREA MAKASSAR,SULAWESI SELATAN,BAIK,5000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNOLOGI NUSANTARA INDONESIA,SULAWESI SELATAN,BAIK,4800000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI YAPI BONE,SULAWESI SELATAN,BAIK,4800000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SIPATOKKONG MAMBO,SULAWESI SELATAN,BAIK,4800000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU MANAJEMEN PUBLIK MAKASSAR,SULAWESI SELATAN,TIDAK TERAKREDITASI,4800000.0,SULAWESI SELATAN - Sangat Hemat (< 5 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI NUSANTARA MAKASSAR,SULAWESI SELATAN,BAIK,4800000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PARE-PARE,SULAWESI SELATAN,BAIK SEKALI,4600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI AMKOP MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,4500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
STIKES LAKIPADADA,SULAWESI SELATAN,BAIK,4500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI TEKNIK BARAMULI,SULAWESI SELATAN,BAIK,4450000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS FAMIKA,SULAWESI SELATAN,BAIK,4400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN KESEHATAN PERMATA ILMU MAROS,SULAWESI SELATAN,BAIK,4400000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
AKPER MAPPA OUDANG MAKASSAR,SULAWESI SELATAN,BAIK,4250000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI BISNIS DAN ADMINISTRASI AL GAZALI BARRU,SULAWESI SELATAN,BAIK,4225000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
AKPER PUTRA PERTIWI WATANSOPPENG,SULAWESI SELATAN,BAIK,4200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PATOMPO,SULAWESI SELATAN,BAIK,4200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI TRI DHARMA NUSANTARA,SULAWESI SELATAN,BAIK,4000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES BHAKTI PERTIWI LUWU RAYA,SULAWESI SELATAN,BAIK,4000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN YAPI BONE,SULAWESI SELATAN,BAIK,3900000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/ HASANUDDIN,SULAWESI SELATAN,B,3700000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN DATU KAMANRE,SULAWESI SELATAN,BAIK,3600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STITEK DHARMA YADI MAKASSAR,SULAWESI SELATAN,BAIK,3600000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
STIKES BATARAGURU SOROAKA,SULAWESI SELATAN,BAIK,3500000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI SAINS DAN BISNIS MUHAMMADIYAH SELAYAR,SULAWESI SELATAN,BAIK,3300000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TURATEA INDONESIA,SULAWESI SELATAN,BAIK SEKALI,3250000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKA SOPPENG,SULAWESI SELATAN,BAIK,3200000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS BINA ADINATA,SULAWESI SELATAN,BAIK,3177500.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI PERTANIAN,SULAWESI SELATAN,BAIK,3000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI YAPPI,SULAWESI SELATAN,BAIK,3000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU ADMINISTRASI ABDUL HARIS,SULAWESI SELATAN,BAIK,3000000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN KAMUS ARUNIKA,SULAWESI SELATAN,BAIK,2900000.0,SULAWESI SELATAN - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BATARI TOJA BONE,SULAWESI SELATAN,TERAKREDITASI,2630000.0,SULAWESI SELATAN - Sangat Hemat (< 5 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH PALU,SULAWESI TENGAH,BAIK SEKALI,36000019.0,SULAWESI TENGAH - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-palu
UNIVERSITAS ALKHAIRAAT,SULAWESI TENGAH,BAIK,16700000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS WIDYA NUSANTARA,SULAWESI TENGAH,BAIK SEKALI,15750000.0,SULAWESI TENGAH - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN HUSADA MANDIRI POSO,SULAWESI TENGAH,BAIK,12000000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
STMIK ADHI GUNA,SULAWESI TENGAH,BAIK,7512000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BALA KESELAMATAN PALU,SULAWESI TENGAH,BAIK,5900000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
STMIK BINA MULIA,SULAWESI TENGAH,BAIK,5750000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU PERTANIAN MUJAHIDIN TOLI-TOLI,SULAWESI TENGAH,BAIK,5600000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISTEN TENTENA,SULAWESI TENGAH,BAIK,4800000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
AMIK TRI DHARMA PALU,SULAWESI TENGAH,BAIK,4800000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ABDUL MUJIB LAEWANG DAMPAL SELATAN,SULAWESI TENGAH,BAIK,4800000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ABDUL AZIS LAMADJIDO,SULAWESI TENGAH,BAIK,4000000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI PERIKANAN DAN KELAUTAN PALU,SULAWESI TENGAH,BAIK,2300000.0,SULAWESI TENGAH - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH KENDARI,SULAWESI TENGGARA,BAIK SEKALI,40250000.0,SULAWESI TENGGARA - Mahal (40-100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-muhammadiyah-kendari
INSTITUT KESEHATAN DAN TEKNOLOGI BUTON RAYA,SULAWESI TENGGARA,TERAKREDITASI,26400000.0,SULAWESI TENGGARA - Menengah (15-40 Jt) - Baik,-
UNIVERSITAS DAYANU IKHSANUDDIN,SULAWESI TENGGARA,BAIK SEKALI,18700000.0,SULAWESI TENGGARA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin
INSTITUT SAINS TEKNOLOGI DAN KESEHATAN 'AISYIYAH KENDARI,SULAWESI TENGGARA,BAIK,12500000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI ENAM ENAM KENDARI,SULAWESI TENGGARA,BAIK SEKALI,9000000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS MUHAMMADIYAH BUTON,SULAWESI TENGGARA,BAIK SEKALI,7700000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-buton
SEKOLAH TINGGI ILMU KESEHATAN KARYA KESEHATAN,SULAWESI TENGGARA,BAIK,5500000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SAINS ISLAM AL MAWADDAH WARRAHMAH KOLAKA,SULAWESI TENGGARA,BAIK,5160000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
STKIP PELITA NUSANTARA BUTON,SULAWESI TENGGARA,BAIK,5100000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA,SULAWESI TENGGARA,BAIK,5000000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KOMPUTER 22 JANUARI KENDARI,SULAWESI TENGGARA,BAIK,5000000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUSLIM BUTON,SULAWESI TENGGARA,BAIK,5000000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN MUHAMMADIYAH MUNA BARAT,SULAWESI TENGGARA,BAIK,4800000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KARYA PERSADA MUNA,SULAWESI TENGGARA,BAIK,4800000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
STMIK CATUR SAKTI KENDARI,SULAWESI TENGGARA,BAIK,4300000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT MEKONGGA,SULAWESI TENGGARA,BAIK,2777000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH WAKATOBI,SULAWESI TENGGARA,BAIK,2189999.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI KELAUTAN BUTON,SULAWESI TENGGARA,BAIK,2000000.0,SULAWESI TENGGARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISTEN INDONESIA TOMOHON,SULAWESI UTARA,BAIK,52160000.0,SULAWESI UTARA - Mahal (40-100 Jt) - Baik,-
UNIVERSITAS KATOLIK DE LA SALLE,SULAWESI UTARA,B,19270000.0,SULAWESI UTARA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-katolik-de-la-salle
UNIVERSITAS KLABAT,SULAWESI UTARA,B,18125000.0,SULAWESI UTARA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-klabat
UNIVERSITAS MUHAMMADIYAH MANADO,SULAWESI UTARA,BAIK,17850000.0,SULAWESI UTARA - Menengah (15-40 Jt) - Baik,-
SEKOLAH TINGGI BISNIS DAN MANAJEMEN DUA SAUDARA,SULAWESI UTARA,BAIK,16750000.0,SULAWESI UTARA - Menengah (15-40 Jt) - Baik,-
SEKOLAH TINGGI ILMU PARIWISATA MANADO,SULAWESI UTARA,BAIK,10400000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI MINAESA,SULAWESI UTARA,BAIK,10000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KESEHATAN DAN TEKNOLOGI JAINUDDIN,SULAWESI UTARA,BAIK,10000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN BETHESDA TOMOHON,SULAWESI UTARA,BAIK,9350000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PRISMA,SULAWESI UTARA,TIDAK TERAKREDITASI,9000000.0,SULAWESI UTARA - Terjangkau (5-15 Jt) - Baik,-
