institution_name,province,campus_accreditation,average_yearly_fee,kategori_final,link
STIKES AL-ISLAM YOGYAKARTA,DI YOGYAKARTA,BAIK,9600000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
ASM MARSUDIRINI SANTA MARIA,DI YOGYAKARTA,BAIK,9580000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN SURYA GLOBAL YOGYAKARTA,DI YOGYAKARTA,BAIK,9300000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI PEMBANGUNAN MASYARAKAT DESA APMD,DI YOGYAKARTA,B,9150000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN BANTUL,DI YOGYAKARTA,BAIK,8800000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU MANAJEMEN YKPN YOGYAKARTA,DI YOGYAKARTA,BAIK SEKALI,8300000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS ALMA ATA,DI YOGYAKARTA,B,8000000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-alma-ata
STIKIP CATUR SAKTI,DI YOGYAKARTA,BAIK,8000000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN NOTOKUSUMO YOGYAKARTA,DI YOGYAKARTA,BAIK SEKALI,7950000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS COKROAMINOTO YOGYAKARTA,DI YOGYAKARTA,BAIK SEKALI,7500000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-cokroaminoto-yogyakarta
SEKOLAH TINGGI ILMU BISNIS KUMALA NUSA,DI YOGYAKARTA,BAIK,7340000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS CENDEKIA MITRA INDONESIA,DI YOGYAKARTA,BAIK,6950000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM MULIA YOGYAKARTA,DI YOGYAKARTA,BAIK,6500000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI MARITIM YOGYAKARTA,DI YOGYAKARTA,TERAKREDITASI,6250000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI WIDYA WIWAHA,DI YOGYAKARTA,B,6250000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-widya-wiwaha
IKIP PGRI WATES,DI YOGYAKARTA,BAIK SEKALI,6140000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI SENI RUPA DAN DESAIN VISI INDONESIA,DI YOGYAKARTA,B,6050000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI ISTI EKATANA UPAWEDA,DI YOGYAKARTA,BAIK,5600000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS GUNUNG KIDUL,DI YOGYAKARTA,BAIK,5200000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS AISYIYAH YOGYAKARTA,DI YOGYAKARTA,UNGGUL,5000000.0,DI YOGYAKARTA - Menengah (15-40 Jt) - Unggul (A),-
SEKOLAH TINGGI ILMU EKONOMI SBI,DI YOGYAKARTA,B,4565000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),-
UNIVERSITAS WIDYA MATARAM,DI YOGYAKARTA,B,4250000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-widya-mataram
SEKOLAH TINGGI TEKNOLOGI NASIONAL,DI YOGYAKARTA,BAIK,4000000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-nasional
UNIVERSITAS PROKLAMASI 45,DI YOGYAKARTA,B,4000000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-proklamasi-45
UNIVERSITAS MAHAKARYA ASIA,DI YOGYAKARTA,BAIK,2990000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS SIBER MUHAMMADIYAH,DI YOGYAKARTA,BAIK,2340000.0,DI YOGYAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,DKI JAKARTA,A,289650000.0,DKI JAKARTA - Sultan (> 100 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-katolik-indonesia-atma-jaya
UNIVERSITAS YARSI,DKI JAKARTA,B,262250000.0,DKI JAKARTA - Sultan (> 100 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-yarsi
UNIVERSITAS TRISAKTI,DKI JAKARTA,A,168450000.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-trisakti
UNIVERSITAS PANCASILA,DKI JAKARTA,A,136680000.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-pancasila
UNIVERSITAS PERTAMINA,DKI JAKARTA,BAIK,126000000.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-pertamina
UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,DKI JAKARTA,BAIK SEKALI,114980000.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-jakarta
UNIVERSITAS BINA NUSANTARA,DKI JAKARTA,UNGGUL,95259501.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),https://campus.quipper.com/directory/binus-university
SEKOLAH TINGGI ILMU KESEHATAN BUDI KEMULIAAN,DKI JAKARTA,BAIK,85850000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KALBIS,DKI JAKARTA,BAIK SEKALI,78860000.0,DKI JAKARTA - Sultan (> 100 Jt) - Unggul (A),-
UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,DKI JAKARTA,UNGGUL,75800000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka
INSTITUT IPMI,DKI JAKARTA,BAIK SEKALI,65000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
INSTITUT PARIWISATA TRISAKTI,DKI JAKARTA,UNGGUL,64250000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),-
UNIVERSITAS TARUMANAGARA,DKI JAKARTA,A,60100000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/universitas-tarumanagara
UNIVERSITAS KRISTEN KRIDA WACANA,DKI JAKARTA,C,56000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-kristen-krida-wacana
INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,B,55500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
LONDON SCHOOL OF PUBLIC RELATIONS,DKI JAKARTA,A,52500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/london-school-of-public-relations
INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,DKI JAKARTA,BAIK SEKALI,51500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS PRASETIYA MULYA,DKI JAKARTA,BAIK SEKALI,51000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-prasetiya-mulya
SAE INDONESIA,DKI JAKARTA,B,50000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sae-indonesia
INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,DKI JAKARTA,BAIK SEKALI,48675030.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI KUSUMA NEGARA,DKI JAKARTA,BAIK,45000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN RSPAD GATOT SOEBROTO,DKI JAKARTA,BAIK,40600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,B,40500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-krisnadwipayana
SEKOLAH TINGGI FILSAFAT THEOLOGI JAKARTA,DKI JAKARTA,B,39250000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-filsafat-theologi-jakarta
UNIVERSITAS ARY GINANJAR,DKI JAKARTA,BAIK,38200000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
BINUS UNIVERSITY,DKI JAKARTA,A,35300000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/binus-university
UNIVERSITAS PARAMADINA,DKI JAKARTA,B,34550000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-paramadina
UNIVERSITAS BAKRIE,DKI JAKARTA,B,32750000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bakrie
SEKOLAH TINGGI ILMU KESEHATAN SINT CAROLUS,DKI JAKARTA,B,32400000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-sint-carolus
UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,DKI JAKARTA,UNGGUL,32325000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),-
SEKOLAH TINGGI MANAJEMEN PPM,DKI JAKARTA,UNGGUL,32250000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),-
UNIVERSITAS NAHDLATUL ULAMA INDONESIA,DKI JAKARTA,BAIK SEKALI,31100000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS ESA UNGGUL,DKI JAKARTA,B,31025000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-esa-unggul
UNIVERSITAS PROF DR MOESTOPO,DKI JAKARTA,B,31000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BOROBUDUR,DKI JAKARTA,C,30600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/universitas-borobudur
UNIVERSITAS KRISTEN INDONESIA,DKI JAKARTA,B,30000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-kristen-indonesia
SEKOLAH TINGGI ILMU KESEHATAN PASAR REBO,DKI JAKARTA,BAIK,29000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT BISNIS DAN INFORMATIKA KWIK KIAN GIE,DKI JAKARTA,BAIK SEKALI,29000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/institut-bisnis-dan-informatika-kwik-kian-gie
UNIVERSITAS AGUNG PODOMORO,DKI JAKARTA,BAIK SEKALI,28000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-podomoro
UNIVERSITAS BHAKTI PERTIWI INDONESIA,DKI JAKARTA,BAIK,28000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN IKIFA,DKI JAKARTA,BAIK,27600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS JAYABAYA,DKI JAKARTA,UNGGUL,26750000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-jayabaya
TRISAKTI SCHOOL OF MANAGEMENT,DKI JAKARTA,A,26500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/trisakti-school-of-management
SEKOLAH TINGGI ILMU KESEHATAN ABDI NUSANTARA,DKI JAKARTA,BAIK,26400000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS NASIONAL,DKI JAKARTA,A,25501000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-nasional
INSTITUT KESEHATAN DAN TEKNOLOGI PONDOK KARYA PEMBANGUNAN,DKI JAKARTA,BAIK,25200000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,B,24511201.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
STIE INDONESIA BANKING SCHOOL,DKI JAKARTA,B,24300000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/stie-indonesia-banking-school
UNIVERSITAS TANRI ABENG,DKI JAKARTA,BAIK SEKALI,24000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-tanri-abeng
PPM SCHOOL OF MANAGEMENT,DKI JAKARTA,A,23500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://rencanamu.id/cari-kampus/sekolah-tinggi-manajemen-ppm
UNIVERSITAS BINAWAN,DKI JAKARTA,C,23100000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-binawan
UNIVERSITAS NUSA MANDIRI,DKI JAKARTA,B,23000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stmik-nusa-mandiri
UNIVERSITAS BUDI LUHUR,DKI JAKARTA,B,23000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-budi-luhur
SEKOLAH TINGGI ILMU KESEHATAN PERTAMEDIKA,DKI JAKARTA,B,22800000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-pertamina-bina-medika
SEKOLAH TINGGI ILMU KESEHATAN SUMBER WARAS,DKI JAKARTA,BAIK,22460000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS PERSADA INDONESIA YAI,DKI JAKARTA,BAIK SEKALI,22250000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-persada-indonesia-yai
UNIVERSITAS BHAYANGKARA JAKARTA RAYA,DKI JAKARTA,B,22075000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bhayangkara-jakarta-raya
UNIVERSITAS SATYAGAMA,DKI JAKARTA,BAIK,21600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-satyagama
INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,DKI JAKARTA,B,21500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS BUNDA MULIA,DKI JAKARTA,B,20500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bunda-mulia-ubm
INSTITUT TEKNOLOGI DAN BISNIS KALBIS,DKI JAKARTA,C,20500000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/institut-teknologi-dan-bisnis-kalbis
SEKOLAH TINGGI FILSAFAT DRIYARKARA,DKI JAKARTA,UNGGUL,20450000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/sekolah-tinggi-filsafat-driyarkara
UNIVERSITAS AL AZHAR INDONESIA,DKI JAKARTA,B,20000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-al-azhar-indonesia
UNIVERSITAS SIBER INDONESIA,DKI JAKARTA,BAIK,20000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI DESAIN LASALLE,DKI JAKARTA,BAIK,19979220.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI TRISAKTI,DKI JAKARTA,UNGGUL,19780000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),-
SEKOLAH TINGGI ILMU KESEHATAN KERIS HUSADA,DKI JAKARTA,BAIK,19500000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS AL-AZHAR INDONESIA,DKI JAKARTA,UNGGUL,19230000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),-
UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,DKI JAKARTA,B,19225001.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-marsekal-suryadarma
INSTITUT TEKNOLOGI PLN,DKI JAKARTA,B,19000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/institut-teknologi-pln
SEKOLAH TINGGI ILMU KESEHATAN FATMAWATI,DKI JAKARTA,BAIK,18950000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KOMUNIKASI INTER STUDI,DKI JAKARTA,BAIK,18900000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI DESAIN INTERSTUDI,DKI JAKARTA,B,18900000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-desain-interstudi
INSTITUT MEDIA DIGITAL EMTEK,DKI JAKARTA,BAIK,18730000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MEDIA NUSANTARA CITRA,DKI JAKARTA,BAIK SEKALI,18650000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS SATYA NEGARA INDONESIA,DKI JAKARTA,B,18250000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-satya-negara-indonesia
SEKOLAH TINGGI ILMU KESEHATAN RS HUSADA,DKI JAKARTA,BAIK,18000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-husada
SEKOLAH TINGGI ILMU EKONOMI INDONESIA JAKARTA,DKI JAKARTA,BAIK SEKALI,16162500.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
INSTITUT ILMU SOSIAL DAN ILMU POLITIK JAKARTA,DKI JAKARTA,BAIK,16000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/institut-ilmu-sosial-dan-ilmu-politik-jakarta
SEKOLAH TINGGI MANAJEMEN ASURANSI TRISAKTI,DKI JAKARTA,BAIK SEKALI,16000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-manajemen-asuransi-trisakti
UNIVERSITAS SAHID,DKI JAKARTA,UNGGUL,15450000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-sahid
SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,DKI JAKARTA,BAIK,15225000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,DKI JAKARTA,BAIK,15160000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU KESEHATAN PAMENTAS,DKI JAKARTA,BAIK,15000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
INSTITUT KESEHATAN INDONESIA,DKI JAKARTA,BAIK,15000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/institut-kesehatan-indonesia
SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,DKI JAKARTA,C,15000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://rencanamu.id/cari-kampus/sekolah-tinggi-manajemen-risiko-dan-asuransi
UNIVERSITAS SAHID JAKARTA,DKI JAKARTA,B,14500000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://rencanamu.id/cari-kampus/universitas-sahid-jakarta
INSTITUT BISNIS NUSANTARA,DKI JAKARTA,BAIK,14472500.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/institut-bisnis-nusantara
UNIVERSITAS RESPATI INDONESIA,DKI JAKARTA,B,14400000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-respati-indonesia
SEKOLAH TINGGI ILMU KESEHATAN MAYAPADA,DKI JAKARTA,BAIK,14300000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI MEDIA KOMUNIKASI TRISAKTI,DKI JAKARTA,BAIK,14300000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI PERPAJAKAN INDONESIA,DKI JAKARTA,B,14150000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-perpajakan-indonesia
INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN,DKI JAKARTA,B,14000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS TEKNOLOGI MUHAMMADIYAH JAKARTA,DKI JAKARTA,BAIK SEKALI,13805000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU KESEHATAN PGI CIKINI,DKI JAKARTA,BAIK,13000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS ISLAM JAKARTA,DKI JAKARTA,B,12950000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-islam-jakarta
STMIK KUWERA,DKI JAKARTA,BAIK,12775000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS TRILOGI,DKI JAKARTA,B,12750000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-trilogi
INSTITUT BISNIS DAN MULTIMEDIA ASMI JAKARTA,DKI JAKARTA,BAIK,12630000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
STIE UNISADHUGUNA,DKI JAKARTA,BAIK,12600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS IBNU CHALDUN,DKI JAKARTA,BAIK,12600000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS LIA,DKI JAKARTA,BAIK,12400000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS DARMA PERSADA,DKI JAKARTA,B,12200000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-darma-persada
UNIVERSITAS TAMA JAGAKARSA,DKI JAKARTA,BAIK,12200000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU EKONOMI YAI,DKI JAKARTA,BAIK,12100000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI MANAJEMEN PARIWISATA DAN LOGISTIK LENTERA MONDIAL,DKI JAKARTA,BAIK,12000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
SEKOLAH TINGGI ILMU HUKUM ADHYAKSA,DKI JAKARTA,BAIK SEKALI,12000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS INDONESIA MAJU,DKI JAKARTA,BAIK,12000000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,https://campus.quipper.com/directory/universitas-indonesia-maju
UNIVERSITAS MITRA BANGSA,DKI JAKARTA,BAIK SEKALI,11600000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS MPU TANTULAR,DKI JAKARTA,B,11337000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-mpu-tantular
INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,DKI JAKARTA,BAIK SEKALI,10831250.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS ASA INDONESIA,DKI JAKARTA,BAIK SEKALI,10650000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
SEKOLAH TINGGI ILMU EKONOMI WIYATAMANDALA,DKI JAKARTA,BAIK,10050000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
UNIVERSITAS MERCU BUANA,DKI JAKARTA,UNGGUL,10000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Unggul (A),https://campus.quipper.com/directory/universitas-mercu-buana
UNIVERSITAS BUNG KARNO,DKI JAKARTA,B,10000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-bung-karno
SEKOLAH TINGGI ILMU EKONOMI BHAKTI PEMBANGUNAN,DKI JAKARTA,B,9870000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
STIH LITIGASI,DKI JAKARTA,BAIK,9750000.0,DKI JAKARTA - Terjangkau (5-15 Jt) - Baik,-
STIE JAKARTA INTERNATIONAL COLLEGE,DKI JAKARTA,B,9685000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/stie-jakarta-international-college
UNIVERSITAS DIAN NUSANTARA,DKI JAKARTA,BAIK SEKALI,9400000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),-
UNIVERSITAS INDRAPRASTA PGRI,DKI JAKARTA,B,9150000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/universitas-indraprasta-pgri
SEKOLAH TINGGI MANAJEMEN LABORA,DKI JAKARTA,B,9000000.0,DKI JAKARTA - Menengah (15-40 Jt) - Baik Sekali (B),https://campus.quipper.com/directory/sekolah-tinggi-manajemen-labora
