institution_code,institution_name,akreditasi_kampus,address,provinsi,faculty,prodi,akreditasi_prodi,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
rencanamu-3150,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,PENDIDIKAN EKONOMI,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3151,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,PENDIDIKAN MATEMATIKA,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3152,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,TEKNIK SIPIL,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3153,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,KESEHATAN DAN KESELAMATAN KERJA,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3154,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,ARSITEKTUR,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3155,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,TEKNIK SIPIL,C,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3156,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,ILMU ADMINISTRASI NEGARA,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3157,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,ILMU HUKUM,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3158,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,AKUNTANSI,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3159,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,MANAJEMEN,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3160,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,AGROTEKNOLOGI,B,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3161,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,KEHUTANAN,C,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3162,UNIVERSITAS 17 AGUSTUS 1945 SAMARINDA,-,-,KALIMANTAN TIMUR,UMUM,PSIKOLOGI,C,3697500,3697500,29580000,7395000,7395000,29580000
rencanamu-3163,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-3164,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-3165,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-3166,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,TEKNIK INFORMATIKA,B,-,-,-,-,-,-
rencanamu-3167,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,TEKNIK ELEKTRO,B,-,-,-,-,-,-
rencanamu-3168,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,ARSITEKTUR,B,-,-,-,-,-,-
rencanamu-3169,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,ILMU PEMERINTAHAN,B,-,-,-,-,-,-
rencanamu-3170,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,ILMU KOMUNIKASI,B,-,-,-,-,-,-
rencanamu-3171,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,AGROTEKNOLOGI,B,-,-,-,-,-,-
rencanamu-3172,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,AGRIBISNIS,B,-,-,-,-,-,-
rencanamu-3173,UNIVERSITAS ICHSAN GORONTALO,B,-,GORONTALO,UMUM,TEKNIK HASIL PERTANIAN,B,-,-,-,-,-,-
rencanamu-3174,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,MUAMALAT,-,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3175,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,AL-AHWAL AL-SYAKHSIYAH,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3176,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3177,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PENDIDIKAN AGAMA ISLAM,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3178,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA ARAB,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3179,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PENDIDIKAN GURU MI,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3180,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,AKUNTANSI,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3181,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,EKONOMI PEMBANGUNAN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3182,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,ILMU KOMUNIKASI,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3183,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,MANAJEMEN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3184,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,ARSITEKTUR,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3185,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK ELEKTRO,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3186,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK INDUSTRI,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3187,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK KIMIA,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3188,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK MESIN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3189,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK SIPIL,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3190,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,ILMU HUKUM,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3191,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,SASTRA ARAB,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3192,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,SASTRA INDONESIA,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3193,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,SASTRA INGGRIS,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3194,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,BUDIDAYA PERAIRAN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3195,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,ILMU KELAUTAN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3196,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PEMANFAATAN SUMBER DAYA PERIKANAN,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3197,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK PERTAMBANGAN,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3198,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,AGRIBISNIS,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3199,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,AGROTEKNOLOGI,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3200,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PENDIDIKAN DOKTER,A,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3201,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,TEKNIK INFORMATIKA,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3202,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,ILMU KEPERAWATAN,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3203,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,KESEHATAN MASYARAKAT,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3204,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,FARMASI,B,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3205,UNIVERSITAS MUSLIM INDONESIA MAKASSAR,A,-,SULAWESI SELATAN,UMUM,PENDIDIKAN DOKTER GIGI,C,3975000,3975000,31800000,7950000,7950000,31800000
rencanamu-3206,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,HUKUM EKONOMI SYARIAH,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3207,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,AL-AHWAL AL-SYAKHSIYAH,C,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3208,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,KOMUNIKASI DAN PENYIARAN ISLAM,-,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3209,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA ARAB,C,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3210,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN AGAMA ISLAM,A,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3211,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,AKUNTANSI,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3212,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,EKONOMI PEMBANGUNAN,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3213,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,MANAJEMEN,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3214,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,AGRIBISNIS,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3215,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,BUDIDAYA PERAIRAN,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3216,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,KEHUTANAN,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3217,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3218,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA INGGRIS,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3219,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN FISIKA,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3220,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN GURU SD,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3221,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN MATEMATIKA,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3222,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,-,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3223,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN SENI RUPA,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3224,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN SOSIOLOGI,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3225,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK ELEKTRO,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3226,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK SIPIL,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3227,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,TEKNOLOGI PENDIDIKAN,C,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3228,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN DOKTER,B,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3229,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,ILMU ADMINISTRASI NEGARA,A,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3230,UNIVERSITAS MUHAMMADIYAH MAKASSAR,B,-,SULAWESI SELATAN,UMUM,ILMU PEMERINTAHAN,A,1875000,1875000,15000000,3750000,3750000,15000000
rencanamu-3231,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,AKUNTANSI,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3232,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,MANAJEMEN,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3233,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,ILMU HUKUM,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3234,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,TEKNIK ELEKTRO,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3235,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,TEKNIK INFORMATIKA,C,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3236,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,TEKNIK MESIN,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3237,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,TEKNIK SIPIL,B,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3238,UNIVERSITAS ATMA JAYA MAKASSAR,C,-,SULAWESI SELATAN,UMUM,PSIKOLOGI,-,5000000,5000000,40000000,10000000,10000000,40000000
rencanamu-3239,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,AKUNTANSI,B,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3240,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,MANAJEMEN,B,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3241,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,ILMU HUKUM,B,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3242,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,TEKNIK ELEKTRO,B,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3243,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,TEKNIK INFORMATIKA,C,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3244,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,TEKNIK KIMIA,-,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3245,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,TEKNIK MESIN,B,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3246,UNIVERSITAS KRISTEN INDONESIA PAULUS,B,-,SULAWESI SELATAN,UMUM,TEKNIK SIPIL,C,4350000,4350000,34800000,8700000,8700000,34800000
rencanamu-3247,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN MATEMATIKA,B,-,-,-,-,-,-
rencanamu-3248,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,BIOLOGI,B,-,-,-,-,-,-
rencanamu-3249,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,FISIKA,B,-,-,-,-,-,-
rencanamu-3250,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,KIMIA,B,-,-,-,-,-,-
rencanamu-3251,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,MATEMATIKA,B,-,-,-,-,-,-
rencanamu-3252,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,-,-,-,-,-,-
rencanamu-3253,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-3254,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN BIOLOGI,B,-,-,-,-,-,-
rencanamu-3255,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN GURU SD,C,-,-,-,-,-,-
rencanamu-3256,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B,-,-,-,-,-,-
rencanamu-3257,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,AGRIBISNIS,B,-,-,-,-,-,-
rencanamu-3258,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,AGROTEKNOLOGI,B,-,-,-,-,-,-
rencanamu-3259,UNIVERSITAS COKROAMINOTO PALOPO,B,-,SULAWESI SELATAN,UMUM,TEKNIK INFORMATIKA,B,-,-,-,-,-,-
rencanamu-3260,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,ILMU KOMUNIKASI,B,-,-,-,-,-,-
rencanamu-3261,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-3262,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,HUBUNGAN INTERNASIONAL,B,-,-,-,-,-,-
rencanamu-3263,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,SASTRA INGGRIS,B,-,-,-,-,-,-
rencanamu-3264,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-3265,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK ELEKTRO,B,-,-,-,-,-,-
rencanamu-3266,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK SIPIL,B,-,-,-,-,-,-
rencanamu-3267,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK MESIN,C,-,-,-,-,-,-
rencanamu-3268,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,TEKNIK KIMIA,C,-,-,-,-,-,-
rencanamu-3269,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,ARSITEKTUR,B,-,-,-,-,-,-
rencanamu-3270,UNIVERSITAS FAJAR,B,-,SULAWESI SELATAN,UMUM,BINAWISATA,B,-,-,-,-,-,-
rencanamu-3271,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN SEJARAH,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3272,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,ILMU EKONOMI,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3273,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN BAHASA INGGRIS,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3274,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN MATEMATIKA,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3275,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,ILMU HUKUM,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3276,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,ILMU ADMINISTRASI NEGARA,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3277,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,SOSIOLOGI,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3278,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,MANAJEMEN PERUSAHAAN,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3279,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,AKUNTANSI,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3280,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,BUDIDAYA PERAIRAN,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3281,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,AGROEKOTEKNOLOGI,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3282,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,TEKNIK SIPIL,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3283,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,TEKNIK MESIN,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3284,UNIVERSITAS DAYANU IKHSANUDDIN,-,-,SULAWESI TENGGARA,UMUM,TEKNIK INFORMATIKA,C,2000000,2000000,16000000,4000000,4000000,16000000
rencanamu-3285,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,TEKNIK SIPIL,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3286,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,AGRIBISNIS,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3287,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,AKUNTANSI,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3288,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,ILMU PEMERINTAHAN,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3289,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,ILMU KOMUNIKASI,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3290,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,ILMU HUKUM,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3291,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,BIMBINGAN DAN KONSELING,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3292,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3293,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3294,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN BIOLOGI,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3295,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,PENDIDIKAN ANAK USIA DINI,C,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3296,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,ILMU PENDIDIKAN AGAMA ISLAM,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3297,UNIVERSITAS MUHAMMADIYAH BUTON,-,-,SULAWESI TENGGARA,UMUM,HUKUM KELUARGA,B,925000,925000,7400000,1850000,1850000,7400000
rencanamu-3298,UNIVERSITAS MUHAMMADIYAH PALU,-,-,SULAWESI TENGAH,UMUM,MANAJEMEN,C,2650000,2650000,21200000,5300000,5300000,21200000
