institution_code,institution_name,akreditasi_kampus,address,provinsi,faculty,prodi,akreditasi_prodi,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
rencanamu-2987,INSTITUT PERTANIAN STIPER YOGYAKARTA,-,-,DI YOGYAKARTA,UMUM,KEHUTANAN,C,3500000,3500000,28000000,7000000,7000000,28000000
rencanamu-2988,INSTITUT PERTANIAN STIPER YOGYAKARTA,-,-,DI YOGYAKARTA,UMUM,BUDIDAYA HUTAN,C,3500000,3500000,28000000,7000000,7000000,28000000
rencanamu-2989,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,AKUNTANSI,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2990,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,MANAJEMEN,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2991,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,AGRIBISNIS,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2992,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,AGROTEKNOLOGI,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2993,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,TEKNIK SIPIL,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2994,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,ILMU HUKUM,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2995,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,PENDIDIKAN DOKTER GIGI,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2996,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,PENDIDIKAN PROFESI DOKTER GIGI,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2997,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,A,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2998,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,PENDIDIKAN BAHASA INGGRIS,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-2999,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,PENDIDIKAN MATEMATIKA,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-3000,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,BIOLOGI,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-3001,UNIVERSITAS MAHASARASWATI DENPASAR,-,-,BALI,UMUM,ILMU SEJARAH,B,1500000,1500000,12000000,3000000,3000000,12000000
rencanamu-3002,STIMIK,-,-,BALI,UMUM,TEKNIK INFORMATIKA,-,4042500,4042500,32340000,8085000,8085000,32340000
rencanamu-3003,STIMIK,-,-,BALI,UMUM,SISTEM KOMPUTER,-,4042500,4042500,32340000,8085000,8085000,32340000
rencanamu-3004,POLITEKNIK INTERNASIONAL BALI,-,-,BALI,UMUM,MANAJEMEN PERHOTELAN,-,-,-,-,-,-,-
rencanamu-3005,POLITEKNIK INTERNASIONAL BALI,-,-,BALI,UMUM,PERHOTELAN,-,-,-,-,-,-,-
rencanamu-3006,POLITEKNIK INTERNASIONAL BALI,-,-,BALI,UMUM,CULINARY ARTS,-,-,-,-,-,-,-
rencanamu-3007,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,AKUNTANSI,C,-,-,-,-,-,-
rencanamu-3008,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-3009,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,D4 PERHOTELAN,C,-,-,-,-,-,-
rencanamu-3010,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,PENDIDIKAN GURU PAUD,B,-,-,-,-,-,-
rencanamu-3011,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,PENDIDIKAN KESEJAHTERAAN KELUARGA,C,-,-,-,-,-,-
rencanamu-3012,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,SASTRA INGGRIS,C,-,-,-,-,-,-
rencanamu-3013,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,FISIOTERAPI,B,-,-,-,-,-,-
rencanamu-3014,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,ILMU GIZI,C,-,-,-,-,-,-
rencanamu-3015,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,ILMU KESEHATAN MASYARAKAT,B,-,-,-,-,-,-
rencanamu-3016,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,ILMU PSIKOLOGI,C,-,-,-,-,-,-
rencanamu-3017,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,PEREKAM DAN INFORMASI KESEHATAN,B,-,-,-,-,-,-
rencanamu-3018,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,BIOLOGI,B,-,-,-,-,-,-
rencanamu-3019,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,ILMU KOMPUTER,-,-,-,-,-,-,-
rencanamu-3020,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,SISTEM INFORMASI,C,-,-,-,-,-,-
rencanamu-3021,UNIVERSITAS DHYANA PURA,B,-,BALI,UMUM,MANAJEMEN PEMASARAN,C,-,-,-,-,-,-
rencanamu-3022,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-3023,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B,-,-,-,-,-,-
rencanamu-3024,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA DAERAH,B,-,-,-,-,-,-
rencanamu-3025,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,PENDIDIKAN GURU SD,C,-,-,-,-,-,-
rencanamu-3026,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,PENDIDIKAN BAHASA INGGRIS,C,-,-,-,-,-,-
rencanamu-3027,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,ARSITEKTUR,B,-,-,-,-,-,-
rencanamu-3028,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,ILMU KOMUNIKASI,B,-,-,-,-,-,-
rencanamu-3029,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,AGROTEKNOLOGI,B,-,-,-,-,-,-
rencanamu-3030,UNIVERSITAS DWIJENDRA,B,-,BALI,UMUM,AGRIBISNIS,B,-,-,-,-,-,-
rencanamu-3031,STKIP BIMA,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN MATEMATIKA,C,-,-,-,-,-,-
rencanamu-3032,STKIP BIMA,-,-,NUSA TENGGARA BARAT,UMUM,BIMBINGAN DAN KONSELING,B,-,-,-,-,-,-
rencanamu-3033,STKIP BIMA,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN FISIKA,C,-,-,-,-,-,-
rencanamu-3034,STKIP BIMA,-,-,NUSA TENGGARA BARAT,UMUM,SOSIOLOGI,C,-,-,-,-,-,-
rencanamu-3035,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,TEKNIK SIPIL,B,-,-,-,-,-,-
rencanamu-3036,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PERENCANAAN WILAYAH DAN KOTA,B,-,-,-,-,-,-
rencanamu-3037,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,TEKNIK PERTANIAN,B,-,-,-,-,-,-
rencanamu-3038,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,TEKNOLOGI HASIL PERTANIAN,C,-,-,-,-,-,-
rencanamu-3039,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ILMU ADMINISTRASI NEGARA,B,-,-,-,-,-,-
rencanamu-3040,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ILMU ADMINISTRASI NIAGA,B,-,-,-,-,-,-
rencanamu-3041,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ILMU PEMERINTAHAN,B,-,-,-,-,-,-
rencanamu-3042,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-3043,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN FISIKA,B,-,-,-,-,-,-
rencanamu-3044,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN MATEMATIKA,C,-,-,-,-,-,-
rencanamu-3045,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN GEOGRAFI,B,-,-,-,-,-,-
rencanamu-3046,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,B,-,-,-,-,-,-
rencanamu-3047,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,-,-,-,-,-,-
rencanamu-3048,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-3049,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN SEJARAH,C,-,-,-,-,-,-
rencanamu-3050,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA ARAB,C,-,-,-,-,-,-
rencanamu-3051,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,KEBIDANAN,C,-,-,-,-,-,-
rencanamu-3052,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,FARMASI,C,-,-,-,-,-,-
rencanamu-3053,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,TEKNIK PERTAMBANGAN,C,-,-,-,-,-,-
rencanamu-3054,UNIVERSITAS MUHAMMADIYAH MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ILMU PERPUSTAKAAN,B,-,-,-,-,-,-
rencanamu-3055,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,TEKNOLOGI PENDIDIKAN,-,-,-,-,-,-,-
rencanamu-3056,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,BIMBINGAN DAN KONSELING,-,-,-,-,-,-,-
rencanamu-3057,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,ADMINISTRASI PENDIDIKAN,-,-,-,-,-,-,-
rencanamu-3058,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN LUAR SEKOLAH,-,-,-,-,-,-,-
rencanamu-3059,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,MATEMATIKA,C,-,-,-,-,-,-
rencanamu-3060,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,FISIKA,-,-,-,-,-,-,-
rencanamu-3061,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,KIMIA,-,-,-,-,-,-,-
rencanamu-3062,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,BIOLOGI,-,-,-,-,-,-,-
rencanamu-3063,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA INGGRIS,C,-,-,-,-,-,-
rencanamu-3064,IKIP MATARAM,-,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN OLAHRAGA DAN KESEHATAN,C,-,-,-,-,-,-
rencanamu-3065,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,SISTEM INFORMASI,B,-,-,-,-,-,-
rencanamu-3066,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,TEKNIK INFORMATIKA,B,-,-,-,-,-,-
rencanamu-3067,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,TEKNIK KOMPUTER,-,-,-,-,-,-,-
rencanamu-3068,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,TEKNIK LINGKUNGAN,C,-,-,-,-,-,-
rencanamu-3069,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,STATISTIKA,C,-,-,-,-,-,-
rencanamu-3070,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN MATEMATIKA,B,-,-,-,-,-,-
rencanamu-3071,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BIOLOGI,B,-,-,-,-,-,-
rencanamu-3072,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN FISIKA,B,-,-,-,-,-,-
rencanamu-3073,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN INFORMATIKA,B,-,-,-,-,-,-
rencanamu-3074,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,FARMASI,C,-,-,-,-,-,-
rencanamu-3075,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA INDONESIA,B,-,-,-,-,-,-
rencanamu-3076,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-3077,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,"PENDIDIKAN SENI DRAMA, TARI DAN MUSIK",B,-,-,-,-,-,-
rencanamu-3078,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,BIMBINGAN DAN KONSELING,B,-,-,-,-,-,-
rencanamu-3079,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN GURU SD,B,-,-,-,-,-,-
rencanamu-3080,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN GURU PAUD,B,-,-,-,-,-,-
rencanamu-3081,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,"PENDIDIKAN JASMANI, KESEHATAN DAN REKREASI",B,-,-,-,-,-,-
rencanamu-3082,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN EKONOMI,B,-,-,-,-,-,-
rencanamu-3083,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN SEJARAH,B,-,-,-,-,-,-
rencanamu-3084,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN GEOGRAFI,B,-,-,-,-,-,-
rencanamu-3085,UNIVERSITAS HAMZANWADI,B,-,NUSA TENGGARA BARAT,UMUM,PENDIDIKAN SOSIOLOGI,B,-,-,-,-,-,-
rencanamu-3086,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-3087,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,EKONOMI PEMBANGUNAN,C,-,-,-,-,-,-
rencanamu-3088,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,AKUNTANSI,C,-,-,-,-,-,-
rencanamu-3089,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,ILMU HUKUM,B,-,-,-,-,-,-
rencanamu-3090,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,TEKNIK SIPIL,C,-,-,-,-,-,-
rencanamu-3091,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,ARSITEKTUR,B,-,-,-,-,-,-
rencanamu-3092,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN SEJARAH,B,-,-,-,-,-,-
rencanamu-3093,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN FISIKA,C,-,-,-,-,-,-
rencanamu-3094,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,BAHASA DAN SASTRA INDONESIA,B,-,-,-,-,-,-
rencanamu-3095,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN EKONOMI,C,-,-,-,-,-,-
rencanamu-3096,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN MATEMATIKA,B,-,-,-,-,-,-
rencanamu-3097,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,C,-,-,-,-,-,-
rencanamu-3098,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,SASTRA INGGRIS,B,-,-,-,-,-,-
rencanamu-3099,UNIVERSITAS FLORES,B,-,NUSA TENGGARA TIMUR,UMUM,AGROTEKNOLOGI,C,-,-,-,-,-,-
rencanamu-3100,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,BIMBINGAN DAN KONSELING,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3101,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN BAHASA INGGRIS,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3102,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN FISIKA,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3103,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN BIOLOGI,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3104,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN KIMIA,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3105,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,PENDIDIKAN MATEMATIKA,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3106,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,TEKNIK SIPIL,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3107,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ARSITEKTUR,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3108,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,TEKNIK INFORMATIKA,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3109,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,MANAJEMEN,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3110,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,EKONOMI PEMBANGUNAN,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3111,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,AKUNTANSI,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3112,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ADMINISTRASI NEGARA,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3113,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ILMU PEMERINTAHAN,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3114,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ILMU KOMUNIKASI,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3115,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ILMU HUKUM,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3116,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,ILMU FILSAFAT,-,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3117,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,KIMIA,C,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3118,UNIVERSITAS KATOLIK WIDYA MANDIRA KUPANG,-,-,NUSA TENGGARA TIMUR,UMUM,BIOLOGI,B,1050000,1050000,8400000,2100000,2100000,8400000
rencanamu-3119,UNIVERSITAS PANCA BHAKTI,-,-,KALIMANTAN BARAT,UMUM,AGRIBISNIS,B,1100000,1100000,8800000,2200000,2200000,8800000
rencanamu-3120,UNIVERSITAS PANCA BHAKTI,-,-,KALIMANTAN BARAT,UMUM,AGROTEKNOLOGI,C,1100000,1100000,8800000,2200000,2200000,8800000
rencanamu-3121,UNIVERSITAS PANCA BHAKTI,-,-,KALIMANTAN BARAT,UMUM,MANAJEMEN,B,1100000,1100000,8800000,2200000,2200000,8800000
rencanamu-3122,UNIVERSITAS PANCA BHAKTI,-,-,KALIMANTAN BARAT,UMUM,ILMU HUKUM,B,1100000,1100000,8800000,2200000,2200000,8800000
rencanamu-3123,UNIVERSITAS PANCA BHAKTI,-,-,KALIMANTAN BARAT,UMUM,TEKNIK SIPIL,C,1100000,1100000,8800000,2200000,2200000,8800000
rencanamu-3124,POLITEKNIK TONGGAK EQUATOR,C,-,KALIMANTAN BARAT,UMUM,TEKNOLOGI PANGAN,B,-,-,-,-,-,-
rencanamu-3125,POLITEKNIK TONGGAK EQUATOR,C,-,KALIMANTAN BARAT,UMUM,BUDIDAYA TANAMAN PERKEBUNAN,B,-,-,-,-,-,-
rencanamu-3126,POLITEKNIK TONGGAK EQUATOR,C,-,KALIMANTAN BARAT,UMUM,BAHASA INGGRIS,B,-,-,-,-,-,-
rencanamu-3127,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,ILMU ADMINISTRASI NEGARA,C,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3128,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,ILMU KOMUNIKASI,B,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3129,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,BAHASA INGGRIS,C,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3130,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,BIMBINGAN KONSELING,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3131,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,KIMIA,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3132,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,EKONOMI SYARIAH,C,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3133,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,PETERNAKAN,B,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3134,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,AGRIBISNIS,B,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3135,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,TEKNIK INFORMATIKA,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3136,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,TEKNIK SIPIL,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3137,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,TEKNIK MESIN,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3138,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,ILMU KESEHATAN MASYARAKAT,C,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3139,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,ILMU HUKUM,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3140,UNIVERSITAS ISLAM KALIMANTAN M A B BANJARMASIN,-,-,KALIMANTAN SELATAN,UMUM,HUKUM EKONOMI SYARIAH,-,1650000,1650000,13200000,3300000,3300000,13200000
rencanamu-3141,STIE INDONESIA BANJARMASIN,B,-,KALIMANTAN SELATAN,UMUM,MANAJEMEN,B,-,-,-,-,-,-
rencanamu-3142,STIE INDONESIA BANJARMASIN,B,-,KALIMANTAN SELATAN,UMUM,AKUNTANSI,B,-,-,-,-,-,-
rencanamu-3143,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,ILMU HUKUM,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3144,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,AKUNTANSI,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3145,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,MANAJEMEN,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3146,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,SASTRA INGGRIS,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3147,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,TEKNIK ELEKTRO,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3148,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,TEKNIK MESIN,B,750000,750000,6000000,1500000,1500000,6000000
rencanamu-3149,UNIVERSITAS BALIKPAPAN,B,-,KALIMANTAN TIMUR,UMUM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,B,750000,750000,6000000,1500000,1500000,6000000
