quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
-,rencanamu-214,-,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A
-,rencanamu-214,-,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,ILMU KEDOKTERAN,KEDOKTERAN,S1,B
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,rencanamu-214,-,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,-,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
-,rencanamu-214,banpt-UNIVERSITAS MUHAMMADIYAH PROF. DR. HAMKA,-,-,TEKNIK MESIN,MESIN,S1,B
-,rencanamu-214,-,-,-,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,PENGETAHUAN SOSIAL,S1,B
-,rencanamu-214,-,-,-,PERPAJAKAN,PERPAJAKAN,S1,B
-,rencanamu-214,-,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,A
-,rencanamu-215,banpt-2401,-,-,AGRIBISNIS,AGRIBISNIS,S1,C
-,rencanamu-215,banpt-2401,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-2401,-,-,AKUAKULTUR,AKUAKULTUR,S1,BAIK
-,rencanamu-215,banpt-2401,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,B
-,-,banpt-2401,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,-,banpt-2401,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,TERAKREDITASI SEMENTARA
-,rencanamu-215,banpt-2401,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,C
-,rencanamu-215,banpt-2401,-,-,FARMASI,FARMASI,S1,B
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN GEOGRAFI,GEOGRAFI,S1,B
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,rencanamu-215,banpt-2401,-,-,KEPENDIDIKAN SEKOLAH DASAR & PRASEKOLAH,GURU SEKOLAH DASAR,S1,B
-,rencanamu-215,banpt-2401,-,-,ILMU HUKUM,HUKUM,S1,B
-,rencanamu-215,banpt-2401,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,C
-,rencanamu-215,banpt-2401,-,-,KEBIDANAN,KEBIDANAN,S1,C
-,-,banpt-2401,-,-,PENDIDIKAN DOKTER,KEDOKTERAN,S1,UNGGUL
-,rencanamu-215,banpt-2401,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,C
-,rencanamu-215,banpt-2401,-,-,TEKNIK KIMIA,KIMIA,S1,B
-,rencanamu-215,-,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
-,-,banpt-2401,-,-,TEKNIK MESIN,MESIN,S1,BAIK
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
-,rencanamu-215,banpt-2401,-,-,PSIKOLOGI,PSIKOLOGI,S1,C
-,rencanamu-215,banpt-2401,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,C
-,rencanamu-215,banpt-2401,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,B
-,rencanamu-215,banpt-2401,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,rencanamu-215,-,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,-
-,rencanamu-216,banpt-3310,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,rencanamu-216,banpt-3310,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,B
-,rencanamu-216,banpt-3310,-,-,PENDIDIKAN FISIKA,FISIKA,S1,B
-,rencanamu-216,banpt-3310,-,-,PENDIDIKAN GURU SD,GURU SEKOLAH DASAR,S1,C
-,rencanamu-216,banpt-3310,-,-,ILMU HUKUM,HUKUM,S1,C
-,rencanamu-216,banpt-3310,-,-,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-216,banpt-3310,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,B
-,rencanamu-216,banpt-3310,-,-,TEKNIK OTOMOTIF,OTOMOTIF,S1,B
-,rencanamu-216,banpt-3310,-,-,PETERNAKAN,PETERNAKAN,S1,B
-,rencanamu-216,banpt-3310,-,-,PSIKOLOGI,PSIKOLOGI,S1,C
-,rencanamu-216,banpt-3310,-,-,TEKNIK SIPIL,SIPIL,S1,B
-,rencanamu-216,banpt-3310,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
quipper-616,-,-,-,FAKULTAS TEKNIK,ILMU TEKNIK,,S1,-
quipper-616,-,-,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,-
quipper-616,-,-,-,FAKULTAS MIPA DAN KESEHATAN,BIOLOGI,BIOLOGI,S1,-
quipper-616,-,-,-,FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,EKONOMI,S1,-
quipper-616,-,-,-,FAKULTAS MIPA DAN KESEHATAN,FISIKA,FISIKA,S1,-
quipper-616,-,-,-,FAKULTAS ILMU HUKUM,ILMU HUKUM,HUKUM,S1,-
quipper-616,-,-,-,FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,-
quipper-616,-,-,-,FAKULTAS TEKNIK,TEKNIK INDUSTRI,INDUSTRI,S1,-
quipper-616,-,-,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,TEKNIK INFORMATIKA,INFORMATIKA,S1,-
quipper-616,-,-,-,FAKULTAS MIPA DAN KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,-
quipper-616,-,-,-,FAKULTAS MIPA DAN KESEHATAN,KIMIA,KIMIA,S1,-
quipper-616,-,-,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,-
quipper-616,-,-,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,-
quipper-616,-,-,-,FAKULTAS STUDI ISLAM,PERBANKAN,PERBANKAN,S1,-
quipper-616,-,-,-,FAKULTAS STUDI ISLAM,PSIKOLOGI,PSIKOLOGI,S1,-
quipper-616,-,-,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,-
-,-,banpt-885,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-885,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK
-,-,banpt-885,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK
-,-,banpt-885,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-885,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-787,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
quipper-148,-,banpt-787,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,UNGGUL
-,-,banpt-787,-,-,ARSITEKTUR,ARSITEKTUR,S1,BAIK
quipper-148,-,banpt-787,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
quipper-148,-,banpt-787,-,FAKULTAS ILMU KEPERAWATAN DAN KESEHATAN,GIZI,GIZI,S1,UNGGUL
-,-,banpt-787,-,-,INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
quipper-148,-,banpt-787,-,FAKULTAS ILMU KEPERAWATAN DAN KESEHATAN,KEBIDANAN,KEBIDANAN,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS KEDOKTERAN UMUM,PENDIDIKAN DOKTER,KEDOKTERAN,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS KEDOKTERAN GIGI,PENDIDIKAN DOKTER GIGI,KEDOKTERAN GIGI,S1,BAIK SEKALI
-,-,banpt-787,-,-,ILMU KELAUTAN,KELAUTAN,S1,BAIK
quipper-148,-,banpt-787,-,FAKULTAS ILMU KEPERAWATAN DAN KESEHATAN,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN,KIMIA,KIMIA,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
quipper-148,-,banpt-787,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,BAIK SEKALI
-,-,banpt-787,-,-,ILMU KEOLAHRAGAAN,OLAHRAGA,S1,BAIK
-,-,banpt-787,-,-,SAINS DATA,SAINS DATA,S1,BAIK SEKALI
quipper-148,-,banpt-787,-,FAKULTAS BAHASA DAN BUDAYA ASING,SASTRA INGGRIS,SASTRA INGGRIS,S1,UNGGUL
-,-,banpt-787,-,-,REKAYASA SIPIL,SIPIL,S1,BAIK
quipper-148,-,banpt-787,-,FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN,STATISTIK,STATISTIK,S1,UNGGUL
-,-,banpt-787,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
quipper-148,-,banpt-787,-,FAKULTAS ILMU KEPERAWATAN DAN KESEHATAN,ILMU DAN TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,UNGGUL
-,-,banpt-2373,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-2373,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,UNGGUL
-,-,banpt-2373,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-2373,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK
-,-,banpt-2373,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-2373,-,-,HUKUM BISNIS,HUKUM,S1,BAIK
-,-,banpt-2373,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-2373,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK SEKALI
-,-,banpt-2373,-,-,ILMU PERIKANAN,PERIKANAN,S1,BAIK
-,-,banpt-2373,-,-,TEKNOLOGI HASIL PERTANIAN,PERTANIAN,S1,BAIK
-,-,banpt-2373,-,-,PETERNAKAN,PETERNAKAN,S1,BAIK
-,-,banpt-2373,-,-,TEKNOLOGI PENDIDIKAN,TEKNOLOGI,S1,B
-,rencanamu-217,-,-,-,ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,-
-,-,banpt-1866,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,UNGGUL
-,rencanamu-217,banpt-1866,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,rencanamu-217,banpt-1866,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL
-,-,banpt-1866,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,rencanamu-217,banpt-1866,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,B
-,-,banpt-1866,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK SEKALI
-,rencanamu-217,banpt-1866,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,rencanamu-217,banpt-1866,-,-,PENDIDIKAN GURU SD,GURU SEKOLAH DASAR,S1,B
-,rencanamu-217,banpt-1866,-,-,ILMU HUKUM,HUKUM,S1,B
-,rencanamu-217,banpt-1866,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,UNGGUL
-,rencanamu-217,banpt-1866,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI
-,rencanamu-217,banpt-1866,-,-,PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER,INFORMATIKA,S1,C
-,rencanamu-217,banpt-1866,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-1866,-,-,KEDOKTERAN GIGI,KEDOKTERAN GIGI,S1,BAIK
-,rencanamu-217,-,-,-,ANALIS KESEHATAN,KESEHATAN MASYARAKAT,S1,-
-,rencanamu-217,banpt-1866,-,-,MANAJEMEN,MANAJEMEN,S1,UNGGUL
-,rencanamu-217,banpt-1866,-,-,TEKNIK MESIN,MESIN,S1,B
-,rencanamu-217,banpt-1866,-,-,PENDIDIKAN ILMU PENGETAHUAN ALAM,PENGETAHUAN ALAM,S1,UNGGUL
-,rencanamu-217,banpt-1866,-,-,TEKNOLOGI HASIL PERTANIAN,PERTANIAN,S1,B
-,rencanamu-217,banpt-1866,-,-,PSIKOLOGI,PSIKOLOGI,S1,B
-,-,banpt-1866,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-1866,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI
-,-,banpt-1866,-,-,TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,B
-,-,banpt-1822,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,BAIK SEKALI
-,-,banpt-1822,-,-,AGRIBISNIS,AGRIBISNIS,S1,BAIK
-,-,banpt-1822,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-1822,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1822,-,-,MANAJEMEN SUMBER DAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,B
-,-,banpt-1822,-,-,PERPUSTAKAAN DAN SAINS INFORMASI,ILMU PERPUSTAKAAN,S1,BAIK
-,-,banpt-1822,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,BAIK SEKALI
-,-,banpt-1822,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,BAIK
-,-,banpt-1822,-,-,PETERNAKAN,PETERNAKAN,S1,B
-,-,banpt-1822,-,-,SISTEM DAN TEKNOLOGI INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-1502,-,-,ILMU ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,BAIK
-,-,banpt-1502,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
-,-,banpt-1502,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-1502,-,-,MANAJEMEN SUMBER DAYA PERAIRAN,BUDIDAYA PERAIRAN,S1,BAIK
-,-,banpt-1502,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-1502,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-1502,-,-,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK
-,-,banpt-1502,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-1502,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK
-,-,banpt-1502,-,-,KEHUTANAN,KEHUTANAN,S1,BAIK
-,-,banpt-1502,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK
-,-,banpt-1502,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-1502,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
-,-,banpt-1502,-,-,ILMU PEMERINTAHAN,PEMERINTAHAN,S1,B
-,-,banpt-1502,-,-,PERENCANAAN WILAYAH DAN KOTA,PERENCANAAN WILAYAH KOTA,S1,BAIK
-,-,banpt-1502,-,-,PENGOLAHAN HASIL PERIKANAN,PERIKANAN,S1,B
-,-,banpt-1502,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
-,-,banpt-1502,-,-,SOSIOLOGI,SOSIOLOGI,S1,B
-,-,banpt-1970,-,-,ILMU ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK SEKALI
-,-,banpt-1970,-,-,ILMU ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,BAIK SEKALI
-,-,banpt-1970,-,-,AGRIBISNIS,AGRIBISNIS,S1,UNGGUL
-,-,banpt-1970,-,-,AKUAKULTUR,AKUAKULTUR,S1,B
-,-,banpt-1970,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,-,banpt-1970,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,UNGGUL
-,-,banpt-1970,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI
-,-,banpt-1970,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL
-,-,banpt-1970,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-1970,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-1970,-,-,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,JASMANI,S1,BAIK SEKALI
-,-,banpt-1970,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-1970,-,-,KIMIA,KIMIA,S1,BAIK SEKALI
-,-,banpt-1970,-,-,MANAJEMEN RETAIL,MANAJEMEN RITEL,S1,BAIK SEKALI
-,-,banpt-1970,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
-,-,banpt-1970,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,BAIK SEKALI
-,-,banpt-1970,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-1970,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,B
-,-,banpt-2143,-,-,AGRIBISNIS,AGRIBISNIS,S1,B
-,-,banpt-2143,-,-,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,BAIK SEKALI
-,-,banpt-2143,-,-,AKUNTANSI,AKUNTANSI,S1,B
-,-,banpt-2143,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
-,-,banpt-2143,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-2143,-,-,HUKUM KELUARGA,HUKUM,S1,BAIK
-,-,banpt-2143,-,-,KEHUTANAN,KEHUTANAN,S1,BAIK SEKALI
-,-,banpt-2143,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2143,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-2143,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-2143,-,-,TEKNIK MESIN,MESIN,S1,B
-,-,banpt-2143,-,-,ILMU POLITIK,POLITIK,S1,BAIK
-,-,banpt-2143,-,-,TEKNIK SIPIL,SIPIL,S1,B
quipper-334,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-
-,rencanamu-218,-,-,-,ADMINISTRASI NEGARA,ADMINISTRASI NEGARA,S1,B
-,-,banpt-1917,-,-,ILMU ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,UNGGUL
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS PERTANIAN,AGRIBISNIS,AGRIBISNIS,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS PERTANIAN,AGROTEKNOLOGI,AGROTEKNOLOGI,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,AKUNTANSI,AKUNTANSI,S1,A
-,rencanamu-218,banpt-1917,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,B
quipper-334,-,-,-,FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,EKONOMI,S1,-
-,rencanamu-218,banpt-1917,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B
quipper-334,-,-,-,FAKULTAS AGAMA ISLAM,KEGURUAN & PENDIDIKAN,GURU,S1,-
-,rencanamu-218,-,-,-,PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,-,banpt-1917,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,A
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,A
-,rencanamu-218,banpt-1917,-,-,PENDIDIKAN DOKTER,KEDOKTERAN,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,A
-,rencanamu-218,-,-,-,PENDIDIKAN KEWARGANEGARAAN,KEWARGANEGARAAN,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS AGAMA ISLAM,MANAJEMEN,MANAJEMEN,S1,A
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,MATEMATIKA,MATEMATIKA,S1,B
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,B
-,-,banpt-1917,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,UNGGUL
quipper-334,-,-,-,FAKULTAS EKONOMI DAN BISNIS,PERPAJAKAN,PERPAJAKAN,S1,-
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS PERTANIAN,TEKNIK PERTANIAN,PERTANIAN,S1,B
-,-,banpt-1917,-,-,SAINS DATA,SAINS DATA,S1,BAIK
quipper-334,rencanamu-218,banpt-1917,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,B
-,-,banpt-1917,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-1917,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK SEKALI
-,rencanamu-218,-,-,-,ILMU DAN TEKNOLOGI PANGAN,TEKNOLOGI PANGAN,S1,B
quipper-132,-,banpt-965,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,B
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK ARSITEKTUR,ARSITEKTUR,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BIOLOGI,BIOLOGI,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS ILMU KESEHATAN,FARMASI,FARMASI,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS ILMU KESEHATAN,FISIOTERAPI,FISIOTERAPI,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS HUKUM,ILMU HUKUM,HUKUM,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK INDUSTRI,INDUSTRI,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
quipper-132,-,-,-,FAKULTAS ILMU KESEHATAN,TEKNOLOGI LABORATORIUM MEDIS,INFORMATIKA MEDIS,S1,-
quipper-132,-,banpt-965,-,FAKULTAS ILMU KESEHATAN,KEBIDANAN,KEBIDANAN,S1,BAIK
quipper-132,-,banpt-965,-,FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,KEDOKTERAN,S1,UNGGUL
-,-,banpt-965,-,-,KEDOKTERAN GIGI,KEDOKTERAN GIGI,S1,BAIK
quipper-132,-,banpt-965,-,FAKULTAS ILMU KESEHATAN,KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,MANAJEMEN,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK MESIN,MESIN,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK PERKAPALAN,PERKAPALAN,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,BAIK SEKALI
quipper-132,-,banpt-965,-,FAKULTAS TEKNIK,TEKNIK SIPIL,SIPIL,S1,BAIK SEKALI
quipper-547,rencanamu-219,banpt-3341,-,FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,AKUNTANSI,S1,A
quipper-547,rencanamu-219,banpt-3341,-,FAKULTAS TEKNIK,ARSITEKTUR,ARSITEKTUR,S1,A
-,rencanamu-219,banpt-3341,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,A
-,-,banpt-3341,-,-,SAINS INFORMASI GEOGRAFI,BISNIS,S1,BAIK
-,-,banpt-3341,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
quipper-547,-,-,-,FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,EKONOMI,S1,-
-,rencanamu-219,banpt-3341,-,-,EKONOMI PEMBANGUNAN,EKONOMI PEMBANGUNAN,S1,A
quipper-547,rencanamu-219,banpt-3341,-,FAKULTAS TEKNIK,TEKNIK ELEKTRO,ELEKTRO,S1,B
-,rencanamu-219,banpt-3341,-,-,FARMASI,FARMASI,S1,A
-,rencanamu-219,banpt-3341,-,-,FISIOTERAPI,FISIOTERAPI,S1,A
quipper-547,rencanamu-219,banpt-3341,-,FAKULTAS GEOGRAFI,GEOGRAFI,GEOGRAFI,S1,A
