quipper_code,rencanamu_code,banpt_code,pddikti_code,faculty,prodi,prodi_normalized,edu_level,accreditation
quipper-542,-,-,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,-
quipper-542,-,-,-,FAKULTAS ILMU KOMUNIKASI DAN MULTIMEDIA,SISTEM INFORMASI,SISTEM INFORMASI,S1,-
-,-,banpt-3814,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK
-,-,banpt-3814,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-3814,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-3814,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA,-,-,REKAYASA SISTEM KOMPUTER,REKAYASA PERANGKAT LUNAK,S1,BAIK SEKALI
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI INDONESIA,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,BAIK SEKALI
-,-,banpt-105,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-105,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-105,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-INSTITUT BISNIS DAN TEKNOLOGI PELITA INDONESIA,-,-,AKUNTANSI,AKUNTANSI,S1,UNGGUL
-,-,banpt-1827,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-1827,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-1827,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-1827,-,-,PERDAGANGAN INTERNASIONAL,PERDAGANGAN INTERNASIONAL,S1,BAIK
-,-,banpt-1827,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2068,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-2068,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,BAIK
-,-,banpt-2068,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-2068,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS EKONOMI,AKUNTANSI,AKUNTANSI,S1,B
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS EKONOMI,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-17,-,-,-,SASTRA INGGRIS,SASTRA INGGRIS,S1,C
quipper-635,rencanamu-17,banpt-1918,-,FAKULTAS KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,C
-,rencanamu-17,banpt-1918,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,C
-,-,banpt-2320,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-2320,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-763,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-763,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-763,-,-,PARIWISATA,PARIWISATA,S1,BAIK
-,-,banpt-1011,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK
-,-,banpt-1011,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK
-,-,banpt-1011,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-1011,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-1011,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK
-,-,banpt-2310,-,-,ARSITEKTUR,ARSITEKTUR,S1,TERAKREDITASI SEMENTARA
-,-,banpt-2310,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,-,banpt-2310,-,-,DESAIN INTERIOR,DESAIN INTERIOR,S1,UNGGUL
-,-,banpt-2310,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK SEKALI
-,-,banpt-2310,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK
-,-,banpt-1130,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,BAIK
-,-,banpt-1130,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-1130,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-1130,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-2404,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-2404,-,-,ILMU FILSAFAT,FILSAFAT,S1,B
-,-,banpt-2404,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-2404,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-1865,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1865,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-1865,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
quipper-89,-,banpt-525,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-525,-,-,BIOLOGI,BIOLOGI,S1,B
quipper-89,-,banpt-525,-,FARMASI,FARMASI,FARMASI,S1,BAIK SEKALI
quipper-89,-,banpt-525,-,KESEHATAN,FISIOTERAPI,FISIOTERAPI,S1,BAIK
quipper-89,-,banpt-525,-,KESEHATAN,GIZI,GIZI,S1,BAIK SEKALI
quipper-89,-,-,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,TEKNOLOGI LABORATORIUM MEDIS,INFORMATIKA MEDIS,S1,-
quipper-89,-,banpt-525,-,KESEHATAN,KEBIDANAN,KEBIDANAN,S1,BAIK
quipper-89,-,banpt-525,-,KEDOKTERAN GIGI,TEKNIK GIGI,KEDOKTERAN GIGI,S1,BAIK SEKALI
quipper-89,-,banpt-525,-,KESEHATAN,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-89,-,banpt-525,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-525,-,-,KIMIA,KIMIA,S1,B
quipper-89,-,banpt-525,-,KESEHATAN,PSIKOLOGI,PSIKOLOGI,S1,BAIK
quipper-89,-,-,-,TEKNOLOGI DAN MANAJEMEN KESEHATAN,REKAM MEDIS DAN INFORMASI KESEHATAN,REKAM MEDIS INFORMASI KESEHATAN,S1,-
-,-,banpt-662,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-662,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-662,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK
-,-,banpt-INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/HASANUDDIN,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI
-,-,banpt-INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/HASANUDDIN,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-INSTITUT ILMU KESEHATAN PELAMONIA KESDAM XIV/HASANUDDIN,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-186,-,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA,-,"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
quipper-186,-,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA,-,"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",FARMASI,FARMASI,S1,BAIK
quipper-186,-,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA,-,KEPERAWATAN DAN KEBIDANAN,KEBIDANAN,KEBIDANAN,S1,BAIK
quipper-186,-,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA,-,KEPERAWATAN DAN KEBIDANAN,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
quipper-186,-,banpt-INSTITUT ILMU KESEHATAN STRADA INDONESIA,-,"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-1735,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-1735,-,-,ILMU HUKUM,HUKUM,S1,B
-,-,banpt-1735,-,-,KRIMINOLOGI,KRIMINOLOGI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1735,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-INSTITUT ILMU SOSIAL DAN BUDAYA SAMAWA REA,-,-,SENI TARI,SENI,S1,TIDAK TERAKREDITASI
-,-,banpt-INSTITUT ILMU SOSIAL DAN BUDAYA SAMAWA REA,-,-,SENI MUSIK,SENI MUSIK,S1,TIDAK TERAKREDITASI
-,-,banpt-INSTITUT ILMU SOSIAL DAN ILMU BUDAYA BUDAYA SAMAWA REA,-,-,ILMU SEJARAH,SEJARAH,S1,TIDAK TERAKREDITASI
quipper-383,-,-,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,ADMINISTRASI,S1,-
-,rencanamu-18,banpt-1496,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,C
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,HUBUNGAN INTERNASIONAL,S1,A
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,B
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KESEJAHTERAAN SOSIAL,KESEJAHTERAAN SOSIAL,S1,B
quipper-383,rencanamu-18,banpt-1496,-,FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,POLITIK,S1,B
quipper-383,-,-,-,FAKULTAS ILMU KOMUNIKASI,SOSIOLOGI,SOSIOLOGI,S1,-
-,-,banpt-INSTITUT ILMU SOSIAL DAN ILMU POLITIK YAPIS BIAK,-,-,SOSIOLOGI,SOSIOLOGI,S1,B
-,-,banpt-3229,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,A
-,-,banpt-3229,-,-,ADMINISTRASI PUBLIK,ADMINISTRASI PUBLIK,S1,A
-,-,banpt-3229,-,-,MANAJEMEN KOMUNIKASI,ILMU KOMUNIKASI,S1,B
-,-,banpt-3229,-,-,MANAJEMEN LOGISTIK,LOGISTIK,S1,BAIK SEKALI
-,-,banpt-3229,-,-,HOSPITALITI DAN PARIWISATA,PERHOTELAN PARIWISATA,S1,B
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS BISNIS DAN EKONOMI,AKUNTANSI,AKUNTANSI,S1,B
-,-,banpt-1321,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK SEKALI
-,-,banpt-1321,-,-,DESAIN INTERIOR,DESAIN INTERIOR,S1,BAIK
-,-,banpt-1321,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,BAIK
-,-,banpt-1321,-,-,HUKUM BISNIS,HUKUM,S1,BAIK
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS ILMU KOMPUTER,TEKNIK INFORMATIKA,INFORMATIKA,S1,B
quipper-347,rencanamu-19,-,-,FAKULTAS ILMU KOMPUTER,ILMU KOMPUTER,KOMPUTER,S1,B
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS BISNIS DAN EKONOMI,MANAJEMEN,MANAJEMEN,S1,B
-,rencanamu-19,-,-,-,MANAJEMEN INFORMATIKA,MANAJEMEN INFORMATIKA,S1,C
-,-,banpt-1321,-,-,PARIWISATA,PARIWISATA,S1,BAIK
-,-,banpt-1321,-,-,SAINS DATA,SAINS DATA,S1,BAIK
quipper-347,rencanamu-19,banpt-1321,-,FAKULTAS ILMU KOMPUTER,SISTEM INFORMASI,SISTEM INFORMASI,S1,C
-,rencanamu-19,banpt-1321,-,-,SISTEM KOMPUTER,SISTEM KOMPUTER,S1,C
-,-,banpt-1321,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-3976,-,-,DESAIN KOMUNIKASI VISUAL,DESAIN KOMUNIKASI VISUAL,S1,B
-,-,banpt-3976,-,-,DESAIN PRODUK,DESAIN PRODUK,S1,TIDAK TERAKREDITASI
-,-,banpt-3976,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK SEKALI
-,-,banpt-3976,-,-,TEKNIK KOMPUTER,KOMPUTER,S1,BAIK
-,-,banpt-3976,-,-,SISTEM INFORMASI,SISTEM INFORMASI,S1,BAIK SEKALI
-,-,banpt-708,-,-,ADMINISTRASI BISNIS,ADMINISTRASI BISNIS,S1,UNGGUL
-,-,banpt-708,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-708,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-1679,-,-,ILMU BIOMEDIS,BIOMEDIS,S1,BAIK
-,-,banpt-1679,-,-,BIOTEKNOLOGI,BIOTEKNOLOGI,S1,BAIK
-,-,banpt-1679,-,-,HUKUM,HUKUM,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1679,-,-,ILMU KOMUNIKASI,ILMU KOMUNIKASI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1679,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1679,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI BOJONEGORO,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI BOJONEGORO,-,-,PENDIDIKAN TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI JEMBER,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI JEMBER,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI KALIMANTAN TIMUR,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI KALIMANTAN TIMUR,-,-,PENDIDIKAN KEPELATIHAN OLAHRAGA,OLAHRAGA,S1,BAIK
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK,-,-,PENDIDIKAN FISIKA,FISIKA,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI PONTIANAK,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI WATES,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,B
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI WATES,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN PGRI WATES,-,-,PENDIDIKAN SEJARAH,SEJARAH,S1,BAIK SEKALI
-,-,banpt-4008,-,-,PENDIDIKAN BIOLOGI,BIOLOGI,S1,BAIK SEKALI
-,-,banpt-4008,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-4008,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
-,-,banpt-387,-,-,BIMBINGAN DAN KONSELING,BIMBINGAN KONSELING,S1,BAIK SEKALI
-,-,banpt-387,-,-,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,GURU ANAK USIA DINI,S1,BAIK SEKALI
-,-,banpt-387,-,-,PENDIDIKAN GURU SEKOLAH DASAR,GURU SEKOLAH DASAR,S1,BAIK SEKALI
-,-,banpt-387,-,-,PENDIDIKAN MASYARAKAT,MASYARAKAT,S1,UNGGUL
-,-,banpt-387,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,UNGGUL
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN WIDYA DARMA,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK SEKALI
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN WIDYA DARMA,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK SEKALI
-,-,banpt-INSTITUT KEGURUAN DAN ILMU PENDIDIKAN WIDYA DARMA,-,-,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,PANCASILA KEWARGANEGARAAN,S1,BAIK SEKALI
-,-,banpt-2692,-,-,PENDIDIKAN EKONOMI,EKONOMI,S1,BAIK
-,-,banpt-2692,-,-,TEKNIK INFORMATIKA,INFORMATIKA,S1,BAIK
-,-,banpt-2692,-,-,PENDIDIKAN JASMANI,JASMANI,S1,BAIK
-,-,banpt-2692,-,-,PENDIDIKAN MATEMATIKA,MATEMATIKA,S1,BAIK
-,-,banpt-2692,-,-,TEKNOLOGI HASIL PERIKANAN,TEKNOLOGI HASIL PERIKANAN,S1,BAIK
-,-,banpt-INSTITUT KESEHATAN BINA HUSADA SERANG,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,TERAKREDITASI SEMENTARA
-,-,banpt-INSTITUT KESEHATAN BINA HUSADA SERANG,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,TERAKREDITASI SEMENTARA
-,-,banpt-INSTITUT KESEHATAN BINA HUSADA SERANG,-,-,GIZI,GIZI,S1,TERAKREDITASI SEMENTARA
-,-,banpt-1618,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK
-,-,banpt-1618,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1618,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,-,banpt-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-INSTITUT KESEHATAN DAN BISNIS KURNIA JAYA PERSADA,-,-,MANAJEMEN RITEL,MANAJEMEN RITEL,S1,BAIK SEKALI
-,-,banpt-1332,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK
-,-,banpt-1332,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-1332,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1332,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK
-,-,banpt-3078,-,-,AKUNTANSI,AKUNTANSI,S1,BAIK SEKALI
-,-,banpt-3078,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-3078,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK
-,-,banpt-3078,-,-,MANAJEMEN,MANAJEMEN,S1,BAIK SEKALI
-,-,banpt-INSTITUT KESEHATAN DAN TEKNOLOGI AL INSYIRAH,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-1597,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-1597,-,-,BISNIS DIGITAL,BISNIS DIGITAL,S1,BAIK
-,-,banpt-1597,-,-,KEWIRAUSAHAAN,KEWIRAUSAHAAN,S1,BAIK
-,-,banpt-120,-,-,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,BAIK
-,-,banpt-120,-,-,GIZI,GIZI,S1,BAIK
-,-,banpt-120,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-1035,-,-,TEKNIK ELEKTRO,ELEKTRO,S1,BAIK
-,-,banpt-1035,-,-,FARMASI,FARMASI,S1,BAIK
-,-,banpt-1035,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1035,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK
-,-,banpt-1035,-,-,TEKNIK SIPIL,SIPIL,S1,BAIK
-,-,banpt-1035,-,-,TEKNOLOGI INFORMASI,TEKNOLOGI INFORMASI,S1,BAIK
-,-,banpt-1418,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-1418,-,-,TEKNIK LINGKUNGAN,LINGKUNGAN,S1,BAIK
-,-,banpt-470,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,BAIK SEKALI
-,-,banpt-470,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-470,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-470,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,-,banpt-470,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-470,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-2185,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,B
-,-,banpt-2185,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-2185,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-2185,-,-,GIZI,GIZI,S1,C
-,-,banpt-2185,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2185,-,-,KEDOKTERAN,KEDOKTERAN,S1,BAIK
-,-,banpt-2185,-,-,KEDOKTERAN GIGI,KEDOKTERAN GIGI,S1,BAIK
-,-,banpt-2185,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2185,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,B
-,-,banpt-2185,-,-,PSIKOLOGI,PSIKOLOGI,S1,BAIK
-,-,banpt-836,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK
-,-,banpt-836,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-836,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,C
-,-,banpt-2360,-,-,ILMU GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-2360,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2360,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
quipper-353,-,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI KESEHATAN,ADMINISTRASI KESEHATAN,S1,-
-,-,banpt-3093,-,-,ADMINISTRASI RUMAH SAKIT,ADMINISTRASI RUMAH SAKIT,S1,C
quipper-353,-,-,-,FARMASI,FARMASI,FARMASI,S1,-
quipper-353,-,-,-,ILMU GIZI,GIZI,GIZI,S1,-
quipper-353,-,banpt-3093,-,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,KESEHATAN LINGKUNGAN,S1,B
quipper-353,-,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,-
quipper-353,-,banpt-3093,-,PSIKOLOGI,PSIKOLOGI,PSIKOLOGI,S1,BAIK
-,-,banpt-627,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-627,-,-,FISIOTERAPI,FISIOTERAPI,S1,BAIK SEKALI
-,-,banpt-627,-,-,GIZI,GIZI,S1,BAIK SEKALI
-,-,banpt-627,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-627,-,-,KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-627,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-INSTITUT KESEHATAN PAYUNG NEGERI PEKANBARU,-,-,ILMU KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,UNGGUL
-,-,banpt-2014,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2014,-,-,KEPERAWATAN,KEPERAWATAN,S1,B
-,-,banpt-2014,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
-,-,banpt-1991,-,-,FARMASI,FARMASI,S1,BAIK SEKALI
-,-,banpt-1991,-,-,GIZI,GIZI,S1,TERAKREDITASI UNGGUL
-,-,banpt-1991,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK SEKALI
-,-,banpt-1991,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,UNGGUL
-,-,banpt-2860,-,-,GIZI,GIZI,S1,C
-,-,banpt-2860,-,-,KEBIDANAN,KEBIDANAN,S1,BAIK
-,-,banpt-2860,-,-,ILMU KEPERAWATAN,KEPERAWATAN,S1,BAIK SEKALI
-,-,banpt-2860,-,-,KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,S1,BAIK SEKALI
