institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-3066,UNIVERSITAS ATMA JAYA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3067,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN CITRA BAKTI,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3068,SEKOLAH TINGGI ILMU ADMINISTRASI AL GHAZALI BARRU,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3069,UNIVERSITAS NUKU,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3070,AKADEMI KOMUNIKASI MEDIA RADIO DAN TV JAKARTA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3071,AKADEMI FARMASI BHUMI HUSADA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3072,AKADEMI KESEJAHTERAAN SOSIAL AKK,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3073,UNIVERSITAS BINA MANDIRI GORONTALO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3074,UNIVERSITAS ISLAM JEMBER,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3075,UNIVERSITAS GAJAH PUTIH,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3077,POLITEKNIK TEDC,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3078,INSTITUT KESEHATAN DAN BISNIS SURABAYA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3079,POLITEKNIK SAWUNGGALIH AJI,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3081,UNIVERSITAS PAT PETULAI,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3083,STIKES PELITA IBU,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3084,UNIVERSITAS YOS SUDARSO,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3085,UNIVERSITAS KATOLIK WIDYA KARYA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3086,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN YAYASAN DHARMA BAKTI LUBUK ALUNG,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3087,AKADEMI KEPERAWATAN LAPATAU BONE,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3089,INSTITUT BISNIS DAN TEKNOLOGI INDONESIA DENPASAR,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3090,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER HORIZON KARAWANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3091,UNIVERSITAS MARITIM AMNI,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3093,INSTITUT KESEHATAN INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3095,SEKOLAH TINGGI ILMU PERTANIAN MUHAMMADIYAH TANAH GROGOT,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3096,STKIP YASIKA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3099,UNIVERSITAS MUHAMMADIYAH PALU,BAIK SEKALI,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3102,STKIP NASIONAL,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3104,STIKES PAMENANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3106,UNIVERSITAS MANDIRI BINA PRESTASI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3107,STKIP MODERN NGAWI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3108,SEKOLAH TINGGI ILMU EKONOMI JAMBI,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3110,SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH JAKARTA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3112,UNIVERSITAS MERDEKA MADIUN,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3114,STKIP TAMAN SISWA BIMA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3115,SEKOLAH TINGGI KESEHATAN INDONESIA WIRAUTAMA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3116,STKIP PURWAKARTA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3119,UNIVERSITAS MERCU BUANA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3120,SEKOLAH TINGGI FARMASI INDONESIA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3121,UNIVERSITAS ISLAM BANDUNG,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3122,UNIVERSITAS HINDU INDONESIA,B,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3123,UNIVERSITAS MUHAMMADIYAH MALANG,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3124,UNIVERSITAS WIDYA MATARAM,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3126,UNIVERSITAS FAJAR,B,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3127,UNIVERSITAS PUTRA INDONESIA YPTK PADANG,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3128,UNIVERSITAS TARUMANAGARA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3129,SEKOLAH TINGGI ILMU EKONOMI BINA KARYA,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3130,SEKOLAH TINGGI ILMU FARMASI YAYASAN PHARMASI,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3131,AKADEMI PARIWISATA DAN PERHOTELAN DARMA AGUNG,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3132,SEKOLAH TINGGI ILMU KESEHATAN PRIMA INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3137,STMIK KHARISMA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3138,AKADEMI ANALIS FARMASI DAN MAKANAN SUNAN GIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3139,UNIVERSITAS NAHDLATUL ULAMA SURAKARTA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3141,STIKES GEMA INSAN AKADEMIK,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3145,SEKOLAH TINGGI ILMU KESEHATAN ALIFAH PADANG,BAIK SEKALI,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3146,UNIVERSITAS DINAMIKA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3150,AKADEMI PEKERJAAN SOSIAL KUPANG,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3151,STIA DAN MANAJEMEN KEPELABUHAN BARUNAWATI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3153,AKADEMI KOMUNITAS PERKEBUNAN YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3156,UNIVERSITAS UBUDIYAH INDONESIA,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3160,POLITEKNIK KALTARA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3161,INSTITUT TEKNOLOGI NASIONAL BANDUNG,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3162,UNIVERSITAS YUDHARTA PASURUAN,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3163,SEKOLAH TINGGI ILMU KESEHATAN RESPATI,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3165,UNIVERSITAS TRIDHARMA,TIDAK TERAKREDITASI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3166,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AGAMA HINDU SINGARAJA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3167,POLITEKNIK RAFLESIA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3168,AKADEMI KEPERAWATAN GITA MATURA ABADI KISARAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3171,SEKOLAH TINGGI ILMU EKONOMI ARTHA BODHI ISWARA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3173,SEKOLAH TINGGI ILMU KESEHATAN DATU KAMANRE,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3174,UNIVERSITAS ISLAM OGAN KOMERING ILIR KAYUAGUNG,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3175,SEKOLAH TINGGI PERTANIAN KEWIRAUSAHAAN BANAU,BAIK SEKALI,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3177,AKADEMI PARIWISATA YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3178,POLITEKNIK BISNIS DAN PASAR MODAL,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3179,UNIVERSITAS GUNUNG KIDUL,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3180,UNIVERSITAS WIDYATAMA,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3181,SEKOLAH TINGGI TEKNOLOGI NUSANTARA INDONESIA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3183,SEKOLAH TINGGI BISNIS DAN MANAJEMEN DUA SAUDARA,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3190,UNIVERSITAS MUHAMAMDIYAH KARANGANYAR,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3191,SEKOLAH TINGGI FILSAFAT FAJAR TIMUR,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3192,AKADEMI KEBIDANAN PARAMATA RAHA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3193,UNIVERSITAS RESPATI YOGYAKARTA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3194,AKADEMI MARITIM INDONESIA AIPI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3195,UNIVERSITAS CIPASUNG TASIKMALAYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3196,INSTITUT TEKNOLOGI DAN BISNIS WIDYA GAMA LUMAJANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3197,POLITEKNIK PARIWISATA PRIMA INTERNASIONAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3198,POLITEKNIK BAJA TEGAL,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3199,UNIVERSITAS SATYA WIYATA MANDALA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3200,SEKOLAH TINGGI TEKNOLOGI TERPADU NURUL FIKRI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3201,UNIVERSITAS ANWAR MEDIKA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3203,SEKOLAH TINGGI ILMU HUKUM SUNAN GIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3206,AKADEMI KEUANGAN DAN PERBANKAN EFFATA KUPANG,BAIK,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3207,UNIVERSITAS MIKROSKIL,B,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3208,INSTITUT TEKNOLOGI PAGAR ALAM,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3210,STIKES WIDYAGAMA HUSADA MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3212,UNIVERSITAS AGUNG PODOMORO,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3214,UNIVERSITAS KRISTEN INDONESIA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3215,UNIVERSITAS TEKNOLOGI SUMBAWA,BAIK SEKALI,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3216,STMIK PRANATA INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3217,STIKES DARUL AZHAR BATULICIN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3219,AKADEMI PERIKANAN YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3220,"SEKOLAH TINGGI TEKNOLOGI ""WARGA"" SURAKARTA",BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3221,STIKES KAPUAS RAYA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3222,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3224,UNIVERSITAS BINA NUSANTARA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3227,UNIVERSITAS MUHAMMADIYAH MAMUJU,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3228,UNIVERSITAS NURUL HUDA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3229,INSTITUT ILMU SOSIAL DAN MANAJEMEN STIAMI,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3232,STIKES GUNA BANGSA YOGYAKARTA,BAIK SEKALI,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3233,UNIVERSITAS MERCU BUANA YOGYAKARTA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3235,SEKOLAH TINGGI ILMU KESEHATAN BINA GENERASI POLEWALI MANDAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3236,AKADEMI KESEHATAN GIGI KARYA ADI HUSADA MATARAM,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3237,SEKOLAH TINGGI ILMU KESEHATAN MITRA RIA HUSADA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3238,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN BINA MUTIARA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3239,STKIP MUHAMMADIYAH BLORA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3242,AKADEMI KEBIDANAN PANCA BHAKTI,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3245,SEKOLAH TINGGI ILMU EKONOMI SURAKARTA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3246,SEKOLAH TINGGI ILMU EKONOMI SAKTI ALAM KERINCI,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3247,UNIVERSITAS 'AISYIYAH SURAKARTA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3248,SEKOLAH TINGGI ILMU KESEHATAN PANTI KOSALA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3249,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER JAKARTA TEKNOLOGI CIPTA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3250,SEKOLAH TINGGI ILMU EKONOMI APRIN,B,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3251,UNIVERSITAS YARSI,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3252,SEKOLAH TINGGI ILMU KESEHATAN MERCUBAKTIJAYA,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3253,SEKOLAH TINGGI ILMU EKONOMI PELITA NUSANTARA,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3255,POLITEKNIK NASIONAL,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3257,SEKOLAH TINGGI ILMU ADMINISTRASI SETIH SETIO,B,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3258,SEKOLAH TINGGI BAHASA ASING LIA YOGYAKARTA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3266,UNIVERSITAS MOHAMMAD HUSNI THAMRIN,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3268,STIE IBEK PANGKALPINANG BANGKA,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3270,UNIVERSITAS PERADABAN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3271,INSTITUT TEKNOLOGI PERUSAHAAN LISTRIK NEGARA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3272,INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3277,POLITEKNIK PURBAYA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3279,UNIVERSITAS DIAN NUSWANTORO,UNGGUL,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3280,UNIVERSITAS ISLAM LAMONGAN,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3281,STKIP AGAMA HINDU AMLAPURA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3282,STIKES ICHSAN MEDICAL CENTRE BINTARO,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3283,STKIP BABUNNAJAH PANDEGLANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3284,STIKI MALANG,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3288,UNIVERSITAS WIDYA DHARMA PONTIANAK,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3289,UNIVERSITAS TJUT NYAK DHIEN,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3290,STMIK CATUR SAKTI KENDARI,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3291,SEKOLAH TINGGI ILMU KESEHATAN TAMALATEA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3293,UNIVERSITAS BUMI HIJRAH TIDORE,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3294,STIKES PANAKKUKANG,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3295,SEKOLAH TINGGI BIO SAINS SWADIRI,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3296,STKIP KUSUMANEGARA,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3298,UNIVERSITAS MUHAMMADIYAH KOTABUMI,B,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3299,INSTITUT TEKNOLOGI GARUT,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3300,AKADEMI KEPERAWATAN RUMKIT TINGKAT III MANADO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3301,UNIVERSITAS IBN KHALDUN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3302,POLITEKNIK TIARA BUNDA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3303,SEKOLAH TINGGI ILMU ADMINISTRASI MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3305,UNIVERSITAS PGRI WIRANEGARA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3306,SEKOLAH TINGGI ILMU KESEHATAN BULELENG,B,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3307,UNIVERSITAS KRISTEN ARTHA WACANA,B,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3310,UNIVERSITAS MUHAMMADIYAH PURWOREJO,B,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3311,STIKES YAHYA BIMA,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3312,POLITEKNIK KESEHATAN UMMI KHASANAH,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-3316,INSTITUT MEDIKA DRG. SUHERMAN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
