institution_code,institution_name,akreditasi_institusi,address,regency,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
banpt-254,UNIVERSITAS BHAYANGKARA SURABAYA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-255,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-256,UNIVERSITAS ISLAM DARUL `ULUM,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-257,UNIVERSITAS INDONESIA MEMBANGUN,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-258,UNIVERSITAS MUHAMMADIYAH BARRU,B,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-259,SEKOLAH TINGGI ILMU KESEHATAN  ST. ELISABETH KEUSKUPAN MAUMERE,BAIK SEKALI,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-260,UNIVERSITAS FAMIKA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-261,UNIVERSITAS KEPANJEN,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-262,IKIP WIDYA DARMA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-263,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-264,AKADEMI KEBIDANAN DHARMA PRAJA BONDOWOSO,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-268,UNIVERSITAS BHAKTI HUSADA INDONESIA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-269,INSTITUT TEKNOLOGI DAN BISNIS PGRI DEWANTARA JOMBANG,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-270,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH SAROLANGUN,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-271,SEKOLAH TINGGI ILMU KESEHATAN MUHAMMADIYAH ACEH,BAIK SEKALI,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-272,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH PURBALINGGA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-273,STKIP MUHAMMADIYAH KALABAHI,BAIK SEKALI,-,-,NUSA TENGGARA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-274,UNIVERSITAS MUHAMMADIYAH ASAHAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-275,UNIVERSITAS BHAKTI PERTIWI INDONESIA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-276,UNIVERSITAS AN NASHER,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-277,UNIVERSITAS SAPTA MANDIRI,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-279,UNIVERSITAS SAINTEK MUHAMMADIYAH,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-281,AKADEMI TEKNIK INFORMATIKA TUNAS BANGSA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-282,UNIVERSITAS PATRIA ARTHA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-283,AKADEMI KEPERAWATAN YPTK SOLOK,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-284,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN BINJAI,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-285,UNIVERSITAS BOYOLALI,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-286,UNIVERSITAS SERELO LAHAT,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-289,SEKOLAH TINGGI ILMU EKONOMI BUKIT ZAITUN SORONG,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-293,INSTITUT TEKNOLOGI DAN BISNIS DEWANTARA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-294,UNIVERSITAS AISYIYAH PALEMBANG,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-295,UNIVERSITAS DARUL MA`ARIF,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-296,SEKOLAH TINGGI ILMU KESEHATAN KERIS HUSADA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-297,UNIVERSITAS ADVENT SURYA NUSANTARA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-298,UNIVERSITAS SURYA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-299,STISIP MERDEKA MANADO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-300,INSTITUT SAINS DAN TEKNOLOGI MUHAMMADIYAH TARAKAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-301,INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA SRIWIJAYA SUMATERA SELATAN,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-302,UNIVERSITAS STIKUBANK,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-303,SEKOLAH TINGGI ILMU HUKUM ASY-SYAFI IYAH MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-307,AKADEMI KULINER DAN PATISERI OTTIMMO INTERNASIONAL,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-308,POLITEKNIK NUSANTARA MAKASSAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-309,SEKOLAH TINGGI ILMU KESEHATAN COLUMBIA ASIA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-310,AKADEMI PERNIAGAAN DAN PERUSAHAAN APIPSU MEDAN,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-312,SEKOLAH TINGGI ILMU EKONOMI MARS,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-313,STIKES ESTU UTOMO,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-314,POLITEKNIK CENDRAWASIH PALU,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-316,UNIVERSITAS PERSATUAN ISLAM,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-317,INSTITUT TEKNOLOGI SAINS DAN BISNIS MUHAMMADIYAH SELAYAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-318,SEKOLAH TINGGI ILMU KESEHATAN JABAL GHAFUR,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-319,UNIVERSITAS MUHAMMADIYAH LUWUK BANGGAI,BAIK SEKALI,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-321,UNIVERSITAS AMAL ILMIAH YAPIS WAMENA,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-324,UNIVERSITAS DEZTRON INDONESIA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-326,SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-327,SEKOLAH TINGGI ILMU EKONOMI KASIH BANGSA,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-329,SEKOLAH TINGGI ILMU ADMINISTRASI SANDIKTA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-331,INSTITUT TEKNOLOGI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-332,UNIVERSITAS MURNI TEGUH,BAIK SEKALI,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-333,UNIVERSITAS JAKARTA INTERNASIONAL,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-334,UNIVERSITAS PGRI DELTA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-335,UNIVERSITAS NURUL JADID,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-337,UNIVERSITAS VETERAN BANGUN NUSANTARA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-338,UNIVERSITAS AL-KHAIRIYAH,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-347,POLITEKNIK BHAKTI KARTINI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-348,STMIK BINA MULIA,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-351,AMIK DEPATI PARBO KERINCI,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-352,INSTITUT TEKNOLOGI DAN BISNIS BINA SRIWIJAYA PALEMBANG,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-353,POLITEKNIK DIGITAL BOASH INDONESIA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-354,SEKOLAH TINGGI ILMU KESEHATAN BETHESDA TOMOHON,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-355,UNIVERSITAS DELI SUMATERA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-357,POLITEKNIK BISNIS DAN PERPAJAKAN INDONESIA,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-358,UNIVERSITAS POHUWATO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-359,STIKES GANESHA HUSADA KEDIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-366,UNIVERSITAS BUNG HATTA,UNGGUL,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-367,UNIVERSITAS MEGAREZKY,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-368,UNIVERSITAS  HARAPAN BANGSA,BAIK SEKALI,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-369,UNIVERSITAS MUHAMMADIYAH JEMBER,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-371,POLITEKNIK MARITIM EKA UTAMA SUBANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-372,INSTITUT TEKNOLOGI NASIONAL MALANG,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-373,SEKOLAH TINGGI KESEHATAN AL-FATAH BENGKULU,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-374,SEKOLAH TINGGI ILMU ADMINISTRASI BENGKULU,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-375,AKADEMI KEBIDANAN BINA HUSADA TANGERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-376,UNIVERSITAS LUMAJANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-378,STMIK SYAIKH ZAINUDDIN NAHDLATUL WATHAN,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-382,UNIVERSITAS MUHAMMADIYAH PONOROGO,UNGGUL,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-385,UNIVERSITAS DJUANDA,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-386,SEKOLAH TINGGI ILMU EKONOMI AMKOP MAKASSAR,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-387,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,BAIK SEKALI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-390,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN PADANG,BAIK SEKALI,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-391,UNIVERSITAS WIDYA NUSANTARA,BAIK SEKALI,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-392,SEKOLAH TINGGI ILMU HUKUM HABARING HURUNG SAMPIT,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-394,UNIVERSITAS INSAN BUDI UTOMO,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-395,UNIVERSITAS NAHDLATUL ULAMA BLITAR,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-397,SEKOLAH TINGGI ILMU SOSIAL TEMINABUAN,TIDAK TERAKREDITASI,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-399,POLITEKNIK ILMU PELAYARAN BALIKPAPAN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-400,INSTITUT TEKNOLOGI INSAN CENDEKIA MANDIRI,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-403,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN KUMALA LAMPUNG METRO,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-404,SEKOLAH TINGGI ILMU EKONOMI PELITA HARAPAN NABIRE,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-405,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MULIA DARMA,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-406,AKADEMI OPTOMETRI YOGYAKARTA,BAIK,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-408,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER JOMBANG,TIDAK TERAKREDITASI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-409,UNIVERSITAS PATOMPO,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-410,SEKOLAH TINGGI ILMU EKONOMI ARLINDO,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-412,SEKOLAH TINGGI ILMU TEKNIK BINA PUTRA,TIDAK TERAKREDITASI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-414,SEKOLAH TINGGI ILMU EKONOMI YP-KARYA,TIDAK TERAKREDITASI,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-415,AMIK PANCA BHAKTI,TIDAK TERAKREDITASI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-416,SEKOLAH TINGGI ILMU EKONOMI KUALA KAPUAS,TIDAK TERAKREDITASI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-417,SEKOLAH TINGGI BAHASA ASING CIPTO HADI PRANOTO,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-418,INSTITUT TEKNOLOGI DAN KESEHATAN ASPIRASI,BAIK,-,-,BALI DAN NUSA TENGGARA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-420,STMIK METHODIST BINJAI,BAIK,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-422,SEKOLAH TINGGI ILMU EKONOMI DAHANI DAHANAI BUNTOK,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-425,UNIVERSITAS JANABADRA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-426,APIKES IRIS,BAIK,-,-,SUMATERA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-430,UNIVERSITAS WIDYA KARTIKA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-432,UNIVERSITAS PAWYATAN DAHA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-433,SEKOLAH TINGGI ILMU EKONOMI YAPAN,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-434,AKADEMI KESEHATAN SINAR KASIH TORAJA,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-435,AKADEMI KEBIDANAN WIYATA MITRA HUSADA NGANJUK,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-437,STMIK ADHI GUNA,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-438,AKADEMI KEPERAWATAN YATNA YUANA LEBAK,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-439,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER SERANG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-440,UNIVERSITAS JAYABAYA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-441,UNIVERSITAS MUHAMMADIYAH TANGERANG,UNGGUL,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-445,UNIVERSITAS KRISTEN CIPTA WACANA,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-448,SEKOLAH TINGGI ILMU EKONOMI DAN BISNIS INSAN MADANI MANDAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-449,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN NABIRE,BAIK,-,-,PAPUA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-450,SEKOLAH TINGGI ILMU KESEHATAN MASYARAKAT ABDI NUSA,BAIK SEKALI,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-451,SEKOLAH TINGGI TEKNIK ISKANDAR THANI,BAIK,-,-,ACEH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-452,POLITEKNIK ISTIKOM BINA CITRA INFORMATIKA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-453,INSTITUT RAHMANIYAH SEKAYU,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-455,AKADEMI MANAJEMEN INFORMATIKA DAN KOMPUTER WAHANA MANDIRI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-456,POLITEKNIK SIBER CERDIKA INTERNASIONAL,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-457,INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH GROBOGAN,BAIK,-,-,JAWA TENGAH,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-458,SEKOLAH TINGGI ILMU KESEHATAN SISMADI,BAIK,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-460,AKADEMI OLAHRAGA PRESTASI NASIONAL,BAIK SEKALI,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-461,POLITEKNIK SAINS SENI REKAKREASI,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-462,SEKOLAH TINGGI ILMU KESEHATAN PATRIOT BANGSA LAMPUNG,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-463,UNIVERSITAS ISLAM MAKASSAR,B,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-465,STIKES TANAWALI TAKALAR,BAIK,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-466,UNIVERSITAS SERANG RAYA,B,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-467,UNIVERSITAS TEKNOLOGI DIGITAL INDONESIA,B,-,-,DAERAH ISTIMEWA YOGYAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-468,UNIVERSITAS GORONTALO,B,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-469,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,BAIK SEKALI,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-470,INSTITUT KESEHATAN DELI HUSADA DELI TUA,UNGGUL,-,-,SUMATERA UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-471,INSTITUT TEKNOLOGI DAN BISNIS SABDA SETIA,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-472,INSTITUT SAINS DAN KEPENDIDIKAN KIE RAHA MALUKU UTARA,BAIK,-,-,MALUKU DAN MALUKU UTARA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-474,SEKOLAH TINGGI ILMU HUKUM SOELTHAN M TSJAFIOEDDIN,BAIK,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-475,UNIVERSITAS BINA SARANA INFORMATIKA,UNGGUL,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-478,SEKOLAH TINGGI ILMU ADMINISTRASI AMUNTAI,BAIK SEKALI,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-479,STMIK WIDYA CIPTA DHARMA,B,-,-,KALIMANTAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-482,AKADEMI BAHASA ASING INTERNASIONAL BANDUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-483,UNIVERSITAS MUSI RAWAS,BAIK,-,-,SUMATERA SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-484,UNIVERSITAS SETIA BUDHI RANGKASBITUNG,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-485,UNIVERSITAS COKROAMINOTO PALOPO,BAIK SEKALI,-,-,SULAWESI SELATAN,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-487,SEKOLAH TINGGI TEKNOLOGI MANDALA,BAIK,-,-,JAWA BARAT,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-489,UNIVERSITAS DARMA PERSADA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-490,POLITEKNIK MERCUSUAR INDONESIA,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-492,UNIVERSITAS KATOLIK DARMA CENDIKA,B,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-493,SEKOLAH TINGGI ILMU PERIKANAN MALANG,BAIK,-,-,JAWA TIMUR,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-494,UNIVERSITAS MUHAMMADIYAH MANADO,BAIK,-,-,GORONTALO,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
banpt-496,STIKS TARAKANITA,B,-,-,DKI JAKARTA,-,-1,-1,-1,-1,-1,-1,-,-,-1,-1,-
